Net generation from natural gas for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.NG.H
16:52:15 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.NG.H megawatthours
05/3/2019 22H,173411
05/3/2019 21H,172796
05/3/2019 20H,170893
05/3/2019 19H,167802
05/3/2019 18H,164354
05/3/2019 17H,160600
05/3/2019 16H,159106
05/3/2019 15H,158642
05/3/2019 14H,154446
05/3/2019 13H,150088
05/3/2019 12H,141996
05/3/2019 11H,134360
05/3/2019 10H,124636
05/3/2019 09H,117004
05/3/2019 08H,115323
05/3/2019 07H,118443
05/3/2019 06H,123021
05/3/2019 05H,132041
05/3/2019 04H,144230
05/3/2019 03H,161268
05/3/2019 02H,173781
05/3/2019 01H,179494
05/3/2019 00H,178304
05/2/2019 23H,179157
05/2/2019 22H,181135
05/2/2019 21H,179659
05/2/2019 20H,178718
05/2/2019 19H,173881
05/2/2019 18H,168457
05/2/2019 17H,161510
05/2/2019 16H,155739
05/2/2019 15H,150719
05/2/2019 14H,148323
05/2/2019 13H,144990
05/2/2019 12H,138084
05/2/2019 11H,126783
05/2/2019 10H,116418
05/2/2019 09H,111555
05/2/2019 08H,111172
05/2/2019 07H,113061
05/2/2019 06H,120415
05/2/2019 05H,130630
05/2/2019 04H,143830
05/2/2019 03H,160734
05/2/2019 02H,174114
05/2/2019 01H,178772
05/2/2019 00H,179072
05/1/2019 23H,180167
05/1/2019 22H,181294
05/1/2019 21H,181174
05/1/2019 20H,180269
05/1/2019 19H,178662
05/1/2019 18H,174701
05/1/2019 17H,169814
05/1/2019 16H,165011
05/1/2019 15H,159053
05/1/2019 14H,155217
05/1/2019 13H,151192
05/1/2019 12H,144790
05/1/2019 11H,134021
05/1/2019 10H,121662
05/1/2019 09H,114778
05/1/2019 08H,115537
05/1/2019 07H,119866
05/1/2019 06H,126303
05/1/2019 05H,133374
05/1/2019 04H,142897
05/1/2019 03H,161441
05/1/2019 02H,171817
05/1/2019 01H,176901
05/1/2019 00H,175918
04/30/2019 23H,177249
04/30/2019 22H,176537
04/30/2019 21H,174977
04/30/2019 20H,172302
04/30/2019 19H,168442
04/30/2019 18H,165797
04/30/2019 17H,162963
04/30/2019 16H,158707
04/30/2019 15H,155470
04/30/2019 14H,153381
04/30/2019 13H,150092
04/30/2019 12H,142085
04/30/2019 11H,131639
04/30/2019 10H,119247
04/30/2019 09H,113602
04/30/2019 08H,111428
04/30/2019 07H,115920
04/30/2019 06H,122680
04/30/2019 05H,131920
04/30/2019 04H,142004
04/30/2019 03H,158862
04/30/2019 02H,170099
04/30/2019 01H,173386
04/30/2019 00H,173044
04/29/2019 23H,174188
04/29/2019 22H,171966
04/29/2019 21H,168433
04/29/2019 20H,163674
04/29/2019 19H,158937
04/29/2019 18H,151373
04/29/2019 17H,145623
04/29/2019 16H,140773
04/29/2019 15H,136894
04/29/2019 14H,134895
04/29/2019 13H,130922
04/29/2019 12H,127226
04/29/2019 11H,116812
04/29/2019 10H,104876
04/29/2019 09H,97188
04/29/2019 08H,95085
04/29/2019 07H,97745
04/29/2019 06H,101058
04/29/2019 05H,108186
04/29/2019 04H,116592
04/29/2019 03H,130362
04/29/2019 02H,138916
04/29/2019 01H,141523
04/29/2019 00H,139594
04/28/2019 23H,139012
04/28/2019 22H,135284
04/28/2019 21H,132364
04/28/2019 20H,129812
04/28/2019 19H,126930
04/28/2019 18H,124067
04/28/2019 17H,120726
04/28/2019 16H,116520
04/28/2019 15H,112430
04/28/2019 14H,110135
04/28/2019 13H,105040
04/28/2019 12H,99681
04/28/2019 11H,94057
04/28/2019 10H,91834
04/28/2019 09H,89429
04/28/2019 08H,91089
04/28/2019 07H,94774
04/28/2019 06H,100464
04/28/2019 05H,109114
04/28/2019 04H,120762
04/28/2019 03H,128792
04/28/2019 02H,137005
04/28/2019 01H,139806
04/28/2019 00H,140692
04/27/2019 23H,140791
04/27/2019 22H,135952
04/27/2019 21H,132098
04/27/2019 20H,126414
04/27/2019 19H,120519
04/27/2019 18H,114602
04/27/2019 17H,109260
04/27/2019 16H,105596
04/27/2019 15H,103367
04/27/2019 14H,101518
04/27/2019 13H,97603
04/27/2019 12H,92298
04/27/2019 11H,87185
04/27/2019 10H,85562
04/27/2019 09H,86411
04/27/2019 08H,88506
04/27/2019 07H,90805
04/27/2019 06H,98062
04/27/2019 05H,106925
04/27/2019 04H,119928
04/27/2019 03H,132894
04/27/2019 02H,145315
04/27/2019 01H,148210
04/27/2019 00H,149034
04/26/2019 23H,151764
04/26/2019 22H,152458
04/26/2019 21H,151685
04/26/2019 20H,149700
04/26/2019 19H,147074
04/26/2019 18H,144394
04/26/2019 17H,142207
04/26/2019 16H,140552
04/26/2019 15H,140382
04/26/2019 14H,140381
04/26/2019 13H,137356
04/26/2019 12H,131210
04/26/2019 11H,121687
04/26/2019 10H,110867
04/26/2019 09H,107546
04/26/2019 08H,107024
04/26/2019 07H,109369
04/26/2019 06H,116589
04/26/2019 05H,126397
04/26/2019 04H,142932
04/26/2019 03H,157056
04/26/2019 02H,170079
04/26/2019 01H,172083
04/26/2019 00H,170749
04/25/2019 23H,170910
04/25/2019 22H,168835
04/25/2019 21H,165135
04/25/2019 20H,161102
04/25/2019 19H,158388
04/25/2019 18H,154402
04/25/2019 17H,151513
04/25/2019 16H,146663
04/25/2019 15H,145339
04/25/2019 14H,144392
04/25/2019 13H,140665
04/25/2019 12H,136526
04/25/2019 11H,126810
04/25/2019 10H,115953
04/25/2019 09H,109002
04/25/2019 08H,109802
04/25/2019 07H,113181
04/25/2019 06H,120561
04/25/2019 05H,132389
04/25/2019 04H,144197
04/25/2019 03H,162970
04/25/2019 02H,175056
04/25/2019 01H,176539
04/25/2019 00H,176623
04/24/2019 23H,177553
04/24/2019 22H,175233
04/24/2019 21H,170314
04/24/2019 20H,165411
04/24/2019 19H,160537
04/24/2019 18H,156163
04/24/2019 17H,153509
04/24/2019 16H,149501
04/24/2019 15H,148413
04/24/2019 14H,148178
04/24/2019 13H,144822
04/24/2019 12H,137254
04/24/2019 11H,126629
04/24/2019 10H,115389
04/24/2019 09H,110603
04/24/2019 08H,109181
04/24/2019 07H,110605
04/24/2019 06H,114954
04/24/2019 05H,122895
04/24/2019 04H,134921
04/24/2019 03H,152965
04/24/2019 02H,167243
04/24/2019 01H,169030
04/24/2019 00H,165948
04/23/2019 23H,167373
04/23/2019 22H,167263
04/23/2019 21H,164608
04/23/2019 20H,160800
04/23/2019 19H,155800
04/23/2019 18H,149284
04/23/2019 17H,144713
04/23/2019 16H,140690
04/23/2019 15H,139441
04/23/2019 14H,139412
04/23/2019 13H,137875
04/23/2019 12H,130987
04/23/2019 11H,120187
04/23/2019 10H,108455
04/23/2019 09H,102494
04/23/2019 08H,101634
04/23/2019 07H,103334
04/23/2019 06H,107958
04/23/2019 05H,117332
04/23/2019 04H,127064
04/23/2019 03H,146717
04/23/2019 02H,158219
04/23/2019 01H,159277
04/23/2019 00H,157617
04/22/2019 23H,156482
04/22/2019 22H,154823
04/22/2019 21H,149943
04/22/2019 20H,145841
04/22/2019 19H,140870
04/22/2019 18H,138002
04/22/2019 17H,135051
04/22/2019 16H,131870
04/22/2019 15H,130343
04/22/2019 14H,130212
04/22/2019 13H,127137
04/22/2019 12H,120320
04/22/2019 11H,107424
04/22/2019 10H,93629
04/22/2019 09H,84670
04/22/2019 08H,79345
04/22/2019 07H,79639
04/22/2019 06H,81962
04/22/2019 05H,89394
04/22/2019 04H,101242
04/22/2019 03H,108457
04/22/2019 02H,116030
04/22/2019 01H,115177
04/22/2019 00H,112287
04/21/2019 23H,109368
04/21/2019 22H,106674
04/21/2019 21H,103096
04/21/2019 20H,100053
04/21/2019 19H,97919
04/21/2019 18H,97452
04/21/2019 17H,96764
04/21/2019 16H,96473
04/21/2019 15H,95927
04/21/2019 14H,97787
04/21/2019 13H,94379
04/21/2019 12H,90887
04/21/2019 11H,87295
04/21/2019 10H,84334
04/21/2019 09H,84802
04/21/2019 08H,85220
04/21/2019 07H,88764
04/21/2019 06H,92189
04/21/2019 05H,97793
04/21/2019 04H,104395
04/21/2019 03H,114895
04/21/2019 02H,119965
04/21/2019 01H,121778
04/21/2019 00H,120229
04/20/2019 23H,117698
04/20/2019 22H,116257
04/20/2019 21H,114718
04/20/2019 20H,112625
04/20/2019 19H,112216
04/20/2019 18H,112704
04/20/2019 17H,113867
04/20/2019 16H,116060
04/20/2019 15H,118594
04/20/2019 14H,116988
04/20/2019 13H,110068
04/20/2019 12H,104107
04/20/2019 11H,99944
04/20/2019 10H,96234
04/20/2019 09H,96044
04/20/2019 08H,96630
04/20/2019 07H,100036
04/20/2019 06H,107658
04/20/2019 05H,116595
04/20/2019 04H,128222
04/20/2019 03H,140692
04/20/2019 02H,148328
04/20/2019 01H,148397
04/20/2019 00H,144138
04/19/2019 23H,141992
04/19/2019 22H,142570
04/19/2019 21H,141120
04/19/2019 20H,140792
04/19/2019 19H,141072
04/19/2019 18H,140294
04/19/2019 17H,139083
04/19/2019 16H,137111
04/19/2019 15H,136147
04/19/2019 14H,135163
04/19/2019 13H,128810
04/19/2019 12H,122880
04/19/2019 11H,114218
04/19/2019 10H,105871
04/19/2019 09H,101262
04/19/2019 08H,101664
04/19/2019 07H,104396
04/19/2019 06H,110154
04/19/2019 05H,118725
04/19/2019 04H,126887
04/19/2019 03H,140110
04/19/2019 02H,148065
04/19/2019 01H,146511
04/19/2019 00H,142676
04/18/2019 23H,141415
04/18/2019 22H,140569
04/18/2019 21H,138593
04/18/2019 20H,135432
04/18/2019 19H,133415
04/18/2019 18H,131285
04/18/2019 17H,130111
04/18/2019 16H,127780
04/18/2019 15H,127631
04/18/2019 14H,129117
04/18/2019 13H,125268
04/18/2019 12H,118935
04/18/2019 11H,110863
04/18/2019 10H,101459
04/18/2019 09H,96428
04/18/2019 08H,95291
04/18/2019 07H,97332
04/18/2019 06H,102388
04/18/2019 05H,108665
04/18/2019 04H,119894
04/18/2019 03H,132064
04/18/2019 02H,142083
04/18/2019 01H,142533
04/18/2019 00H,140549
04/17/2019 23H,140355
04/17/2019 22H,139728
04/17/2019 21H,137781
04/17/2019 20H,134541
04/17/2019 19H,131305
04/17/2019 18H,128149
04/17/2019 17H,125804
04/17/2019 16H,125578
04/17/2019 15H,125501
04/17/2019 14H,124925
04/17/2019 13H,123918
04/17/2019 12H,119091
04/17/2019 11H,111160
04/17/2019 10H,99787
04/17/2019 09H,92443
04/17/2019 08H,92053
04/17/2019 07H,92903
04/17/2019 06H,96423
04/17/2019 05H,104344
04/17/2019 04H,115231
04/17/2019 03H,127487
04/17/2019 02H,136570
04/17/2019 01H,138626
04/17/2019 00H,138426
04/16/2019 23H,138438
04/16/2019 22H,135641
04/16/2019 21H,133876
04/16/2019 20H,133166
04/16/2019 19H,129848
04/16/2019 18H,127958
04/16/2019 17H,126240
04/16/2019 16H,125442
04/16/2019 15H,126256
04/16/2019 14H,126768
04/16/2019 13H,123970
04/16/2019 12H,123417
04/16/2019 11H,114927
04/16/2019 10H,103392
04/16/2019 09H,98354
04/16/2019 08H,95691
04/16/2019 07H,96760
04/16/2019 06H,101309
04/16/2019 05H,107690
04/16/2019 04H,116789
04/16/2019 03H,128639
04/16/2019 02H,138615
04/16/2019 01H,141134
04/16/2019 00H,137938
04/15/2019 23H,134721
04/15/2019 22H,132893
04/15/2019 21H,130973
04/15/2019 20H,129163
04/15/2019 19H,127777
04/15/2019 18H,127955
04/15/2019 17H,128285
04/15/2019 16H,128436
04/15/2019 15H,131825
04/15/2019 14H,132401
04/15/2019 13H,131037
04/15/2019 12H,124525
04/15/2019 11H,112878
04/15/2019 10H,100419
04/15/2019 09H,94987
04/15/2019 08H,92379
04/15/2019 07H,92437
04/15/2019 06H,96707
04/15/2019 05H,103863
04/15/2019 04H,110623
04/15/2019 03H,124510
04/15/2019 02H,131326
04/15/2019 01H,134821
04/15/2019 00H,131749
04/14/2019 23H,128561
04/14/2019 22H,126694
04/14/2019 21H,125525
04/14/2019 20H,123732
04/14/2019 19H,125577
04/14/2019 18H,122619
04/14/2019 17H,122636
04/14/2019 16H,121804
04/14/2019 15H,120284
04/14/2019 14H,116542
04/14/2019 13H,110549
04/14/2019 12H,104656
04/14/2019 11H,99469
04/14/2019 10H,96292
04/14/2019 09H,96426
04/14/2019 08H,98550
04/14/2019 07H,100933
04/14/2019 06H,105348
04/14/2019 05H,111876
04/14/2019 04H,118509
04/14/2019 03H,128326
04/14/2019 02H,132849
04/14/2019 01H,130594
04/14/2019 00H,127050
04/13/2019 23H,124949
04/13/2019 22H,124636
04/13/2019 21H,123319
04/13/2019 20H,122611
04/13/2019 19H,120672
04/13/2019 18H,120080
04/13/2019 17H,120885
04/13/2019 16H,119487
04/13/2019 15H,120628
04/13/2019 14H,120043
04/13/2019 13H,113903
04/13/2019 12H,107704
04/13/2019 11H,101835
04/13/2019 10H,98100
04/13/2019 09H,95779
04/13/2019 08H,96351
04/13/2019 07H,97249
04/13/2019 06H,102777
04/13/2019 05H,109149
04/13/2019 04H,117987
04/13/2019 03H,129969
04/13/2019 02H,139622
04/13/2019 01H,140972
04/13/2019 00H,139406
04/12/2019 23H,139858
04/12/2019 22H,140685
04/12/2019 21H,141537
04/12/2019 20H,141129
04/12/2019 19H,140350
04/12/2019 18H,138842
04/12/2019 17H,138798
04/12/2019 16H,137657
04/12/2019 15H,138328
04/12/2019 14H,137921
04/12/2019 13H,131704
04/12/2019 12H,127540
04/12/2019 11H,117151
04/12/2019 10H,106716
04/12/2019 09H,100533
04/12/2019 08H,99255
04/12/2019 07H,100870
04/12/2019 06H,105453
04/12/2019 05H,115192
04/12/2019 04H,127563
04/12/2019 03H,139628
04/12/2019 02H,149168
04/12/2019 01H,149122
04/12/2019 00H,147231
04/11/2019 23H,145646
04/11/2019 22H,144592
04/11/2019 21H,141792
04/11/2019 20H,139152
04/11/2019 19H,137629
04/11/2019 18H,132873
04/11/2019 17H,130191
04/11/2019 16H,127418
04/11/2019 15H,126232
04/11/2019 14H,125996
04/11/2019 13H,122455
04/11/2019 12H,116600
04/11/2019 11H,108989
04/11/2019 10H,99381
04/11/2019 09H,92983
04/11/2019 08H,90637
04/11/2019 07H,92823
04/11/2019 06H,96176
04/11/2019 05H,105322
04/11/2019 04H,117159
04/11/2019 03H,130864
04/11/2019 02H,141869
04/11/2019 01H,143403
04/11/2019 00H,144312
04/10/2019 23H,143594
04/10/2019 22H,141936
04/10/2019 21H,139300
04/10/2019 20H,135074
04/10/2019 19H,130720
04/10/2019 18H,126282
04/10/2019 17H,122094
04/10/2019 16H,121281
04/10/2019 15H,120874
04/10/2019 14H,119705
04/10/2019 13H,118631
04/10/2019 12H,117497
04/10/2019 11H,110234
04/10/2019 10H,99245
04/10/2019 09H,92381
04/10/2019 08H,90246
04/10/2019 07H,90891
04/10/2019 06H,95850
04/10/2019 05H,105845
04/10/2019 04H,118521
04/10/2019 03H,132413
04/10/2019 02H,144753
04/10/2019 01H,151326
04/10/2019 00H,153172
04/9/2019 23H,151896
04/9/2019 22H,149575
04/9/2019 21H,146637
04/9/2019 20H,145339
04/9/2019 19H,145275
04/9/2019 18H,143980
04/9/2019 17H,143696
04/9/2019 16H,141857
04/9/2019 15H,142258
04/9/2019 14H,140688
04/9/2019 13H,138565
04/9/2019 12H,133579
04/9/2019 11H,122459
04/9/2019 10H,109297
04/9/2019 09H,103063
04/9/2019 08H,101669
04/9/2019 07H,106361
04/9/2019 06H,112151
04/9/2019 05H,122702
04/9/2019 04H,134850
04/9/2019 03H,153666
04/9/2019 02H,170995
04/9/2019 01H,176814
04/9/2019 00H,176360
04/8/2019 23H,174374
04/8/2019 22H,173073
04/8/2019 21H,170598
04/8/2019 20H,166384
04/8/2019 19H,162844
04/8/2019 18H,158057
04/8/2019 17H,155181
04/8/2019 16H,152033
04/8/2019 15H,150522
04/8/2019 14H,146432
04/8/2019 13H,142370
04/8/2019 12H,138130
04/8/2019 11H,127205
04/8/2019 10H,113835
04/8/2019 09H,106122
04/8/2019 08H,104026
04/8/2019 07H,105999
04/8/2019 06H,109244
04/8/2019 05H,115961
04/8/2019 04H,126093
04/8/2019 03H,134644
04/8/2019 02H,142172
04/8/2019 01H,141200
04/8/2019 00H,136990
04/7/2019 23H,133916
04/7/2019 22H,132378
04/7/2019 21H,129952
04/7/2019 20H,126509
04/7/2019 19H,124900
04/7/2019 18H,122051
04/7/2019 17H,118713
04/7/2019 16H,117206
04/7/2019 15H,115711
04/7/2019 14H,113442
04/7/2019 13H,110431
04/7/2019 12H,103795
04/7/2019 11H,99983
04/7/2019 10H,97410
04/7/2019 09H,97039
04/7/2019 08H,96905
04/7/2019 07H,98916
04/7/2019 06H,105049
04/7/2019 05H,111378
04/7/2019 04H,121702
04/7/2019 03H,127385
04/7/2019 02H,133810
04/7/2019 01H,135906
04/7/2019 00H,135353
04/6/2019 23H,134232
04/6/2019 22H,132512
04/6/2019 21H,132424
04/6/2019 20H,130926
04/6/2019 19H,128740
04/6/2019 18H,126540
04/6/2019 17H,126882
04/6/2019 16H,126468
04/6/2019 15H,127320
04/6/2019 14H,126389
04/6/2019 13H,123040
04/6/2019 12H,116092
04/6/2019 11H,110479
04/6/2019 10H,106093
04/6/2019 09H,103758
04/6/2019 08H,103508
04/6/2019 07H,104770
04/6/2019 06H,108309
04/6/2019 05H,116034
04/6/2019 04H,126856
04/6/2019 03H,136325
04/6/2019 02H,146912
04/6/2019 01H,150661
04/6/2019 00H,151012
04/5/2019 23H,150603
04/5/2019 22H,152267
04/5/2019 21H,151430
04/5/2019 20H,151493
04/5/2019 19H,149725
04/5/2019 18H,148799
04/5/2019 17H,149080
04/5/2019 16H,150999
04/5/2019 15H,151733
04/5/2019 14H,151810
04/5/2019 13H,149912
04/5/2019 12H,143568
04/5/2019 11H,132547
04/5/2019 10H,119105
04/5/2019 09H,112463
04/5/2019 08H,112138
04/5/2019 07H,114409
04/5/2019 06H,118778
04/5/2019 05H,126153
04/5/2019 04H,139368
04/5/2019 03H,154029
04/5/2019 02H,165146
04/5/2019 01H,169215
04/5/2019 00H,167425
04/4/2019 23H,161808
04/4/2019 22H,157241
04/4/2019 21H,152760
04/4/2019 20H,148965
04/4/2019 19H,147925
04/4/2019 18H,145259
04/4/2019 17H,144218
04/4/2019 16H,146568
04/4/2019 15H,146883
04/4/2019 14H,146441
04/4/2019 13H,145915
04/4/2019 12H,143544
04/4/2019 11H,134089
04/4/2019 10H,120056
04/4/2019 09H,110934
04/4/2019 08H,108577
04/4/2019 07H,107992
04/4/2019 06H,111563
04/4/2019 05H,114854
04/4/2019 04H,123379
04/4/2019 03H,130608
04/4/2019 02H,136616
04/4/2019 01H,138277
04/4/2019 00H,133941
04/3/2019 23H,130231
04/3/2019 22H,128716
04/3/2019 21H,126183
04/3/2019 20H,125640
04/3/2019 19H,124965
04/3/2019 18H,126836
04/3/2019 17H,128437
04/3/2019 16H,132197
04/3/2019 15H,138768
04/3/2019 14H,145212
04/3/2019 13H,149295
04/3/2019 12H,150134
04/3/2019 11H,139829
04/3/2019 10H,124533
04/3/2019 09H,114681
04/3/2019 08H,111537
04/3/2019 07H,112496
04/3/2019 06H,115145
04/3/2019 05H,122189
04/3/2019 04H,129071
04/3/2019 03H,139355
04/3/2019 02H,150650
04/3/2019 01H,152697
04/3/2019 00H,147830
04/2/2019 23H,143698
04/2/2019 22H,141455
04/2/2019 21H,138924
04/2/2019 20H,139408
04/2/2019 19H,140458
04/2/2019 18H,142605
04/2/2019 17H,146187
04/2/2019 16H,150901
04/2/2019 15H,157833
04/2/2019 14H,163234
04/2/2019 13H,164176
04/2/2019 12H,162312
04/2/2019 11H,150416
04/2/2019 10H,134825
04/2/2019 09H,125783
04/2/2019 08H,122081
04/2/2019 07H,121675
04/2/2019 06H,126141
04/2/2019 05H,133945
04/2/2019 04H,141801
04/2/2019 03H,154390
04/2/2019 02H,163064
04/2/2019 01H,164723
04/2/2019 00H,157854
04/1/2019 23H,151765
04/1/2019 22H,146987
04/1/2019 21H,143522
04/1/2019 20H,142994
04/1/2019 19H,145602
04/1/2019 18H,149313
04/1/2019 17H,154812
04/1/2019 16H,160592
04/1/2019 15H,168966
04/1/2019 14H,175904
04/1/2019 13H,179141
04/1/2019 12H,175924
04/1/2019 11H,165611
04/1/2019 10H,147174
04/1/2019 09H,135136
04/1/2019 08H,130242
04/1/2019 07H,128480
04/1/2019 06H,128900
04/1/2019 05H,134486
04/1/2019 04H,134358
04/1/2019 03H,147033
04/1/2019 02H,152852
04/1/2019 01H,152037
04/1/2019 00H,142908
03/31/2019 23H,137898
03/31/2019 22H,134216
03/31/2019 21H,131743
03/31/2019 20H,130593
03/31/2019 19H,130179
03/31/2019 18H,129547
03/31/2019 17H,128497
03/31/2019 16H,127014
03/31/2019 15H,126902
03/31/2019 14H,126390
03/31/2019 13H,118263
03/31/2019 12H,112353
03/31/2019 11H,108547
03/31/2019 10H,104281
03/31/2019 09H,102623
03/31/2019 08H,102341
03/31/2019 07H,104037
03/31/2019 06H,107352
03/31/2019 05H,110469
03/31/2019 04H,116845
03/31/2019 03H,122891
03/31/2019 02H,126144
03/31/2019 01H,124396
03/31/2019 00H,120247
03/30/2019 23H,117225
03/30/2019 22H,116167
03/30/2019 21H,114975
03/30/2019 20H,113344
03/30/2019 19H,111687
03/30/2019 18H,111815
03/30/2019 17H,111051
03/30/2019 16H,110313
03/30/2019 15H,113411
03/30/2019 14H,112767
03/30/2019 13H,109271
03/30/2019 12H,105009
03/30/2019 11H,99274
03/30/2019 10H,95019
03/30/2019 09H,94268
03/30/2019 08H,94730
03/30/2019 07H,98330
03/30/2019 06H,102802
03/30/2019 05H,109264
03/30/2019 04H,117062
03/30/2019 03H,129461
03/30/2019 02H,135943
03/30/2019 01H,141198
03/30/2019 00H,139453
03/29/2019 23H,139779
03/29/2019 22H,139868
03/29/2019 21H,139923
03/29/2019 20H,139674
03/29/2019 19H,138910
03/29/2019 18H,138462
03/29/2019 17H,136375
03/29/2019 16H,138369
03/29/2019 15H,139777
03/29/2019 14H,141981
03/29/2019 13H,139345
03/29/2019 12H,135970
03/29/2019 11H,127531
03/29/2019 10H,116524
03/29/2019 09H,109390
03/29/2019 08H,107506
03/29/2019 07H,107678
03/29/2019 06H,111137
03/29/2019 05H,118407
03/29/2019 04H,125222
03/29/2019 03H,136256
03/29/2019 02H,143792
03/29/2019 01H,143810
03/29/2019 00H,140167
03/28/2019 23H,137084
03/28/2019 22H,132371
03/28/2019 21H,130593
03/28/2019 20H,128044
03/28/2019 19H,126315
03/28/2019 18H,126828
03/28/2019 17H,127269
03/28/2019 16H,129422
03/28/2019 15H,134019
03/28/2019 14H,138502
03/28/2019 13H,141082
03/28/2019 12H,141825
03/28/2019 11H,133571
03/28/2019 10H,119291
03/28/2019 09H,109700
03/28/2019 08H,107642
03/28/2019 07H,108294
03/28/2019 06H,110463
03/28/2019 05H,115367
03/28/2019 04H,126644
03/28/2019 03H,131194
03/28/2019 02H,137850
03/28/2019 01H,139704
03/28/2019 00H,136620
03/27/2019 23H,133318
03/27/2019 22H,130822
03/27/2019 21H,128261
03/27/2019 20H,126278
03/27/2019 19H,127572
03/27/2019 18H,129971
03/27/2019 17H,133856
03/27/2019 16H,137833
03/27/2019 15H,142594
03/27/2019 14H,145979
03/27/2019 13H,148483
03/27/2019 12H,151802
03/27/2019 11H,143422
03/27/2019 10H,128321
03/27/2019 09H,117811
03/27/2019 08H,115972
03/27/2019 07H,115967
03/27/2019 06H,120525
03/27/2019 05H,128504
03/27/2019 04H,132612
03/27/2019 03H,147865
03/27/2019 02H,156559
03/27/2019 01H,158733
03/27/2019 00H,155375
03/26/2019 23H,151445
03/26/2019 22H,148923
03/26/2019 21H,147589
03/26/2019 20H,146040
03/26/2019 19H,145194
03/26/2019 18H,148005
03/26/2019 17H,151210
03/26/2019 16H,153705
03/26/2019 15H,159085
03/26/2019 14H,161309
03/26/2019 13H,161774
03/26/2019 12H,159995
03/26/2019 11H,149581
03/26/2019 10H,134328
03/26/2019 09H,123751
03/26/2019 08H,121399
03/26/2019 07H,122584
03/26/2019 06H,127200
03/26/2019 05H,134161
03/26/2019 04H,137096
03/26/2019 03H,158652
03/26/2019 02H,168737
03/26/2019 01H,168922
03/26/2019 00H,166563
03/25/2019 23H,164195
03/25/2019 22H,161836
03/25/2019 21H,160186
03/25/2019 20H,157304
03/25/2019 19H,155230
03/25/2019 18H,154628
03/25/2019 17H,155890
03/25/2019 16H,156291
03/25/2019 15H,158249
03/25/2019 14H,158738
03/25/2019 13H,155129
03/25/2019 12H,149370
03/25/2019 11H,136910
03/25/2019 10H,121760
03/25/2019 09H,111557
03/25/2019 08H,107224
03/25/2019 07H,108881
03/25/2019 06H,110823
03/25/2019 05H,115652
03/25/2019 04H,129504
03/25/2019 03H,136567
03/25/2019 02H,144789
03/25/2019 01H,145217
03/25/2019 00H,140105
03/24/2019 23H,137103
03/24/2019 22H,133129
03/24/2019 21H,127552
03/24/2019 20H,125300
03/24/2019 19H,121233
03/24/2019 18H,120551
03/24/2019 17H,119995
03/24/2019 16H,120333
03/24/2019 15H,122506
03/24/2019 14H,124500
03/24/2019 13H,123137
03/24/2019 12H,118620
03/24/2019 11H,113853
03/24/2019 10H,109970
03/24/2019 09H,107277
03/24/2019 08H,106204
03/24/2019 07H,106299
03/24/2019 06H,110089
03/24/2019 05H,113487
03/24/2019 04H,123191
03/24/2019 03H,128460
03/24/2019 02H,131214
03/24/2019 01H,131384
03/24/2019 00H,126693
03/23/2019 23H,122298
03/23/2019 22H,119042
03/23/2019 21H,116190
03/23/2019 20H,115508
03/23/2019 19H,116733
03/23/2019 18H,119177
03/23/2019 17H,122530
03/23/2019 16H,124653
03/23/2019 15H,129533
03/23/2019 14H,130117
03/23/2019 13H,131100
03/23/2019 12H,126807
03/23/2019 11H,119590
03/23/2019 10H,113304
03/23/2019 09H,110712
03/23/2019 08H,108941
03/23/2019 07H,109524
03/23/2019 06H,110824
03/23/2019 05H,114083
03/23/2019 04H,116522
03/23/2019 03H,125402
03/23/2019 02H,129423
03/23/2019 01H,130592
03/23/2019 00H,126068
03/22/2019 23H,123911
03/22/2019 22H,123292
03/22/2019 21H,122851
03/22/2019 20H,122485
03/22/2019 19H,125285
03/22/2019 18H,127573
03/22/2019 17H,132299
03/22/2019 16H,137064
03/22/2019 15H,144417
03/22/2019 14H,149360
03/22/2019 13H,150715
03/22/2019 12H,147580
03/22/2019 11H,135189
03/22/2019 10H,120196
03/22/2019 09H,110538
03/22/2019 08H,109003
03/22/2019 07H,110152
03/22/2019 06H,113111
03/22/2019 05H,119078
03/22/2019 04H,125677
03/22/2019 03H,138705
03/22/2019 02H,149744
03/22/2019 01H,151621
03/22/2019 00H,149568
03/21/2019 23H,147599
03/21/2019 22H,147354
03/21/2019 21H,147180
03/21/2019 20H,146749
03/21/2019 19H,148062
03/21/2019 18H,149443
03/21/2019 17H,151383
03/21/2019 16H,155576
03/21/2019 15H,158177
03/21/2019 14H,158539
03/21/2019 13H,158080
03/21/2019 12H,154795
03/21/2019 11H,142778
03/21/2019 10H,129490
03/21/2019 09H,121555
03/21/2019 08H,118519
03/21/2019 07H,119591
03/21/2019 06H,123976
03/21/2019 05H,128789
03/21/2019 04H,141166
03/21/2019 03H,148326
03/21/2019 02H,155185
03/21/2019 01H,155365
03/21/2019 00H,148711
03/20/2019 23H,143637
03/20/2019 22H,139671
03/20/2019 21H,138000
03/20/2019 20H,136289
03/20/2019 19H,136727
03/20/2019 18H,139322
03/20/2019 17H,144042
03/20/2019 16H,147842
03/20/2019 15H,152645
03/20/2019 14H,158528
