Net generation from solar for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.SUN.H
17:17:50 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.SUN.H megawatthours
03/3/2022 23H,23120
03/3/2022 22H,31484
03/3/2022 21H,35817
03/3/2022 20H,38452
03/3/2022 19H,39196
03/3/2022 18H,40368
03/3/2022 17H,39285
03/3/2022 16H,34771
03/3/2022 15H,22863
03/3/2022 14H,10629
03/3/2022 13H,3495
03/3/2022 12H,434
03/3/2022 11H,17
03/3/2022 10H,12
03/3/2022 09H,9
03/3/2022 08H,0
03/3/2022 07H,22
03/3/2022 06H,86
03/3/2022 05H,102
03/3/2022 04H,171
03/3/2022 03H,151
03/3/2022 02H,209
03/3/2022 01H,4539
03/3/2022 00H,16989
03/2/2022 23H,27865
03/2/2022 22H,35993
03/2/2022 21H,40451
03/2/2022 20H,42763
03/2/2022 19H,43455
03/2/2022 18H,44012
03/2/2022 17H,43055
03/2/2022 16H,37578
03/2/2022 15H,24281
03/2/2022 14H,11894
03/2/2022 13H,4096
03/2/2022 12H,327
03/2/2022 11H,20
03/2/2022 10H,23
03/2/2022 09H,37
03/2/2022 08H,30
03/2/2022 07H,46
03/2/2022 06H,78
03/2/2022 05H,86
03/2/2022 04H,90
03/2/2022 03H,83
03/2/2022 02H,259
03/2/2022 01H,5588
03/2/2022 00H,16736
03/1/2022 23H,25577
03/1/2022 22H,34343
03/1/2022 21H,38975
03/1/2022 20H,41365
03/1/2022 19H,41755
03/1/2022 18H,41913
03/1/2022 17H,40201
03/1/2022 16H,33398
03/1/2022 15H,18770
03/1/2022 14H,7968
03/1/2022 13H,2576
03/1/2022 12H,325
03/1/2022 11H,59
03/1/2022 10H,61
03/1/2022 09H,80
03/1/2022 08H,99
03/1/2022 07H,106
03/1/2022 06H,128
03/1/2022 05H,199
03/1/2022 04H,227
03/1/2022 03H,247
03/1/2022 02H,406
03/1/2022 01H,5329
03/1/2022 00H,15739
02/28/2022 23H,24681
02/28/2022 22H,30522
02/28/2022 21H,36289
02/28/2022 20H,39496
02/28/2022 19H,40405
02/28/2022 18H,40583
02/28/2022 17H,40450
02/28/2022 16H,35085
02/28/2022 15H,20497
02/28/2022 14H,9154
02/28/2022 13H,3461
02/28/2022 12H,544
02/28/2022 11H,27
02/28/2022 10H,32
02/28/2022 09H,27
02/28/2022 08H,17
02/28/2022 07H,56
02/28/2022 06H,76
02/28/2022 05H,80
02/28/2022 04H,88
02/28/2022 03H,84
02/28/2022 02H,155
02/28/2022 01H,4077
02/28/2022 00H,16779
02/27/2022 23H,26076
02/27/2022 22H,30559
02/27/2022 21H,32911
02/27/2022 20H,33973
02/27/2022 19H,34139
02/27/2022 18H,34913
02/27/2022 17H,35426
02/27/2022 16H,30025
02/27/2022 15H,16541
02/27/2022 14H,5561
02/27/2022 13H,1271
02/27/2022 12H,57
02/27/2022 11H,14
02/27/2022 10H,9
02/27/2022 09H,16
02/27/2022 08H,16
02/27/2022 07H,66
02/27/2022 06H,95
02/27/2022 05H,6242
02/27/2022 04H,6170
02/27/2022 03H,6188
02/27/2022 02H,303
02/27/2022 01H,4921
02/27/2022 00H,15187
02/26/2022 23H,22191
02/26/2022 22H,27314
02/26/2022 21H,32571
02/26/2022 20H,33407
02/26/2022 19H,34576
02/26/2022 18H,35223
02/26/2022 17H,35389
02/26/2022 16H,29049
02/26/2022 15H,15617
02/26/2022 14H,6586
02/26/2022 13H,1411
02/26/2022 12H,129
02/26/2022 11H,28
02/26/2022 10H,26
02/26/2022 09H,29
02/26/2022 08H,36
02/26/2022 07H,39
02/26/2022 06H,81
02/26/2022 05H,6159
02/26/2022 04H,6185
02/26/2022 03H,6220
02/26/2022 02H,288
02/26/2022 01H,5360
02/26/2022 00H,17043
02/25/2022 23H,24848
02/25/2022 22H,30295
02/25/2022 21H,33991
02/25/2022 20H,37528
02/25/2022 19H,38366
02/25/2022 18H,38554
02/25/2022 17H,36199
02/25/2022 16H,29347
02/25/2022 15H,14144
02/25/2022 14H,4924
02/25/2022 13H,875
02/25/2022 12H,37
02/25/2022 11H,12
02/25/2022 10H,37
02/25/2022 09H,8
02/25/2022 08H,22
02/25/2022 07H,141
02/25/2022 06H,68
02/25/2022 05H,100
02/25/2022 04H,132
02/25/2022 03H,228
02/25/2022 02H,340
02/25/2022 01H,5054
02/25/2022 00H,16364
02/24/2022 23H,25070
02/24/2022 22H,29078
02/24/2022 21H,31726
02/24/2022 20H,33068
02/24/2022 19H,33670
02/24/2022 18H,32662
02/24/2022 17H,30060
02/24/2022 16H,23077
02/24/2022 15H,10762
02/24/2022 14H,4364
02/24/2022 13H,853
02/24/2022 12H,43
02/24/2022 11H,18
02/24/2022 10H,19
02/24/2022 09H,17
02/24/2022 08H,11
02/24/2022 07H,17
02/24/2022 06H,61
02/24/2022 05H,147
02/24/2022 04H,180
02/24/2022 03H,139
02/24/2022 02H,195
02/24/2022 01H,3709
02/24/2022 00H,12813
02/23/2022 23H,19469
02/23/2022 22H,25639
02/23/2022 21H,28751
02/23/2022 20H,31115
02/23/2022 19H,30618
02/23/2022 18H,30667
02/23/2022 17H,25861
02/23/2022 16H,19041
02/23/2022 15H,9226
02/23/2022 14H,4135
02/23/2022 13H,826
02/23/2022 12H,99
02/23/2022 11H,86
02/23/2022 10H,89
02/23/2022 09H,90
02/23/2022 08H,96
02/23/2022 07H,97
02/23/2022 06H,147
02/23/2022 05H,120
02/23/2022 04H,124
02/23/2022 03H,206
02/23/2022 02H,389
02/23/2022 01H,2862
02/23/2022 00H,11871
02/22/2022 23H,20029
02/22/2022 22H,26316
02/22/2022 21H,29743
02/22/2022 20H,31084
02/22/2022 19H,31934
02/22/2022 18H,32018
02/22/2022 17H,29756
02/22/2022 16H,24085
02/22/2022 15H,12639
02/22/2022 14H,4929
02/22/2022 13H,1033
02/22/2022 12H,159
02/22/2022 11H,96
02/22/2022 10H,93
02/22/2022 09H,100
02/22/2022 08H,99
02/22/2022 07H,153
02/22/2022 06H,185
02/22/2022 05H,195
02/22/2022 04H,211
02/22/2022 03H,211
02/22/2022 02H,296
02/22/2022 01H,3132
02/22/2022 00H,11638
02/21/2022 23H,17591
02/21/2022 22H,21993
02/21/2022 21H,24654
02/21/2022 20H,28084
02/21/2022 19H,29624
02/21/2022 18H,30795
02/21/2022 17H,29825
02/21/2022 16H,25210
02/21/2022 15H,15669
02/21/2022 14H,8454
02/21/2022 13H,2777
02/21/2022 12H,334
02/21/2022 11H,79
02/21/2022 10H,85
02/21/2022 09H,120
02/21/2022 08H,96
02/21/2022 07H,120
02/21/2022 06H,135
02/21/2022 05H,167
02/21/2022 04H,179
02/21/2022 03H,171
02/21/2022 02H,196
02/21/2022 01H,2314
02/21/2022 00H,10888
02/20/2022 23H,18265
02/20/2022 22H,26876
02/20/2022 21H,33083
02/20/2022 20H,35642
02/20/2022 19H,36246
02/20/2022 18H,36131
02/20/2022 17H,35253
02/20/2022 16H,30918
02/20/2022 15H,20074
02/20/2022 14H,10660
02/20/2022 13H,3212
02/20/2022 12H,279
02/20/2022 11H,16
02/20/2022 10H,14
02/20/2022 09H,16
02/20/2022 08H,18
02/20/2022 07H,121
02/20/2022 06H,153
02/20/2022 05H,6204
02/20/2022 04H,322
02/20/2022 03H,321
02/20/2022 02H,295
02/20/2022 01H,3737
02/20/2022 00H,16684
02/19/2022 23H,26471
02/19/2022 22H,33479
02/19/2022 21H,37295
02/19/2022 20H,39076
02/19/2022 19H,39502
02/19/2022 18H,40455
02/19/2022 17H,41290
02/19/2022 16H,35242
02/19/2022 15H,20516
02/19/2022 14H,8787
02/19/2022 13H,2713
02/19/2022 12H,278
02/19/2022 11H,62
02/19/2022 10H,41
02/19/2022 09H,39
02/19/2022 08H,36
02/19/2022 07H,110
02/19/2022 06H,141
02/19/2022 05H,161
02/19/2022 04H,303
02/19/2022 03H,310
02/19/2022 02H,389
02/19/2022 01H,3930
02/19/2022 00H,15639
02/18/2022 23H,28391
02/18/2022 22H,35168
02/18/2022 21H,38436
02/18/2022 20H,40228
02/18/2022 19H,40360
02/18/2022 18H,41215
02/18/2022 17H,38577
02/18/2022 16H,30291
02/18/2022 15H,13478
02/18/2022 14H,3441
02/18/2022 13H,571
02/18/2022 12H,30
02/18/2022 11H,17
02/18/2022 10H,22
02/18/2022 09H,21
02/18/2022 08H,22
02/18/2022 07H,75
02/18/2022 06H,156
02/18/2022 05H,117
02/18/2022 04H,232
02/18/2022 03H,244
02/18/2022 02H,237
02/18/2022 01H,3904
02/18/2022 00H,17051
02/17/2022 23H,22902
02/17/2022 22H,25821
02/17/2022 21H,27846
02/17/2022 20H,28844
02/17/2022 19H,29345
02/17/2022 18H,30195
02/17/2022 17H,29698
02/17/2022 16H,23338
02/17/2022 15H,11318
02/17/2022 14H,5158
02/17/2022 13H,1298
02/17/2022 12H,162
02/17/2022 11H,40
02/17/2022 10H,52
02/17/2022 09H,55
02/17/2022 08H,68
02/17/2022 07H,108
02/17/2022 06H,125
02/17/2022 05H,155
02/17/2022 04H,207
02/17/2022 03H,273
02/17/2022 02H,353
02/17/2022 01H,3122
02/17/2022 00H,12578
02/16/2022 23H,18821
02/16/2022 22H,24500
02/16/2022 21H,28305
02/16/2022 20H,31016
02/16/2022 19H,33165
02/16/2022 18H,33502
02/16/2022 17H,33250
02/16/2022 16H,26735
02/16/2022 15H,15291
02/16/2022 14H,8207
02/16/2022 13H,2239
02/16/2022 12H,214
02/16/2022 11H,21
02/16/2022 10H,22
02/16/2022 09H,26
02/16/2022 08H,17
02/16/2022 07H,43
02/16/2022 06H,44
02/16/2022 05H,98
02/16/2022 04H,221
02/16/2022 03H,262
02/16/2022 02H,257
02/16/2022 01H,2564
02/16/2022 00H,10716
02/15/2022 23H,16349
02/15/2022 22H,22934
02/15/2022 21H,28065
02/15/2022 20H,30557
02/15/2022 19H,31622
02/15/2022 18H,32803
02/15/2022 17H,31292
02/15/2022 16H,27372
02/15/2022 15H,16785
02/15/2022 14H,8210
02/15/2022 13H,2408
02/15/2022 12H,255
02/15/2022 11H,94
02/15/2022 10H,66
02/15/2022 09H,47
02/15/2022 08H,58
02/15/2022 07H,124
02/15/2022 06H,118
02/15/2022 05H,168
02/15/2022 04H,163
02/15/2022 03H,157
02/15/2022 02H,221
02/15/2022 01H,2612
02/15/2022 00H,15085
02/14/2022 23H,26592
02/14/2022 22H,33130
02/14/2022 21H,38689
02/14/2022 20H,41013
02/14/2022 19H,41576
02/14/2022 18H,42313
02/14/2022 17H,42165
02/14/2022 16H,35294
02/14/2022 15H,20343
02/14/2022 14H,8775
02/14/2022 13H,1994
02/14/2022 12H,136
02/14/2022 11H,36
02/14/2022 10H,41
02/14/2022 09H,32
02/14/2022 08H,33
02/14/2022 07H,74
02/14/2022 06H,91
02/14/2022 05H,123
02/14/2022 04H,223
02/14/2022 03H,252
02/14/2022 02H,269
02/14/2022 01H,3257
02/14/2022 00H,17887
02/13/2022 23H,29302
02/13/2022 22H,34600
02/13/2022 21H,36217
02/13/2022 20H,36505
02/13/2022 19H,36347
02/13/2022 18H,36300
02/13/2022 17H,35527
02/13/2022 16H,27071
02/13/2022 15H,11585
02/13/2022 14H,2253
02/13/2022 13H,379
02/13/2022 12H,58
02/13/2022 11H,46
02/13/2022 10H,52
02/13/2022 09H,59
02/13/2022 08H,54
02/13/2022 07H,48
02/13/2022 06H,61
02/13/2022 05H,6186
02/13/2022 04H,6246
02/13/2022 03H,251
02/13/2022 02H,282
02/13/2022 01H,3143
02/13/2022 00H,16947
02/12/2022 23H,26765
02/12/2022 22H,31171
02/12/2022 21H,33499
02/12/2022 20H,35425
02/12/2022 19H,36634
02/12/2022 18H,35503
02/12/2022 17H,32145
02/12/2022 16H,24879
02/12/2022 15H,12214
02/12/2022 14H,6137
02/12/2022 13H,1831
02/12/2022 12H,176
02/12/2022 11H,91
02/12/2022 10H,116
02/12/2022 09H,77
02/12/2022 08H,58
02/12/2022 07H,92
02/12/2022 06H,118
02/12/2022 05H,145
02/12/2022 04H,393
02/12/2022 03H,465
02/12/2022 02H,527
02/12/2022 01H,3112
02/12/2022 00H,15832
02/11/2022 23H,25594
02/11/2022 22H,31950
02/11/2022 21H,35577
02/11/2022 20H,37925
02/11/2022 19H,38893
02/11/2022 18H,39388
02/11/2022 17H,37919
02/11/2022 16H,30138
02/11/2022 15H,15967
02/11/2022 14H,7824
02/11/2022 13H,2165
02/11/2022 12H,147
02/11/2022 11H,46
02/11/2022 10H,41
02/11/2022 09H,43
02/11/2022 08H,48
02/11/2022 07H,85
02/11/2022 06H,115
02/11/2022 05H,227
02/11/2022 04H,282
02/11/2022 03H,297
02/11/2022 02H,328
02/11/2022 01H,2728
02/11/2022 00H,15902
02/10/2022 23H,25912
02/10/2022 22H,34474
02/10/2022 21H,38571
02/10/2022 20H,39915
02/10/2022 19H,41394
02/10/2022 18H,42041
02/10/2022 17H,41100
02/10/2022 16H,33071
02/10/2022 15H,18130
02/10/2022 14H,8617
02/10/2022 13H,2245
02/10/2022 12H,136
02/10/2022 11H,72
02/10/2022 10H,96
02/10/2022 09H,109
02/10/2022 08H,104
02/10/2022 07H,119
02/10/2022 06H,202
02/10/2022 05H,226
02/10/2022 04H,273
02/10/2022 03H,206
02/10/2022 02H,280
02/10/2022 01H,2623
02/10/2022 00H,14960
02/9/2022 23H,26491
02/9/2022 22H,34625
02/9/2022 21H,38675
02/9/2022 20H,40802
02/9/2022 19H,41397
02/9/2022 18H,41734
02/9/2022 17H,40377
02/9/2022 16H,32500
02/9/2022 15H,17669
02/9/2022 14H,7537
02/9/2022 13H,2001
02/9/2022 12H,184
02/9/2022 11H,95
02/9/2022 10H,70
02/9/2022 09H,102
02/9/2022 08H,109
02/9/2022 07H,118
02/9/2022 06H,139
02/9/2022 05H,191
02/9/2022 04H,313
02/9/2022 03H,335
02/9/2022 02H,367
02/9/2022 01H,2528
02/9/2022 00H,15647
02/8/2022 23H,24874
02/8/2022 22H,27162
02/8/2022 21H,28974
02/8/2022 20H,30034
02/8/2022 19H,33258
02/8/2022 18H,35398
02/8/2022 17H,33517
02/8/2022 16H,25051
02/8/2022 15H,10401
02/8/2022 14H,2625
02/8/2022 13H,705
02/8/2022 12H,65
02/8/2022 11H,53
02/8/2022 10H,55
02/8/2022 09H,51
02/8/2022 08H,50
02/8/2022 07H,85
02/8/2022 06H,194
02/8/2022 05H,263
02/8/2022 04H,217
02/8/2022 03H,271
02/8/2022 02H,350
02/8/2022 01H,2389
02/8/2022 00H,16053
02/7/2022 23H,25611
02/7/2022 22H,30103
02/7/2022 21H,30783
02/7/2022 20H,31433
02/7/2022 19H,32734
02/7/2022 18H,33369
02/7/2022 17H,31886
02/7/2022 16H,23808
02/7/2022 15H,8613
02/7/2022 14H,2038
02/7/2022 13H,515
02/7/2022 12H,85
02/7/2022 11H,73
02/7/2022 10H,88
02/7/2022 09H,96
02/7/2022 08H,92
02/7/2022 07H,105
02/7/2022 06H,209
02/7/2022 05H,249
02/7/2022 04H,255
02/7/2022 03H,261
02/7/2022 02H,313
02/7/2022 01H,2407
02/7/2022 00H,14172
02/6/2022 23H,20658
02/6/2022 22H,25463
02/6/2022 21H,30734
02/6/2022 20H,33528
02/6/2022 19H,35817
02/6/2022 18H,37172
02/6/2022 17H,37054
02/6/2022 16H,28671
02/6/2022 15H,13973
02/6/2022 14H,5498
02/6/2022 13H,1537
02/6/2022 12H,79
02/6/2022 11H,39
02/6/2022 10H,41
02/6/2022 09H,40
02/6/2022 08H,56
02/6/2022 07H,105
02/6/2022 06H,213
02/6/2022 05H,6318
02/6/2022 04H,332
02/6/2022 03H,313
02/6/2022 02H,268
02/6/2022 01H,2120
02/6/2022 00H,13969
02/5/2022 23H,21842
02/5/2022 22H,26240
02/5/2022 21H,31059
02/5/2022 20H,35757
02/5/2022 19H,37509
02/5/2022 18H,38809
02/5/2022 17H,38318
02/5/2022 16H,30164
02/5/2022 15H,14802
02/5/2022 14H,5685
02/5/2022 13H,1253
02/5/2022 12H,65
02/5/2022 11H,72
02/5/2022 10H,73
02/5/2022 09H,60
02/5/2022 08H,53
02/5/2022 07H,56
02/5/2022 06H,115
02/5/2022 05H,174
02/5/2022 04H,291
02/5/2022 03H,303
02/5/2022 02H,316
02/5/2022 01H,2144
02/5/2022 00H,14992
02/4/2022 23H,25256
02/4/2022 22H,28178
02/4/2022 21H,29028
02/4/2022 20H,29561
02/4/2022 19H,30294
02/4/2022 18H,31508
02/4/2022 17H,29910
02/4/2022 16H,21494
02/4/2022 15H,8156
02/4/2022 14H,2573
02/4/2022 13H,477
02/4/2022 12H,109
02/4/2022 11H,102
02/4/2022 10H,113
02/4/2022 09H,119
02/4/2022 08H,122
02/4/2022 07H,128
02/4/2022 06H,141
02/4/2022 05H,218
02/4/2022 04H,243
02/4/2022 03H,283
02/4/2022 02H,265
02/4/2022 01H,1764
02/4/2022 00H,11287
02/3/2022 23H,19606
02/3/2022 22H,24115
02/3/2022 21H,26380
02/3/2022 20H,27952
02/3/2022 19H,28753
02/3/2022 18H,28895
02/3/2022 17H,26353
02/3/2022 16H,17928
02/3/2022 15H,7401
02/3/2022 14H,3182
02/3/2022 13H,661
02/3/2022 12H,121
02/3/2022 11H,90
02/3/2022 10H,71
02/3/2022 09H,79
02/3/2022 08H,89
02/3/2022 07H,89
02/3/2022 06H,180
02/3/2022 05H,147
02/3/2022 04H,189
02/3/2022 03H,232
02/3/2022 02H,292
02/3/2022 01H,1688
02/3/2022 00H,10331
02/2/2022 23H,17441
02/2/2022 22H,21602
02/2/2022 21H,25595
02/2/2022 20H,28583
02/2/2022 19H,30292
02/2/2022 18H,30186
02/2/2022 17H,27577
02/2/2022 16H,19091
02/2/2022 15H,9739
02/2/2022 14H,4672
02/2/2022 13H,1050
02/2/2022 12H,57
02/2/2022 11H,42
02/2/2022 10H,37
02/2/2022 09H,34
02/2/2022 08H,29
02/2/2022 07H,51
02/2/2022 06H,96
02/2/2022 05H,142
02/2/2022 04H,216
02/2/2022 03H,129
02/2/2022 02H,127
02/2/2022 01H,1196
02/2/2022 00H,9690
02/1/2022 23H,18532
02/1/2022 22H,25298
02/1/2022 21H,31134
02/1/2022 20H,34445
02/1/2022 19H,34263
02/1/2022 18H,32273
02/1/2022 17H,29430
02/1/2022 16H,21718
02/1/2022 15H,12981
02/1/2022 14H,6741
02/1/2022 13H,1538
02/1/2022 12H,83
02/1/2022 11H,61
02/1/2022 10H,57
02/1/2022 09H,49
02/1/2022 08H,70
02/1/2022 07H,77
02/1/2022 06H,57
02/1/2022 05H,156
02/1/2022 04H,89
02/1/2022 03H,112
02/1/2022 02H,153
02/1/2022 01H,772
02/1/2022 00H,6535
01/31/2022 23H,15071
01/31/2022 22H,23417
01/31/2022 21H,29116
01/31/2022 20H,30750
01/31/2022 19H,32593
01/31/2022 18H,32928
01/31/2022 17H,30491
01/31/2022 16H,23724
01/31/2022 15H,12882
01/31/2022 14H,5690
01/31/2022 13H,1105
01/31/2022 12H,60
01/31/2022 11H,32
01/31/2022 10H,32
01/31/2022 09H,33
01/31/2022 08H,33
01/31/2022 07H,48
01/31/2022 06H,78
01/31/2022 05H,123
01/31/2022 04H,213
01/31/2022 03H,162
01/31/2022 02H,163
01/31/2022 01H,1566
01/31/2022 00H,11861
01/30/2022 23H,22933
01/30/2022 22H,29987
01/30/2022 21H,34148
01/30/2022 20H,37274
01/30/2022 19H,38823
01/30/2022 18H,39794
01/30/2022 17H,38343
01/30/2022 16H,29366
01/30/2022 15H,15557
01/30/2022 14H,6621
01/30/2022 13H,1355
01/30/2022 12H,79
01/30/2022 11H,68
01/30/2022 10H,107
01/30/2022 09H,80
01/30/2022 08H,71
01/30/2022 07H,62
01/30/2022 06H,67
01/30/2022 05H,97
01/30/2022 04H,106
01/30/2022 03H,223
01/30/2022 02H,222
01/30/2022 01H,976
01/30/2022 00H,8472
01/29/2022 23H,18270
01/29/2022 22H,27194
01/29/2022 21H,30979
01/29/2022 20H,32345
01/29/2022 19H,33775
01/29/2022 18H,33694
01/29/2022 17H,32009
01/29/2022 16H,25595
01/29/2022 15H,13087
01/29/2022 14H,4252
01/29/2022 13H,467
01/29/2022 12H,54
01/29/2022 11H,66
01/29/2022 10H,69
01/29/2022 09H,66
01/29/2022 08H,62
01/29/2022 07H,67
01/29/2022 06H,80
01/29/2022 05H,95
01/29/2022 04H,105
01/29/2022 03H,170
01/29/2022 02H,303
01/29/2022 01H,1170
01/29/2022 00H,10554
01/28/2022 23H,21190
01/28/2022 22H,25678
01/28/2022 21H,27480
01/28/2022 20H,29673
01/28/2022 19H,30778
01/28/2022 18H,30331
01/28/2022 17H,27876
01/28/2022 16H,19377
01/28/2022 15H,7533
01/28/2022 14H,1978
01/28/2022 13H,536
01/28/2022 12H,115
01/28/2022 11H,117
01/28/2022 10H,121
01/28/2022 09H,111
01/28/2022 08H,122
01/28/2022 07H,140
01/28/2022 06H,257
01/28/2022 05H,308
01/28/2022 04H,343
01/28/2022 03H,270
01/28/2022 02H,353
01/28/2022 01H,1405
01/28/2022 00H,11697
01/27/2022 23H,21868
01/27/2022 22H,28024
01/27/2022 21H,31676
01/27/2022 20H,34035
01/27/2022 19H,34718
01/27/2022 18H,34632
01/27/2022 17H,31571
01/27/2022 16H,22013
01/27/2022 15H,10954
01/27/2022 14H,5391
01/27/2022 13H,1280
01/27/2022 12H,70
01/27/2022 11H,74
01/27/2022 10H,109
01/27/2022 09H,109
01/27/2022 08H,116
01/27/2022 07H,119
01/27/2022 06H,228
01/27/2022 05H,255
01/27/2022 04H,215
01/27/2022 03H,180
01/27/2022 02H,293
01/27/2022 01H,1206
01/27/2022 00H,10424
01/26/2022 23H,18996
01/26/2022 22H,24731
01/26/2022 21H,28762
01/26/2022 20H,31007
01/26/2022 19H,31404
01/26/2022 18H,31378
01/26/2022 17H,28561
01/26/2022 16H,19377
01/26/2022 15H,9269
01/26/2022 14H,3886
01/26/2022 13H,721
01/26/2022 12H,140
01/26/2022 11H,138
01/26/2022 10H,134
01/26/2022 09H,134
01/26/2022 08H,141
01/26/2022 07H,120
01/26/2022 06H,133
01/26/2022 05H,212
01/26/2022 04H,250
01/26/2022 03H,195
01/26/2022 02H,483
01/26/2022 01H,1201
01/26/2022 00H,10873
01/25/2022 23H,20706
01/25/2022 22H,25237
01/25/2022 21H,27086
01/25/2022 20H,27826
01/25/2022 19H,29430
01/25/2022 18H,29534
01/25/2022 17H,27688
01/25/2022 16H,19294
01/25/2022 15H,7049
01/25/2022 14H,1821
01/25/2022 13H,365
01/25/2022 12H,82
01/25/2022 11H,83
01/25/2022 10H,58
01/25/2022 09H,38
01/25/2022 08H,41
01/25/2022 07H,44
01/25/2022 06H,110
01/25/2022 05H,165
01/25/2022 04H,200
01/25/2022 03H,200
01/25/2022 02H,219
01/25/2022 01H,1044
01/25/2022 00H,11012
01/24/2022 23H,22162
01/24/2022 22H,27394
01/24/2022 21H,32183
01/24/2022 20H,34155
01/24/2022 19H,35494
01/24/2022 18H,36990
01/24/2022 17H,34629
01/24/2022 16H,25138
01/24/2022 15H,12758
01/24/2022 14H,6023
01/24/2022 13H,1162
01/24/2022 12H,37
01/24/2022 11H,37
01/24/2022 10H,33
01/24/2022 09H,39
01/24/2022 08H,37
01/24/2022 07H,44
01/24/2022 06H,86
01/24/2022 05H,4123
01/24/2022 04H,4132
01/24/2022 03H,4202
01/24/2022 02H,4139
01/24/2022 01H,918
01/24/2022 00H,9891
01/23/2022 23H,20052
01/23/2022 22H,27837
01/23/2022 21H,31142
01/23/2022 20H,33338
01/23/2022 19H,33820
01/23/2022 18H,33491
01/23/2022 17H,30583
01/23/2022 16H,21073
01/23/2022 15H,10178
01/23/2022 14H,4596
01/23/2022 13H,1070
01/23/2022 12H,125
01/23/2022 11H,134
01/23/2022 10H,124
01/23/2022 09H,131
01/23/2022 08H,129
01/23/2022 07H,122
01/23/2022 06H,205
01/23/2022 05H,150
01/23/2022 04H,152
01/23/2022 03H,142
01/23/2022 02H,124
01/23/2022 01H,673
01/23/2022 00H,7862
01/22/2022 23H,16179
01/22/2022 22H,21277
01/22/2022 21H,24164
01/22/2022 20H,25811
01/22/2022 19H,26165
01/22/2022 18H,26029
01/22/2022 17H,23524
01/22/2022 16H,15377
01/22/2022 15H,5639
01/22/2022 14H,1652
01/22/2022 13H,389
01/22/2022 12H,78
01/22/2022 11H,87
01/22/2022 10H,80
01/22/2022 09H,88
01/22/2022 08H,86
01/22/2022 07H,137
01/22/2022 06H,159
01/22/2022 05H,4183
01/22/2022 04H,2199
01/22/2022 03H,187
01/22/2022 02H,2197
01/22/2022 01H,2571
01/22/2022 00H,7865
01/21/2022 23H,19216
01/21/2022 22H,22496
01/21/2022 21H,23991
01/21/2022 20H,25725
01/21/2022 19H,26250
01/21/2022 18H,26374
01/21/2022 17H,23890
01/21/2022 16H,16925
01/21/2022 15H,6029
01/21/2022 14H,1594
01/21/2022 13H,275
01/21/2022 12H,54
01/21/2022 11H,55
01/21/2022 10H,57
01/21/2022 09H,48
01/21/2022 08H,37
01/21/2022 07H,46
01/21/2022 06H,130
01/21/2022 05H,172
01/21/2022 04H,173
01/21/2022 03H,128
01/21/2022 02H,124
01/21/2022 01H,814
01/21/2022 00H,8334
01/20/2022 23H,17233
01/20/2022 22H,21122
01/20/2022 21H,23167
01/20/2022 20H,24061
01/20/2022 19H,25127
01/20/2022 18H,25487
01/20/2022 17H,22718
01/20/2022 16H,14275
01/20/2022 15H,5633
01/20/2022 14H,2716
01/20/2022 13H,405
01/20/2022 12H,47
01/20/2022 11H,63
01/20/2022 10H,73
01/20/2022 09H,50
01/20/2022 08H,60
01/20/2022 07H,63
01/20/2022 06H,86
01/20/2022 05H,196
01/20/2022 04H,178
01/20/2022 03H,183
01/20/2022 02H,293
01/20/2022 01H,841
01/20/2022 00H,7448
01/19/2022 23H,15112
01/19/2022 22H,21183
01/19/2022 21H,26078
01/19/2022 20H,28681
01/19/2022 19H,30510
01/19/2022 18H,31018
01/19/2022 17H,30327
01/19/2022 16H,23784
01/19/2022 15H,12049
01/19/2022 14H,4894
01/19/2022 13H,665
01/19/2022 12H,13
01/19/2022 11H,8
01/19/2022 10H,44
01/19/2022 09H,49
01/19/2022 08H,44
01/19/2022 07H,50
01/19/2022 06H,48
01/19/2022 05H,72
01/19/2022 04H,119
01/19/2022 03H,117
01/19/2022 02H,116
01/19/2022 01H,3975
01/19/2022 00H,7048
01/18/2022 23H,15826
01/18/2022 22H,23704
01/18/2022 21H,28819
01/18/2022 20H,31116
01/18/2022 19H,31460
01/18/2022 18H,31468
01/18/2022 17H,30116
01/18/2022 16H,22812
01/18/2022 15H,13216
01/18/2022 14H,5727
01/18/2022 13H,1047
01/18/2022 12H,31
01/18/2022 11H,38
01/18/2022 10H,40
01/18/2022 09H,51
01/18/2022 08H,51
01/18/2022 07H,51
01/18/2022 06H,74
01/18/2022 05H,93
01/18/2022 04H,106
01/18/2022 03H,111
01/18/2022 02H,118
01/18/2022 01H,527
01/18/2022 00H,5084
01/17/2022 23H,13535
01/17/2022 22H,21096
01/17/2022 21H,26359
01/17/2022 20H,28468
01/17/2022 19H,28364
01/17/2022 18H,28037
01/17/2022 17H,26666
01/17/2022 16H,20463
01/17/2022 15H,10104
01/17/2022 14H,3820
01/17/2022 13H,730
01/17/2022 12H,24
01/17/2022 11H,26
01/17/2022 10H,23
01/17/2022 09H,32
01/17/2022 08H,29
01/17/2022 07H,40
01/17/2022 06H,58
01/17/2022 05H,84
01/17/2022 04H,88
01/17/2022 03H,82
01/17/2022 02H,68
01/17/2022 01H,2309
01/17/2022 00H,6271
