Net generation from solar for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.SUN.H
17:17:50 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.SUN.H megawatthours
08/30/2020 01H,7406
08/30/2020 00H,15186
08/29/2020 23H,18417
08/29/2020 22H,21936
08/29/2020 21H,24982
08/29/2020 20H,26055
08/29/2020 19H,26224
08/29/2020 18H,25517
08/29/2020 17H,24737
08/29/2020 16H,21799
08/29/2020 15H,16089
08/29/2020 14H,6592
08/29/2020 13H,2063
08/29/2020 12H,440
08/29/2020 11H,84
08/29/2020 10H,22
08/29/2020 09H,19
08/29/2020 08H,25
08/29/2020 07H,21
08/29/2020 06H,14
08/29/2020 05H,13
08/29/2020 04H,46
08/29/2020 03H,341
08/29/2020 02H,862
08/29/2020 01H,6435
08/29/2020 00H,13785
08/28/2020 23H,18774
08/28/2020 22H,22075
08/28/2020 21H,25096
08/28/2020 20H,27045
08/28/2020 19H,27611
08/28/2020 18H,28187
08/28/2020 17H,27700
08/28/2020 16H,25524
08/28/2020 15H,19360
08/28/2020 14H,9042
08/28/2020 13H,3156
08/28/2020 12H,924
08/28/2020 11H,132
08/28/2020 10H,27
08/28/2020 09H,39
08/28/2020 08H,46
08/28/2020 07H,24
08/28/2020 06H,74
08/28/2020 05H,164
08/28/2020 04H,178
08/28/2020 03H,504
08/28/2020 02H,1171
08/28/2020 01H,7826
08/28/2020 00H,15984
08/27/2020 23H,19878
08/27/2020 22H,23172
08/27/2020 21H,25110
08/27/2020 20H,26261
08/27/2020 19H,27914
08/27/2020 18H,28204
08/27/2020 17H,28092
08/27/2020 16H,25554
08/27/2020 15H,19789
08/27/2020 14H,9910
08/27/2020 13H,4031
08/27/2020 12H,1148
08/27/2020 11H,138
08/27/2020 10H,18
08/27/2020 09H,11
08/27/2020 08H,30
08/27/2020 07H,26
08/27/2020 06H,79
08/27/2020 05H,166
08/27/2020 04H,177
08/27/2020 03H,457
08/27/2020 02H,1059
08/27/2020 01H,7052
08/27/2020 00H,14214
08/26/2020 23H,19168
08/26/2020 22H,23288
08/26/2020 21H,25819
08/26/2020 20H,27139
08/26/2020 19H,28060
08/26/2020 18H,28718
08/26/2020 17H,28209
08/26/2020 16H,25825
08/26/2020 15H,19810
08/26/2020 14H,9957
08/26/2020 13H,3888
08/26/2020 12H,1302
08/26/2020 11H,196
08/26/2020 10H,16
08/26/2020 09H,14
08/26/2020 08H,15
08/26/2020 07H,8
08/26/2020 06H,16
08/26/2020 05H,74
08/26/2020 04H,81
08/26/2020 03H,503
08/26/2020 02H,1145
08/26/2020 01H,7465
08/26/2020 00H,14680
08/25/2020 23H,19414
08/25/2020 22H,22854
08/25/2020 21H,25877
08/25/2020 20H,27532
08/25/2020 19H,27886
08/25/2020 18H,27391
08/25/2020 17H,26519
08/25/2020 16H,23729
08/25/2020 15H,18016
08/25/2020 14H,8408
08/25/2020 13H,3266
08/25/2020 12H,1209
08/25/2020 11H,202
08/25/2020 10H,29
08/25/2020 09H,30
08/25/2020 08H,19
08/25/2020 07H,32
08/25/2020 06H,46
08/25/2020 05H,39
08/25/2020 04H,40
08/25/2020 03H,444
08/25/2020 02H,1084
08/25/2020 01H,6331
08/25/2020 00H,12875
08/24/2020 23H,16420
08/24/2020 22H,18768
08/24/2020 21H,21498
08/24/2020 20H,24001
08/24/2020 19H,25152
08/24/2020 18H,25023
08/24/2020 17H,24081
08/24/2020 16H,21658
08/24/2020 15H,16033
08/24/2020 14H,7389
08/24/2020 13H,2360
08/24/2020 12H,650
08/24/2020 11H,83
08/24/2020 10H,29
08/24/2020 09H,34
08/24/2020 08H,35
08/24/2020 07H,82
08/24/2020 06H,98
08/24/2020 05H,97
08/24/2020 04H,97
08/24/2020 03H,378
08/24/2020 02H,1020
08/24/2020 01H,5842
08/24/2020 00H,11128
08/23/2020 23H,15182
08/23/2020 22H,17832
08/23/2020 21H,20387
08/23/2020 20H,23855
08/23/2020 19H,25425
08/23/2020 18H,25589
08/23/2020 17H,24357
08/23/2020 16H,21809
08/23/2020 15H,15933
08/23/2020 14H,7815
08/23/2020 13H,2831
08/23/2020 12H,883
08/23/2020 11H,106
08/23/2020 10H,25
08/23/2020 09H,28
08/23/2020 08H,33
08/23/2020 07H,29
08/23/2020 06H,23
08/23/2020 05H,63
08/23/2020 04H,106
08/23/2020 03H,397
08/23/2020 02H,1012
08/23/2020 01H,5186
08/23/2020 00H,10900
08/22/2020 23H,14496
08/22/2020 22H,17261
08/22/2020 21H,20317
08/22/2020 20H,22888
08/22/2020 19H,24139
08/22/2020 18H,24120
08/22/2020 17H,22186
08/22/2020 16H,18745
08/22/2020 15H,13477
08/22/2020 14H,6503
08/22/2020 13H,2348
08/22/2020 12H,666
08/22/2020 11H,60
08/22/2020 10H,20
08/22/2020 09H,21
08/22/2020 08H,17
08/22/2020 07H,25
08/22/2020 06H,22
08/22/2020 05H,23
08/22/2020 04H,68
08/22/2020 03H,149
08/22/2020 02H,973
08/22/2020 01H,4510
08/22/2020 00H,10329
08/21/2020 23H,15062
08/21/2020 22H,18616
08/21/2020 21H,20638
08/21/2020 20H,22922
08/21/2020 19H,24126
08/21/2020 18H,23888
08/21/2020 17H,22410
08/21/2020 16H,19170
08/21/2020 15H,13878
08/21/2020 14H,6756
08/21/2020 13H,2689
08/21/2020 12H,1044
08/21/2020 11H,211
08/21/2020 10H,73
08/21/2020 09H,62
08/21/2020 08H,56
08/21/2020 07H,77
08/21/2020 06H,101
08/21/2020 05H,113
08/21/2020 04H,123
08/21/2020 03H,208
08/21/2020 02H,1135
08/21/2020 01H,5933
08/21/2020 00H,11677
08/20/2020 23H,15791
08/20/2020 22H,19033
08/20/2020 21H,22511
08/20/2020 20H,24407
08/20/2020 19H,25399
08/20/2020 18H,25338
08/20/2020 17H,24620
08/20/2020 16H,21776
08/20/2020 15H,15951
08/20/2020 14H,8132
08/20/2020 13H,3457
08/20/2020 12H,1126
08/20/2020 11H,159
08/20/2020 10H,18
08/20/2020 09H,22
08/20/2020 08H,25
08/20/2020 07H,82
08/20/2020 06H,92
08/20/2020 05H,97
08/20/2020 04H,92
08/20/2020 03H,146
08/20/2020 02H,1075
08/20/2020 01H,5589
08/20/2020 00H,11647
08/19/2020 23H,16095
08/19/2020 22H,19753
08/19/2020 21H,23395
08/19/2020 20H,25075
08/19/2020 19H,25840
08/19/2020 18H,25875
08/19/2020 17H,24403
08/19/2020 16H,21724
08/19/2020 15H,15324
08/19/2020 14H,7997
08/19/2020 13H,2915
08/19/2020 12H,993
08/19/2020 11H,174
08/19/2020 10H,21
08/19/2020 09H,33
08/19/2020 08H,26
08/19/2020 07H,748
08/19/2020 06H,816
08/19/2020 05H,887
08/19/2020 04H,962
08/19/2020 03H,1331
08/19/2020 02H,1941
08/19/2020 01H,6503
08/19/2020 00H,12630
08/18/2020 23H,16552
08/18/2020 22H,20460
08/18/2020 21H,24958
08/18/2020 20H,26958
08/18/2020 19H,27772
08/18/2020 18H,27979
08/18/2020 17H,27237
08/18/2020 16H,24705
08/18/2020 15H,19098
08/18/2020 14H,11024
08/18/2020 13H,4821
08/18/2020 12H,1834
08/18/2020 11H,789
08/18/2020 10H,624
08/18/2020 09H,636
08/18/2020 08H,691
08/18/2020 07H,51
08/18/2020 06H,94
08/18/2020 05H,94
08/18/2020 04H,87
08/18/2020 03H,643
08/18/2020 02H,1472
08/18/2020 01H,6607
08/18/2020 00H,13282
08/17/2020 23H,17701
08/17/2020 22H,21675
08/17/2020 21H,24049
08/17/2020 20H,25552
08/17/2020 19H,27032
08/17/2020 18H,27236
08/17/2020 17H,26607
08/17/2020 16H,23541
08/17/2020 15H,17439
08/17/2020 14H,9900
08/17/2020 13H,4635
08/17/2020 12H,1444
08/17/2020 11H,194
08/17/2020 10H,19
08/17/2020 09H,20
08/17/2020 08H,31
08/17/2020 07H,86
08/17/2020 06H,85
08/17/2020 05H,96
08/17/2020 04H,126
08/17/2020 03H,212
08/17/2020 02H,1913
08/17/2020 01H,7068
08/17/2020 00H,13067
08/16/2020 23H,18526
08/16/2020 22H,21336
08/16/2020 21H,23826
08/16/2020 20H,25539
08/16/2020 19H,25892
08/16/2020 18H,25648
08/16/2020 17H,24386
08/16/2020 16H,21680
08/16/2020 15H,15696
08/16/2020 14H,7853
08/16/2020 13H,2804
08/16/2020 12H,555
08/16/2020 11H,41
08/16/2020 10H,19
08/16/2020 09H,27
08/16/2020 08H,39
08/16/2020 07H,96
08/16/2020 06H,107
08/16/2020 05H,105
08/16/2020 04H,95
08/16/2020 03H,984
08/16/2020 02H,2069
08/16/2020 01H,9343
08/16/2020 00H,12390
08/15/2020 23H,16528
08/15/2020 22H,17801
08/15/2020 21H,21163
08/15/2020 20H,22111
08/15/2020 19H,23671
08/15/2020 18H,23850
08/15/2020 17H,23711
08/15/2020 16H,21375
08/15/2020 15H,16238
08/15/2020 14H,7960
08/15/2020 13H,2822
08/15/2020 12H,685
08/15/2020 11H,103
08/15/2020 10H,22
08/15/2020 09H,24
08/15/2020 08H,38
08/15/2020 07H,101
08/15/2020 06H,112
08/15/2020 05H,129
08/15/2020 04H,143
08/15/2020 03H,1207
08/15/2020 02H,2436
08/15/2020 01H,8929
08/15/2020 00H,14407
08/14/2020 23H,19016
08/14/2020 22H,21891
08/14/2020 21H,25139
08/14/2020 20H,26127
08/14/2020 19H,27464
08/14/2020 18H,27203
08/14/2020 17H,25571
08/14/2020 16H,23529
08/14/2020 15H,18621
08/14/2020 14H,9624
08/14/2020 13H,3195
08/14/2020 12H,785
08/14/2020 11H,78
08/14/2020 10H,20
08/14/2020 09H,15
08/14/2020 08H,18
08/14/2020 07H,17
08/14/2020 06H,19
08/14/2020 05H,67
08/14/2020 04H,83
08/14/2020 03H,667
08/14/2020 02H,1797
08/14/2020 01H,7504
08/14/2020 00H,12962
08/13/2020 23H,17216
08/13/2020 22H,19829
08/13/2020 21H,21837
08/13/2020 20H,22604
08/13/2020 19H,22641
08/13/2020 18H,23083
08/13/2020 17H,21743
08/13/2020 16H,20505
08/13/2020 15H,16763
08/13/2020 14H,9804
08/13/2020 13H,3817
08/13/2020 12H,1409
08/13/2020 11H,252
08/13/2020 10H,19
08/13/2020 09H,23
08/13/2020 08H,43
08/13/2020 07H,95
08/13/2020 06H,105
08/13/2020 05H,114
08/13/2020 04H,190
08/13/2020 03H,308
08/13/2020 02H,2817
08/13/2020 01H,10270
08/13/2020 00H,16271
08/12/2020 23H,20644
08/12/2020 22H,23740
08/12/2020 21H,26369
08/12/2020 20H,27919
08/12/2020 19H,28972
08/12/2020 18H,29174
08/12/2020 17H,28404
08/12/2020 16H,26680
08/12/2020 15H,22091
08/12/2020 14H,12464
08/12/2020 13H,4607
08/12/2020 12H,1426
08/12/2020 11H,257
08/12/2020 10H,16
08/12/2020 09H,28
08/12/2020 08H,46
08/12/2020 07H,104
08/12/2020 06H,115
08/12/2020 05H,129
08/12/2020 04H,198
08/12/2020 03H,311
08/12/2020 02H,2997
08/12/2020 01H,11488
08/12/2020 00H,17584
08/11/2020 23H,20829
08/11/2020 22H,24043
08/11/2020 21H,26046
08/11/2020 20H,27607
08/11/2020 19H,28460
08/11/2020 18H,28471
08/11/2020 17H,27895
08/11/2020 16H,25795
08/11/2020 15H,20980
08/11/2020 14H,11242
08/11/2020 13H,3969
08/11/2020 12H,1342
08/11/2020 11H,239
08/11/2020 10H,29
08/11/2020 09H,33
08/11/2020 08H,51
08/11/2020 07H,107
08/11/2020 06H,128
08/11/2020 05H,144
08/11/2020 04H,133
08/11/2020 03H,270
08/11/2020 02H,3420
08/11/2020 01H,11432
08/11/2020 00H,17428
08/10/2020 23H,20610
08/10/2020 22H,23584
08/10/2020 21H,25380
08/10/2020 20H,27337
08/10/2020 19H,28670
08/10/2020 18H,28974
08/10/2020 17H,28740
08/10/2020 16H,27195
08/10/2020 15H,22361
08/10/2020 14H,13051
08/10/2020 13H,4970
08/10/2020 12H,1594
08/10/2020 11H,316
08/10/2020 10H,22
08/10/2020 09H,21
08/10/2020 08H,45
08/10/2020 07H,102
08/10/2020 06H,113
08/10/2020 05H,116
08/10/2020 04H,113
08/10/2020 03H,289
08/10/2020 02H,3494
08/10/2020 01H,11904
08/10/2020 00H,17661
08/9/2020 23H,21174
08/9/2020 22H,23874
08/9/2020 21H,26612
08/9/2020 20H,28403
08/9/2020 19H,29029
08/9/2020 18H,29279
08/9/2020 17H,28848
08/9/2020 16H,27489
08/9/2020 15H,22925
08/9/2020 14H,12969
08/9/2020 13H,4718
08/9/2020 12H,1404
08/9/2020 11H,236
08/9/2020 10H,27
08/9/2020 09H,20
08/9/2020 08H,58
08/9/2020 07H,115
08/9/2020 06H,122
08/9/2020 05H,128
08/9/2020 04H,137
08/9/2020 03H,334
08/9/2020 02H,3563
08/9/2020 01H,12126
08/9/2020 00H,18063
08/8/2020 23H,21491
08/8/2020 22H,24634
08/8/2020 21H,26630
08/8/2020 20H,28096
08/8/2020 19H,28154
08/8/2020 18H,28732
08/8/2020 17H,28021
08/8/2020 16H,26270
08/8/2020 15H,21916
08/8/2020 14H,11999
08/8/2020 13H,3918
08/8/2020 12H,1087
08/8/2020 11H,137
08/8/2020 10H,38
08/8/2020 09H,43
08/8/2020 08H,77
08/8/2020 07H,135
08/8/2020 06H,128
08/8/2020 05H,124
08/8/2020 04H,134
08/8/2020 03H,328
08/8/2020 02H,3607
08/8/2020 01H,11471
08/8/2020 00H,17317
08/7/2020 23H,20719
08/7/2020 22H,23175
08/7/2020 21H,25783
08/7/2020 20H,27259
08/7/2020 19H,27774
08/7/2020 18H,27554
08/7/2020 17H,27054
08/7/2020 16H,25322
08/7/2020 15H,20661
08/7/2020 14H,11283
08/7/2020 13H,3818
08/7/2020 12H,995
08/7/2020 11H,157
08/7/2020 10H,34
08/7/2020 09H,37
08/7/2020 08H,67
08/7/2020 07H,127
08/7/2020 06H,127
08/7/2020 05H,128
08/7/2020 04H,165
08/7/2020 03H,343
08/7/2020 02H,3738
08/7/2020 01H,11719
08/7/2020 00H,17325
08/6/2020 23H,21235
08/6/2020 22H,23808
08/6/2020 21H,25208
08/6/2020 20H,26296
08/6/2020 19H,26936
08/6/2020 18H,27980
08/6/2020 17H,28104
08/6/2020 16H,26419
08/6/2020 15H,21414
08/6/2020 14H,11695
08/6/2020 13H,3959
08/6/2020 12H,1279
08/6/2020 11H,205
08/6/2020 10H,59
08/6/2020 09H,52
08/6/2020 08H,70
08/6/2020 07H,130
08/6/2020 06H,130
08/6/2020 05H,132
08/6/2020 04H,189
08/6/2020 03H,279
08/6/2020 02H,3403
08/6/2020 01H,11742
08/6/2020 00H,17294
08/5/2020 23H,20498
08/5/2020 22H,23020
08/5/2020 21H,25716
08/5/2020 20H,27577
08/5/2020 19H,27910
08/5/2020 18H,27227
08/5/2020 17H,26814
08/5/2020 16H,25311
08/5/2020 15H,20865
08/5/2020 14H,11732
08/5/2020 13H,4241
08/5/2020 12H,1392
08/5/2020 11H,322
08/5/2020 10H,46
08/5/2020 09H,81
08/5/2020 08H,76
08/5/2020 07H,80
08/5/2020 06H,84
08/5/2020 05H,90
08/5/2020 04H,65
08/5/2020 03H,372
08/5/2020 02H,3342
08/5/2020 01H,11516
08/5/2020 00H,17557
08/4/2020 23H,21804
08/4/2020 22H,25640
08/4/2020 21H,27473
08/4/2020 20H,28299
08/4/2020 19H,29003
08/4/2020 18H,28723
08/4/2020 17H,27555
08/4/2020 16H,25267
08/4/2020 15H,20385
08/4/2020 14H,10461
08/4/2020 13H,3203
08/4/2020 12H,681
08/4/2020 11H,64
08/4/2020 10H,48
08/4/2020 09H,34
08/4/2020 08H,56
08/4/2020 07H,60
08/4/2020 06H,59
08/4/2020 05H,117
08/4/2020 04H,141
08/4/2020 03H,501
08/4/2020 02H,3772
08/4/2020 01H,11654
08/4/2020 00H,17858
08/3/2020 23H,22100
08/3/2020 22H,25489
08/3/2020 21H,27239
08/3/2020 20H,28083
08/3/2020 19H,28591
08/3/2020 18H,28132
08/3/2020 17H,26501
08/3/2020 16H,24538
08/3/2020 15H,19194
08/3/2020 14H,10017
08/3/2020 13H,3599
08/3/2020 12H,1263
08/3/2020 11H,294
08/3/2020 10H,61
08/3/2020 09H,58
08/3/2020 08H,50
08/3/2020 07H,54
08/3/2020 06H,63
08/3/2020 05H,88
08/3/2020 04H,90
08/3/2020 03H,2089
08/3/2020 02H,3643
08/3/2020 01H,11473
08/3/2020 00H,17318
08/2/2020 23H,21804
08/2/2020 22H,25597
08/2/2020 21H,27335
08/2/2020 20H,28770
08/2/2020 19H,29300
08/2/2020 18H,29380
08/2/2020 17H,28977
08/2/2020 16H,27341
08/2/2020 15H,22643
08/2/2020 14H,12983
08/2/2020 13H,4725
08/2/2020 12H,1510
08/2/2020 11H,308
08/2/2020 10H,79
08/2/2020 09H,79
08/2/2020 08H,87
08/2/2020 07H,157
08/2/2020 06H,160
08/2/2020 05H,166
08/2/2020 04H,177
08/2/2020 03H,415
08/2/2020 02H,4080
08/2/2020 01H,12310
08/2/2020 00H,18245
08/1/2020 23H,21940
08/1/2020 22H,24397
08/1/2020 21H,26211
08/1/2020 20H,27307
08/1/2020 19H,28657
08/1/2020 18H,29859
08/1/2020 17H,29784
08/1/2020 16H,27725
08/1/2020 15H,22478
08/1/2020 14H,12489
08/1/2020 13H,4249
08/1/2020 12H,1298
08/1/2020 11H,175
08/1/2020 10H,72
08/1/2020 09H,69
08/1/2020 08H,119
08/1/2020 07H,154
08/1/2020 06H,158
08/1/2020 05H,163
08/1/2020 04H,150
08/1/2020 03H,2225
08/1/2020 02H,4224
08/1/2020 01H,12880
08/1/2020 00H,18820
07/31/2020 23H,23191
07/31/2020 22H,26541
07/31/2020 21H,28118
07/31/2020 20H,29073
07/31/2020 19H,29680
07/31/2020 18H,29886
07/31/2020 17H,29125
07/31/2020 16H,26949
07/31/2020 15H,21472
07/31/2020 14H,11120
07/31/2020 13H,3711
07/31/2020 12H,952
07/31/2020 11H,112
07/31/2020 10H,48
07/31/2020 09H,50
07/31/2020 08H,50
07/31/2020 07H,118
07/31/2020 06H,147
07/31/2020 05H,129
07/31/2020 04H,135
07/31/2020 03H,2490
07/31/2020 02H,4497
07/31/2020 01H,12780
07/31/2020 00H,18509
07/30/2020 23H,22575
07/30/2020 22H,25718
07/30/2020 21H,27742
07/30/2020 20H,29221
07/30/2020 19H,29689
07/30/2020 18H,29608
07/30/2020 17H,28642
07/30/2020 16H,26407
07/30/2020 15H,21757
07/30/2020 14H,11930
07/30/2020 13H,3743
07/30/2020 12H,1343
07/30/2020 11H,381
07/30/2020 10H,58
07/30/2020 09H,57
07/30/2020 08H,73
07/30/2020 07H,125
07/30/2020 06H,138
07/30/2020 05H,142
07/30/2020 04H,170
07/30/2020 03H,455
07/30/2020 02H,4803
07/30/2020 01H,12860
07/30/2020 00H,17716
07/29/2020 23H,21061
07/29/2020 22H,23497
07/29/2020 21H,25560
07/29/2020 20H,27338
07/29/2020 19H,28695
07/29/2020 18H,28675
07/29/2020 17H,28247
07/29/2020 16H,25692
07/29/2020 15H,20388
07/29/2020 14H,10273
07/29/2020 13H,2910
07/29/2020 12H,1261
07/29/2020 11H,254
07/29/2020 10H,53
07/29/2020 09H,50
07/29/2020 08H,87
07/29/2020 07H,126
07/29/2020 06H,131
07/29/2020 05H,135
07/29/2020 04H,182
07/29/2020 03H,376
07/29/2020 02H,4602
07/29/2020 01H,12939
07/29/2020 00H,17620
07/28/2020 23H,19911
07/28/2020 22H,22436
07/28/2020 21H,25339
07/28/2020 20H,26588
07/28/2020 19H,28256
07/28/2020 18H,29095
07/28/2020 17H,28990
07/28/2020 16H,27161
07/28/2020 15H,22307
07/28/2020 14H,12579
07/28/2020 13H,4635
07/28/2020 12H,1984
07/28/2020 11H,465
07/28/2020 10H,76
07/28/2020 09H,73
07/28/2020 08H,111
07/28/2020 07H,151
07/28/2020 06H,156
07/28/2020 05H,157
07/28/2020 04H,155
07/28/2020 03H,2424
07/28/2020 02H,4240
07/28/2020 01H,12289
07/28/2020 00H,17547
07/27/2020 23H,21099
07/27/2020 22H,23853
07/27/2020 21H,26313
07/27/2020 20H,27551
07/27/2020 19H,28360
07/27/2020 18H,28853
07/27/2020 17H,28835
07/27/2020 16H,27400
07/27/2020 15H,23249
07/27/2020 14H,13930
07/27/2020 13H,5718
07/27/2020 12H,2123
07/27/2020 11H,519
07/27/2020 10H,62
07/27/2020 09H,53
07/27/2020 08H,80
07/27/2020 07H,77
07/27/2020 06H,87
07/27/2020 05H,96
07/27/2020 04H,115
07/27/2020 03H,390
07/27/2020 02H,4352
07/27/2020 01H,12246
07/27/2020 00H,17500
07/26/2020 23H,20600
07/26/2020 22H,24255
07/26/2020 21H,26224
07/26/2020 20H,27638
07/26/2020 19H,29374
07/26/2020 18H,29777
07/26/2020 17H,29256
07/26/2020 16H,27688
07/26/2020 15H,23857
07/26/2020 14H,14105
07/26/2020 13H,5673
07/26/2020 12H,2117
07/26/2020 11H,464
07/26/2020 10H,21
07/26/2020 09H,16
07/26/2020 08H,70
07/26/2020 07H,83
07/26/2020 06H,79
07/26/2020 05H,83
07/26/2020 04H,108
07/26/2020 03H,420
07/26/2020 02H,4694
07/26/2020 01H,12460
07/26/2020 00H,17549
07/25/2020 23H,21266
07/25/2020 22H,24135
07/25/2020 21H,26584
07/25/2020 20H,27766
07/25/2020 19H,28802
07/25/2020 18H,28884
07/25/2020 17H,28270
07/25/2020 16H,26441
07/25/2020 15H,22556
07/25/2020 14H,12818
07/25/2020 13H,4544
07/25/2020 12H,1696
07/25/2020 11H,314
07/25/2020 10H,23
07/25/2020 09H,23
07/25/2020 08H,55
07/25/2020 07H,77
07/25/2020 06H,83
07/25/2020 05H,92
07/25/2020 04H,267
07/25/2020 03H,456
07/25/2020 02H,4765
07/25/2020 01H,12542
07/25/2020 00H,17720
07/24/2020 23H,21068
07/24/2020 22H,24435
07/24/2020 21H,27110
07/24/2020 20H,28185
07/24/2020 19H,28699
07/24/2020 18H,28594
07/24/2020 17H,28245
07/24/2020 16H,26532
07/24/2020 15H,21876
07/24/2020 14H,12280
07/24/2020 13H,4302
07/24/2020 12H,1349
07/24/2020 11H,128
07/24/2020 10H,24
07/24/2020 09H,21
07/24/2020 08H,23
07/24/2020 07H,26
07/24/2020 06H,19
07/24/2020 05H,23
07/24/2020 04H,235
07/24/2020 03H,509
07/24/2020 02H,4492
07/24/2020 01H,11864
07/24/2020 00H,16505
07/23/2020 23H,19601
07/23/2020 22H,22250
07/23/2020 21H,24074
07/23/2020 20H,25428
07/23/2020 19H,26521
07/23/2020 18H,27639
07/23/2020 17H,27296
07/23/2020 16H,25936
07/23/2020 15H,21730
07/23/2020 14H,12608
07/23/2020 13H,4983
07/23/2020 12H,1939
07/23/2020 11H,458
07/23/2020 10H,42
07/23/2020 09H,35
07/23/2020 08H,38
07/23/2020 07H,72
07/23/2020 06H,99
07/23/2020 05H,110
07/23/2020 04H,130
07/23/2020 03H,390
07/23/2020 02H,4513
07/23/2020 01H,11325
07/23/2020 00H,16182
07/22/2020 23H,20552
07/22/2020 22H,23889
07/22/2020 21H,26241
07/22/2020 20H,27462
07/22/2020 19H,28157
07/22/2020 18H,28297
07/22/2020 17H,27975
07/22/2020 16H,25952
07/22/2020 15H,21964
07/22/2020 14H,13037
07/22/2020 13H,5313
07/22/2020 12H,1994
07/22/2020 11H,420
07/22/2020 10H,90
07/22/2020 09H,88
07/22/2020 08H,77
07/22/2020 07H,102
07/22/2020 06H,113
07/22/2020 05H,109
07/22/2020 04H,132
07/22/2020 03H,339
07/22/2020 02H,3811
07/22/2020 01H,10517
07/22/2020 00H,14192
07/21/2020 23H,19042
07/21/2020 22H,22081
07/21/2020 21H,25546
07/21/2020 20H,27289
07/21/2020 19H,28084
07/21/2020 18H,28470
07/21/2020 17H,28431
07/21/2020 16H,26712
07/21/2020 15H,23240
07/21/2020 14H,14133
07/21/2020 13H,5758
07/21/2020 12H,2198
07/21/2020 11H,444
07/21/2020 10H,45
07/21/2020 09H,28
07/21/2020 08H,27
07/21/2020 07H,24
07/21/2020 06H,126
07/21/2020 05H,194
07/21/2020 04H,260
07/21/2020 03H,614
07/21/2020 02H,4776
07/21/2020 01H,12857
07/21/2020 00H,17328
07/20/2020 23H,20988
07/20/2020 22H,23930
07/20/2020 21H,27171
07/20/2020 20H,28891
07/20/2020 19H,29929
07/20/2020 18H,29753
07/20/2020 17H,28456
07/20/2020 16H,25797
07/20/2020 15H,21221
07/20/2020 14H,13227
07/20/2020 13H,5554
07/20/2020 12H,1932
07/20/2020 11H,385
07/20/2020 10H,46
07/20/2020 09H,32
07/20/2020 08H,39
07/20/2020 07H,74
07/20/2020 06H,110
07/20/2020 05H,108
07/20/2020 04H,126
07/20/2020 03H,516
07/20/2020 02H,4887
07/20/2020 01H,12729
07/20/2020 00H,18195
07/19/2020 23H,22776
07/19/2020 22H,25965
07/19/2020 21H,27542
07/19/2020 20H,28749
07/19/2020 19H,29360
07/19/2020 18H,28560
07/19/2020 17H,28456
07/19/2020 16H,26946
07/19/2020 15H,22940
07/19/2020 14H,14527
07/19/2020 13H,5994
07/19/2020 12H,2195
07/19/2020 11H,414
07/19/2020 10H,34
07/19/2020 09H,21
07/19/2020 08H,59
07/19/2020 07H,89
07/19/2020 06H,88
07/19/2020 05H,85
07/19/2020 04H,129
07/19/2020 03H,540
07/19/2020 02H,5034
07/19/2020 01H,13153
07/19/2020 00H,18702
07/18/2020 23H,22756
07/18/2020 22H,25758
07/18/2020 21H,28017
07/18/2020 20H,29657
07/18/2020 19H,30670
07/18/2020 18H,30665
07/18/2020 17H,30274
07/18/2020 16H,28621
07/18/2020 15H,24340
07/18/2020 14H,14448
07/18/2020 13H,5461
07/18/2020 12H,2059
07/18/2020 11H,402
07/18/2020 10H,38
07/18/2020 09H,30
07/18/2020 08H,67
07/18/2020 07H,105
07/18/2020 06H,120
07/18/2020 05H,126
07/18/2020 04H,153
07/18/2020 03H,583
07/18/2020 02H,5161
07/18/2020 01H,13315
07/18/2020 00H,18767
07/17/2020 23H,22550
07/17/2020 22H,25709
07/17/2020 21H,28005
07/17/2020 20H,29548
07/17/2020 19H,30564
07/17/2020 18H,30491
07/17/2020 17H,29799
07/17/2020 16H,28378
07/17/2020 15H,23850
07/17/2020 14H,14498
07/17/2020 13H,5653
07/17/2020 12H,1899
07/17/2020 11H,344
07/17/2020 10H,53
07/17/2020 09H,44
07/17/2020 08H,75
07/17/2020 07H,123
07/17/2020 06H,118
07/17/2020 05H,111
07/17/2020 04H,184
07/17/2020 03H,591
07/17/2020 02H,5326
07/17/2020 01H,13256
07/17/2020 00H,18579
07/16/2020 23H,22856
07/16/2020 22H,26436
07/16/2020 21H,28721
07/16/2020 20H,29573
07/16/2020 19H,30154
07/16/2020 18H,30161
07/16/2020 17H,29681
07/16/2020 16H,27816
07/16/2020 15H,23453
07/16/2020 14H,14026
07/16/2020 13H,5356
07/16/2020 12H,1949
07/16/2020 11H,481
07/16/2020 10H,79
07/16/2020 09H,39
07/16/2020 08H,86
07/16/2020 07H,130
07/16/2020 06H,118
07/16/2020 05H,115
07/16/2020 04H,160
07/16/2020 03H,639
07/16/2020 02H,5426
07/16/2020 01H,13520
07/16/2020 00H,18203
07/15/2020 23H,21278
07/15/2020 22H,24217
07/15/2020 21H,26424
07/15/2020 20H,27917
07/15/2020 19H,28781
07/15/2020 18H,29077
07/15/2020 17H,28704
07/15/2020 16H,27254
07/15/2020 15H,22994
07/15/2020 14H,13627
07/15/2020 13H,5231
07/15/2020 12H,1950
07/15/2020 11H,432
07/15/2020 10H,78
07/15/2020 09H,60
