Net generation from wind for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WND.H
17:18:27 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WND.H megawatthours
03/31/2021 08H,64295
03/31/2021 07H,66271
03/31/2021 06H,66870
03/31/2021 05H,67928
03/31/2021 04H,70499
03/31/2021 03H,71833
03/31/2021 02H,68668
03/31/2021 01H,66824
03/31/2021 00H,63990
03/30/2021 23H,61407
03/30/2021 22H,61750
03/30/2021 21H,62963
03/30/2021 20H,65983
03/30/2021 19H,67332
03/30/2021 18H,68590
03/30/2021 17H,70602
03/30/2021 16H,70237
03/30/2021 15H,70102
03/30/2021 14H,72571
03/30/2021 13H,75141
03/30/2021 12H,76753
03/30/2021 11H,76375
03/30/2021 10H,76407
03/30/2021 09H,76077
03/30/2021 08H,76618
03/30/2021 07H,75065
03/30/2021 06H,75566
03/30/2021 05H,78361
03/30/2021 04H,76804
03/30/2021 03H,82002
03/30/2021 02H,82964
03/30/2021 01H,82701
03/30/2021 00H,81587
03/29/2021 23H,80918
03/29/2021 22H,80551
03/29/2021 21H,79912
03/29/2021 20H,79642
03/29/2021 19H,77879
03/29/2021 18H,77046
03/29/2021 17H,77380
03/29/2021 16H,76428
03/29/2021 15H,75089
03/29/2021 14H,78083
03/29/2021 13H,79439
03/29/2021 12H,78543
03/29/2021 11H,76494
03/29/2021 10H,75182
03/29/2021 09H,74121
03/29/2021 08H,72749
03/29/2021 07H,71044
03/29/2021 06H,69012
03/29/2021 05H,66671
03/29/2021 04H,63923
03/29/2021 03H,58159
03/29/2021 02H,53207
03/29/2021 01H,48100
03/29/2021 00H,48537
03/28/2021 23H,51677
03/28/2021 22H,53127
03/28/2021 21H,53957
03/28/2021 20H,53511
03/28/2021 19H,52844
03/28/2021 18H,51822
03/28/2021 17H,49246
03/28/2021 16H,46202
03/28/2021 15H,44558
03/28/2021 14H,47090
03/28/2021 13H,50444
03/28/2021 12H,51067
03/28/2021 11H,51947
03/28/2021 10H,54840
03/28/2021 09H,57057
03/28/2021 08H,59523
03/28/2021 07H,61824
03/28/2021 06H,63796
03/28/2021 05H,65377
03/28/2021 04H,62210
03/28/2021 03H,65964
03/28/2021 02H,64937
03/28/2021 01H,63136
03/28/2021 00H,61014
03/27/2021 23H,58549
03/27/2021 22H,55082
03/27/2021 21H,51917
03/27/2021 20H,51532
03/27/2021 19H,50517
03/27/2021 18H,47375
03/27/2021 17H,43419
03/27/2021 16H,40278
03/27/2021 15H,38121
03/27/2021 14H,39926
03/27/2021 13H,40428
03/27/2021 12H,40829
03/27/2021 11H,40602
03/27/2021 10H,41368
03/27/2021 09H,43761
03/27/2021 08H,47540
03/27/2021 07H,52589
03/27/2021 06H,52708
03/27/2021 05H,51898
03/27/2021 04H,56354
03/27/2021 03H,49514
03/27/2021 02H,44754
03/27/2021 01H,43885
03/27/2021 00H,47488
03/26/2021 23H,48161
03/26/2021 22H,47611
03/26/2021 21H,48118
03/26/2021 20H,48046
03/26/2021 19H,47623
03/26/2021 18H,47338
03/26/2021 17H,46233
03/26/2021 16H,44098
03/26/2021 15H,43272
03/26/2021 14H,48214
03/26/2021 13H,52378
03/26/2021 12H,53292
03/26/2021 11H,54444
03/26/2021 10H,55597
03/26/2021 09H,56413
03/26/2021 08H,56028
03/26/2021 07H,54850
03/26/2021 06H,52222
03/26/2021 05H,49193
03/26/2021 04H,41510
03/26/2021 03H,41987
03/26/2021 02H,38251
03/26/2021 01H,34943
03/26/2021 00H,32556
03/25/2021 23H,32091
03/25/2021 22H,32454
03/25/2021 21H,33515
03/25/2021 20H,36818
03/25/2021 19H,38215
03/25/2021 18H,39120
03/25/2021 17H,36381
03/25/2021 16H,33853
03/25/2021 15H,33142
03/25/2021 14H,34032
03/25/2021 13H,33750
03/25/2021 12H,33657
03/25/2021 11H,33549
03/25/2021 10H,33289
03/25/2021 09H,36538
03/25/2021 08H,38232
03/25/2021 07H,40359
03/25/2021 06H,43455
03/25/2021 05H,43346
03/25/2021 04H,51282
03/25/2021 03H,46428
03/25/2021 02H,45602
03/25/2021 01H,45357
03/25/2021 00H,45543
03/24/2021 23H,46262
03/24/2021 22H,46784
03/24/2021 21H,48457
03/24/2021 20H,51454
03/24/2021 19H,54129
03/24/2021 18H,57426
03/24/2021 17H,60528
03/24/2021 16H,64319
03/24/2021 15H,64189
03/24/2021 14H,65135
03/24/2021 13H,67380
03/24/2021 12H,67739
03/24/2021 11H,67354
03/24/2021 10H,67153
03/24/2021 09H,66495
03/24/2021 08H,67284
03/24/2021 07H,68001
03/24/2021 06H,68036
03/24/2021 05H,67438
03/24/2021 04H,62275
03/24/2021 03H,63347
03/24/2021 02H,58091
03/24/2021 01H,53569
03/24/2021 00H,52796
03/23/2021 23H,52310
03/23/2021 22H,52587
03/23/2021 21H,52993
03/23/2021 20H,52690
03/23/2021 19H,52079
03/23/2021 18H,52220
03/23/2021 17H,51862
03/23/2021 16H,51678
03/23/2021 15H,51845
03/23/2021 14H,55650
03/23/2021 13H,58694
03/23/2021 12H,58315
03/23/2021 11H,56075
03/23/2021 10H,54252
03/23/2021 09H,55667
03/23/2021 08H,57915
03/23/2021 07H,58797
03/23/2021 06H,60701
03/23/2021 05H,61798
03/23/2021 04H,65207
03/23/2021 03H,60124
03/23/2021 02H,60542
03/23/2021 01H,60080
03/23/2021 00H,58272
03/22/2021 23H,55536
03/22/2021 22H,56074
03/22/2021 21H,56618
03/22/2021 20H,55117
03/22/2021 19H,53954
03/22/2021 18H,54625
03/22/2021 17H,52834
03/22/2021 16H,51753
03/22/2021 15H,52089
03/22/2021 14H,54813
03/22/2021 13H,56722
03/22/2021 12H,57857
03/22/2021 11H,58152
03/22/2021 10H,59606
03/22/2021 09H,60951
03/22/2021 08H,62528
03/22/2021 07H,65207
03/22/2021 06H,67402
03/22/2021 05H,70873
03/22/2021 04H,70579
03/22/2021 03H,72767
03/22/2021 02H,72344
03/22/2021 01H,72363
03/22/2021 00H,74042
03/21/2021 23H,73850
03/21/2021 22H,72092
03/21/2021 21H,69970
03/21/2021 20H,67637
03/21/2021 19H,66764
03/21/2021 18H,66994
03/21/2021 17H,66611
03/21/2021 16H,66532
03/21/2021 15H,66488
03/21/2021 14H,69892
03/21/2021 13H,72690
03/21/2021 12H,73627
03/21/2021 11H,74582
03/21/2021 10H,75454
03/21/2021 09H,75654
03/21/2021 08H,76600
03/21/2021 07H,77362
03/21/2021 06H,78335
03/21/2021 05H,79032
03/21/2021 04H,77416
03/21/2021 03H,77368
03/21/2021 02H,72857
03/21/2021 01H,66762
03/21/2021 00H,63250
03/20/2021 23H,60325
03/20/2021 22H,58317
03/20/2021 21H,56238
03/20/2021 20H,53561
03/20/2021 19H,52110
03/20/2021 18H,50390
03/20/2021 17H,50643
03/20/2021 16H,50821
03/20/2021 15H,51146
03/20/2021 14H,57090
03/20/2021 13H,58688
03/20/2021 12H,58536
03/20/2021 11H,60053
03/20/2021 10H,58988
03/20/2021 09H,57688
03/20/2021 08H,56741
03/20/2021 07H,54927
03/20/2021 06H,53799
03/20/2021 05H,51377
03/20/2021 04H,55801
03/20/2021 03H,48857
03/20/2021 02H,44809
03/20/2021 01H,38142
03/20/2021 00H,34377
03/19/2021 23H,32105
03/19/2021 22H,30459
03/19/2021 21H,29057
03/19/2021 20H,27301
03/19/2021 19H,26076
03/19/2021 18H,26760
03/19/2021 17H,27453
03/19/2021 16H,29615
03/19/2021 15H,33014
03/19/2021 14H,40809
03/19/2021 13H,43936
03/19/2021 12H,44304
03/19/2021 11H,43223
03/19/2021 10H,43127
03/19/2021 09H,45792
03/19/2021 08H,48761
03/19/2021 07H,51542
03/19/2021 06H,53726
03/19/2021 05H,57057
03/19/2021 04H,56767
03/19/2021 03H,54633
03/19/2021 02H,49689
03/19/2021 01H,47159
03/19/2021 00H,50008
03/18/2021 23H,51241
03/18/2021 22H,51603
03/18/2021 21H,52775
03/18/2021 20H,53018
03/18/2021 19H,53126
03/18/2021 18H,54300
03/18/2021 17H,55731
03/18/2021 16H,57594
03/18/2021 15H,58393
03/18/2021 14H,59517
03/18/2021 13H,59388
03/18/2021 12H,59059
03/18/2021 11H,60917
03/18/2021 10H,62602
03/18/2021 09H,63855
03/18/2021 08H,63874
03/18/2021 07H,63453
03/18/2021 06H,64560
03/18/2021 05H,65112
03/18/2021 04H,57836
03/18/2021 03H,62585
03/18/2021 02H,62298
03/18/2021 01H,62973
03/18/2021 00H,62751
03/17/2021 23H,61905
03/17/2021 22H,59937
03/17/2021 21H,57734
03/17/2021 20H,55742
03/17/2021 19H,54377
03/17/2021 18H,53026
03/17/2021 17H,49246
03/17/2021 16H,46386
03/17/2021 15H,43998
03/17/2021 14H,43104
03/17/2021 13H,44240
03/17/2021 12H,45550
03/17/2021 11H,45324
03/17/2021 10H,44646
03/17/2021 09H,45054
03/17/2021 08H,45021
03/17/2021 07H,45583
03/17/2021 06H,45134
03/17/2021 05H,45151
03/17/2021 04H,47966
03/17/2021 03H,47700
03/17/2021 02H,45232
03/17/2021 01H,41635
03/17/2021 00H,40000
03/16/2021 23H,35867
03/16/2021 22H,33023
03/16/2021 21H,29807
03/16/2021 20H,25902
03/16/2021 19H,24665
03/16/2021 18H,24453
03/16/2021 17H,24721
03/16/2021 16H,25235
03/16/2021 15H,28535
03/16/2021 14H,32721
03/16/2021 13H,36032
03/16/2021 12H,37619
03/16/2021 11H,37800
03/16/2021 10H,37694
03/16/2021 09H,37192
03/16/2021 08H,36760
03/16/2021 07H,36105
03/16/2021 06H,33607
03/16/2021 05H,31698
03/16/2021 04H,37121
03/16/2021 03H,31173
03/16/2021 02H,32537
03/16/2021 01H,32977
03/16/2021 00H,36310
03/15/2021 23H,41044
03/15/2021 22H,45840
03/15/2021 21H,49255
03/15/2021 20H,51258
03/15/2021 19H,53778
03/15/2021 18H,55555
03/15/2021 17H,57528
03/15/2021 16H,57453
03/15/2021 15H,58066
03/15/2021 14H,62876
03/15/2021 13H,63957
03/15/2021 12H,63443
03/15/2021 11H,63966
03/15/2021 10H,64105
03/15/2021 09H,65767
03/15/2021 08H,67559
03/15/2021 07H,66260
03/15/2021 06H,66673
03/15/2021 05H,67008
03/15/2021 04H,62962
03/15/2021 03H,67564
03/15/2021 02H,65395
03/15/2021 01H,66268
03/15/2021 00H,69021
03/14/2021 23H,69459
03/14/2021 22H,70361
03/14/2021 21H,70456
03/14/2021 20H,70714
03/14/2021 19H,70988
03/14/2021 18H,69875
03/14/2021 17H,68301
03/14/2021 16H,65692
03/14/2021 15H,63238
03/14/2021 14H,64134
03/14/2021 13H,62483
03/14/2021 12H,60482
03/14/2021 11H,60885
03/14/2021 10H,60377
03/14/2021 09H,59124
03/14/2021 08H,61444
03/14/2021 07H,61416
03/14/2021 06H,63525
03/14/2021 05H,64823
03/14/2021 04H,65266
03/14/2021 03H,64832
03/14/2021 02H,62992
03/14/2021 01H,57966
03/14/2021 00H,54045
03/13/2021 23H,53206
03/13/2021 22H,52452
03/13/2021 21H,51982
03/13/2021 20H,51592
03/13/2021 19H,51941
03/13/2021 18H,50754
03/13/2021 17H,50391
03/13/2021 16H,48041
03/13/2021 15H,46426
03/13/2021 14H,44731
03/13/2021 13H,45030
03/13/2021 12H,44621
03/13/2021 11H,44442
03/13/2021 10H,44564
03/13/2021 09H,45422
03/13/2021 08H,46695
03/13/2021 07H,48468
03/13/2021 06H,50083
03/13/2021 05H,50984
03/13/2021 04H,51035
03/13/2021 03H,50308
03/13/2021 02H,48603
03/13/2021 01H,46904
03/13/2021 00H,45088
03/12/2021 23H,44108
03/12/2021 22H,42958
03/12/2021 21H,42697
03/12/2021 20H,42621
03/12/2021 19H,41195
03/12/2021 18H,39947
03/12/2021 17H,38020
03/12/2021 16H,37203
03/12/2021 15H,37497
03/12/2021 14H,39016
03/12/2021 13H,42008
03/12/2021 12H,42572
03/12/2021 11H,42602
03/12/2021 10H,42315
03/12/2021 09H,42943
03/12/2021 08H,43446
03/12/2021 07H,44275
03/12/2021 06H,44693
03/12/2021 05H,48918
03/12/2021 04H,44064
03/12/2021 03H,42453
03/12/2021 02H,39841
03/12/2021 01H,37132
03/12/2021 00H,38172
03/11/2021 23H,37974
03/11/2021 22H,37022
03/11/2021 21H,35096
03/11/2021 20H,35046
03/11/2021 19H,37798
03/11/2021 18H,41129
03/11/2021 17H,45473
03/11/2021 16H,49377
03/11/2021 15H,52269
03/11/2021 14H,56288
03/11/2021 13H,57335
03/11/2021 12H,57694
03/11/2021 11H,57921
03/11/2021 10H,58523
03/11/2021 09H,59469
03/11/2021 08H,60287
03/11/2021 07H,62812
03/11/2021 06H,65813
03/11/2021 05H,67094
03/11/2021 04H,68907
03/11/2021 03H,69654
03/11/2021 02H,69706
03/11/2021 01H,69715
03/11/2021 00H,70259
03/10/2021 23H,70321
03/10/2021 22H,68540
03/10/2021 21H,67356
03/10/2021 20H,66109
03/10/2021 19H,66355
03/10/2021 18H,66938
03/10/2021 17H,67821
03/10/2021 16H,68509
03/10/2021 15H,69094
03/10/2021 14H,70352
03/10/2021 13H,68695
03/10/2021 12H,66592
03/10/2021 11H,65287
03/10/2021 10H,64715
03/10/2021 09H,65017
03/10/2021 08H,66093
03/10/2021 07H,67039
03/10/2021 06H,69342
03/10/2021 05H,71151
03/10/2021 04H,73890
03/10/2021 03H,75791
03/10/2021 02H,74563
03/10/2021 01H,73235
03/10/2021 00H,70591
03/9/2021 23H,68653
03/9/2021 22H,70264
03/9/2021 21H,69827
03/9/2021 20H,67737
03/9/2021 19H,66361
03/9/2021 18H,66666
03/9/2021 17H,61929
03/9/2021 16H,61016
03/9/2021 15H,61892
03/9/2021 14H,63467
03/9/2021 13H,62981
03/9/2021 12H,61953
03/9/2021 11H,61919
03/9/2021 10H,62013
03/9/2021 09H,63806
03/9/2021 08H,65744
03/9/2021 07H,67797
03/9/2021 06H,70135
03/9/2021 05H,70135
03/9/2021 04H,71554
03/9/2021 03H,72095
03/9/2021 02H,71370
03/9/2021 01H,70310
03/9/2021 00H,67343
03/8/2021 23H,64683
03/8/2021 22H,63765
03/8/2021 21H,61951
03/8/2021 20H,60219
03/8/2021 19H,58434
03/8/2021 18H,57643
03/8/2021 17H,55068
03/8/2021 16H,54033
03/8/2021 15H,56263
03/8/2021 14H,62184
03/8/2021 13H,63879
03/8/2021 12H,64781
03/8/2021 11H,65081
03/8/2021 10H,65114
03/8/2021 09H,64137
03/8/2021 08H,64076
03/8/2021 07H,62229
03/8/2021 06H,62917
03/8/2021 05H,59133
03/8/2021 04H,63116
03/8/2021 03H,64097
03/8/2021 02H,62591
03/8/2021 01H,60230
03/8/2021 00H,58067
03/7/2021 23H,54998
03/7/2021 22H,54247
03/7/2021 21H,53993
03/7/2021 20H,53413
03/7/2021 19H,53612
03/7/2021 18H,54663
03/7/2021 17H,54908
03/7/2021 16H,54053
03/7/2021 15H,53599
03/7/2021 14H,56796
03/7/2021 13H,58889
03/7/2021 12H,59890
03/7/2021 11H,60021
03/7/2021 10H,59285
03/7/2021 09H,59476
03/7/2021 08H,60497
03/7/2021 07H,61672
03/7/2021 06H,62384
03/7/2021 05H,62365
03/7/2021 04H,60538
03/7/2021 03H,58597
03/7/2021 02H,56448
03/7/2021 01H,52176
03/7/2021 00H,47880
03/6/2021 23H,45881
03/6/2021 22H,44159
03/6/2021 21H,41408
03/6/2021 20H,37578
03/6/2021 19H,34630
03/6/2021 18H,31314
03/6/2021 17H,29825
03/6/2021 16H,30205
03/6/2021 15H,34714
03/6/2021 14H,37477
03/6/2021 13H,37458
03/6/2021 12H,36223
03/6/2021 11H,36798
03/6/2021 10H,37202
03/6/2021 09H,35713
03/6/2021 08H,38013
03/6/2021 07H,38891
03/6/2021 06H,38983
03/6/2021 05H,41156
03/6/2021 04H,41016
03/6/2021 03H,43139
03/6/2021 02H,44095
03/6/2021 01H,44028
03/6/2021 00H,43759
03/5/2021 23H,43949
03/5/2021 22H,44401
03/5/2021 21H,43835
03/5/2021 20H,43360
03/5/2021 19H,42890
03/5/2021 18H,42774
03/5/2021 17H,41482
03/5/2021 16H,42490
03/5/2021 15H,45412
03/5/2021 14H,48858
03/5/2021 13H,49578
03/5/2021 12H,49731
03/5/2021 11H,49716
03/5/2021 10H,49277
03/5/2021 09H,51563
03/5/2021 08H,53450
03/5/2021 07H,56193
03/5/2021 06H,57383
03/5/2021 05H,56319
03/5/2021 04H,58465
03/5/2021 03H,60536
03/5/2021 02H,61066
03/5/2021 01H,60649
03/5/2021 00H,57927
03/4/2021 23H,57347
03/4/2021 22H,55956
03/4/2021 21H,54525
03/4/2021 20H,52211
03/4/2021 19H,48117
03/4/2021 18H,43707
03/4/2021 17H,41250
03/4/2021 16H,42210
03/4/2021 15H,47921
03/4/2021 14H,51004
03/4/2021 13H,49770
03/4/2021 12H,49471
03/4/2021 11H,49800
03/4/2021 10H,49399
03/4/2021 09H,50356
03/4/2021 08H,50413
03/4/2021 07H,51642
03/4/2021 06H,52610
03/4/2021 05H,58277
03/4/2021 04H,50752
03/4/2021 03H,45610
03/4/2021 02H,36421
03/4/2021 01H,25663
03/4/2021 00H,22322
03/3/2021 23H,21888
03/3/2021 22H,21583
03/3/2021 21H,20684
03/3/2021 20H,19905
03/3/2021 19H,20195
03/3/2021 18H,21962
03/3/2021 17H,23751
03/3/2021 16H,26266
03/3/2021 15H,34633
03/3/2021 14H,42506
03/3/2021 13H,46224
03/3/2021 12H,49031
03/3/2021 11H,51583
03/3/2021 10H,54151
03/3/2021 09H,56397
03/3/2021 08H,57957
03/3/2021 07H,58337
03/3/2021 06H,55499
03/3/2021 05H,50104
03/3/2021 04H,53387
03/3/2021 03H,52734
03/3/2021 02H,52121
03/3/2021 01H,48301
03/3/2021 00H,45592
03/2/2021 23H,44927
03/2/2021 22H,45592
03/2/2021 21H,47520
03/2/2021 20H,49277
03/2/2021 19H,48795
03/2/2021 18H,47825
03/2/2021 17H,47077
03/2/2021 16H,45422
03/2/2021 15H,50282
03/2/2021 14H,53051
03/2/2021 13H,52949
03/2/2021 12H,51396
03/2/2021 11H,49098
03/2/2021 10H,48077
03/2/2021 09H,45833
03/2/2021 08H,44190
03/2/2021 07H,42688
03/2/2021 06H,39831
03/2/2021 05H,40969
03/2/2021 04H,36442
03/2/2021 03H,34771
03/2/2021 02H,33272
03/2/2021 01H,32569
03/2/2021 00H,33116
03/1/2021 23H,33285
03/1/2021 22H,32752
03/1/2021 21H,32770
03/1/2021 20H,33060
03/1/2021 19H,33312
03/1/2021 18H,34107
03/1/2021 17H,35733
03/1/2021 16H,38748
03/1/2021 15H,43210
03/1/2021 14H,45768
03/1/2021 13H,46316
03/1/2021 12H,48123
03/1/2021 11H,49387
03/1/2021 10H,49915
03/1/2021 09H,51432
03/1/2021 08H,53515
03/1/2021 07H,55915
03/1/2021 06H,59409
03/1/2021 05H,61139
03/1/2021 04H,65529
03/1/2021 03H,66579
03/1/2021 02H,65247
03/1/2021 01H,62748
03/1/2021 00H,62247
02/28/2021 23H,62704
02/28/2021 22H,63109
02/28/2021 21H,63385
02/28/2021 20H,65601
02/28/2021 19H,67425
02/28/2021 18H,68519
02/28/2021 17H,69049
02/28/2021 16H,67397
02/28/2021 15H,65690
02/28/2021 14H,64285
02/28/2021 13H,62529
02/28/2021 12H,60411
02/28/2021 11H,58699
02/28/2021 10H,57951
02/28/2021 09H,59504
02/28/2021 08H,61666
02/28/2021 07H,63223
02/28/2021 06H,64490
02/28/2021 05H,65118
02/28/2021 04H,67710
02/28/2021 03H,70115
02/28/2021 02H,69799
02/28/2021 01H,66231
02/28/2021 00H,61859
02/27/2021 23H,58657
02/27/2021 22H,55761
02/27/2021 21H,52206
02/27/2021 20H,49462
02/27/2021 19H,47838
02/27/2021 18H,43599
02/27/2021 17H,38860
02/27/2021 16H,38473
02/27/2021 15H,41588
02/27/2021 14H,42920
02/27/2021 13H,43486
02/27/2021 12H,45855
02/27/2021 11H,49255
02/27/2021 10H,52768
02/27/2021 09H,56631
02/27/2021 08H,60191
02/27/2021 07H,60826
02/27/2021 06H,61525
02/27/2021 05H,56396
02/27/2021 04H,57178
02/27/2021 03H,54929
02/27/2021 02H,51491
02/27/2021 01H,46698
02/27/2021 00H,46596
02/26/2021 23H,47578
02/26/2021 22H,50097
02/26/2021 21H,50585
02/26/2021 20H,48633
02/26/2021 19H,48253
02/26/2021 18H,49831
02/26/2021 17H,50659
02/26/2021 16H,49889
02/26/2021 15H,50333
02/26/2021 14H,50567
02/26/2021 13H,49005
02/26/2021 12H,48866
02/26/2021 11H,47194
02/26/2021 10H,45469
02/26/2021 09H,45342
02/26/2021 08H,45004
02/26/2021 07H,44373
02/26/2021 06H,44969
02/26/2021 05H,48985
02/26/2021 04H,45136
02/26/2021 03H,43911
02/26/2021 02H,43969
02/26/2021 01H,42940
02/26/2021 00H,41320
02/25/2021 23H,40374
02/25/2021 22H,39516
02/25/2021 21H,38757
02/25/2021 20H,37939
02/25/2021 19H,35444
02/25/2021 18H,32946
02/25/2021 17H,30994
02/25/2021 16H,31533
02/25/2021 15H,34228
02/25/2021 14H,37680
02/25/2021 13H,39552
02/25/2021 12H,40563
02/25/2021 11H,41415
02/25/2021 10H,43186
02/25/2021 09H,45141
02/25/2021 08H,45983
02/25/2021 07H,46574
02/25/2021 06H,48840
02/25/2021 05H,56110
02/25/2021 04H,53408
02/25/2021 03H,50003
02/25/2021 02H,44866
02/25/2021 01H,39580
02/25/2021 00H,38394
02/24/2021 23H,40665
02/24/2021 22H,43219
02/24/2021 21H,44995
02/24/2021 20H,47284
02/24/2021 19H,50629
02/24/2021 18H,54179
02/24/2021 17H,56947
02/24/2021 16H,58705
02/24/2021 15H,61521
02/24/2021 14H,65574
02/24/2021 13H,64943
02/24/2021 12H,63329
02/24/2021 11H,62842
02/24/2021 10H,62189
02/24/2021 09H,61431
02/24/2021 08H,61728
02/24/2021 07H,62189
02/24/2021 06H,64210
02/24/2021 05H,67882
02/24/2021 04H,71738
02/24/2021 03H,73735
02/24/2021 02H,74433
02/24/2021 01H,71561
02/24/2021 00H,68005
02/23/2021 23H,65991
02/23/2021 22H,63982
02/23/2021 21H,61592
02/23/2021 20H,58823
02/23/2021 19H,54618
02/23/2021 18H,47545
02/23/2021 17H,41249
02/23/2021 16H,39966
02/23/2021 15H,45067
02/23/2021 14H,46032
02/23/2021 13H,45958
02/23/2021 12H,47027
02/23/2021 11H,49637
02/23/2021 10H,53936
02/23/2021 09H,56710
02/23/2021 08H,58574
02/23/2021 07H,60783
02/23/2021 06H,62686
02/23/2021 05H,64886
02/23/2021 04H,65249
02/23/2021 03H,62964
02/23/2021 02H,60097
02/23/2021 01H,57661
02/23/2021 00H,60389
02/22/2021 23H,63466
02/22/2021 22H,64962
02/22/2021 21H,65573
02/22/2021 20H,65286
02/22/2021 19H,64193
02/22/2021 18H,62812
02/22/2021 17H,59589
02/22/2021 16H,58856
02/22/2021 15H,63291
02/22/2021 14H,64443
02/22/2021 13H,61954
02/22/2021 12H,58220
02/22/2021 11H,56357
02/22/2021 10H,53617
02/22/2021 09H,51358
02/22/2021 08H,48366
02/22/2021 07H,49388
02/22/2021 06H,50328
02/22/2021 05H,48870
02/22/2021 04H,51158
02/22/2021 03H,52819
02/22/2021 02H,52927
02/22/2021 01H,52305
02/22/2021 00H,53767
02/21/2021 23H,54035
02/21/2021 22H,53669
02/21/2021 21H,54252
02/21/2021 20H,53869
02/21/2021 19H,53508
02/21/2021 18H,54171
02/21/2021 17H,55474
02/21/2021 16H,56067
02/21/2021 15H,57644
02/21/2021 14H,59045
02/21/2021 13H,58900
02/21/2021 12H,58050
02/21/2021 11H,57401
02/21/2021 10H,59120
02/21/2021 09H,60825
02/21/2021 08H,61817
02/21/2021 07H,64567
02/21/2021 06H,66166
02/21/2021 05H,64582
02/21/2021 04H,69740
02/21/2021 03H,70395
02/21/2021 02H,67281
02/21/2021 01H,61241
02/21/2021 00H,53661
02/20/2021 23H,48394
02/20/2021 22H,44667
02/20/2021 21H,42566
02/20/2021 20H,42079
02/20/2021 19H,39824
02/20/2021 18H,36227
02/20/2021 17H,34840
02/20/2021 16H,35875
02/20/2021 15H,39145
02/20/2021 14H,39079
02/20/2021 13H,38701
02/20/2021 12H,39888
02/20/2021 11H,40324
02/20/2021 10H,41961
02/20/2021 09H,43280
02/20/2021 08H,44220
02/20/2021 07H,44728
02/20/2021 06H,45090
02/20/2021 05H,45689
02/20/2021 04H,44598
02/20/2021 03H,41976
02/20/2021 02H,37265
02/20/2021 01H,33270
02/20/2021 00H,30949
02/19/2021 23H,30329
02/19/2021 22H,29396
02/19/2021 21H,28552
02/19/2021 20H,25928
02/19/2021 19H,22851
02/19/2021 18H,20189
02/19/2021 17H,19757
02/19/2021 16H,22382
02/19/2021 15H,24930
02/19/2021 14H,25342
02/19/2021 13H,24793
02/19/2021 12H,24879
02/19/2021 11H,25509
02/19/2021 10H,26684
02/19/2021 09H,27191
02/19/2021 08H,26411
02/19/2021 07H,25198
02/19/2021 06H,23162
02/19/2021 05H,19876
02/19/2021 04H,20836
02/19/2021 03H,20417
02/19/2021 02H,18920
02/19/2021 01H,17679
02/19/2021 00H,17601
02/18/2021 23H,18759
02/18/2021 22H,18716
02/18/2021 21H,18423
02/18/2021 20H,17093
02/18/2021 19H,17064
02/18/2021 18H,16792
02/18/2021 17H,16598
02/18/2021 16H,17201
02/18/2021 15H,18046
02/18/2021 14H,19260
02/18/2021 13H,18954
02/18/2021 12H,18654
02/18/2021 11H,17641
02/18/2021 10H,16452
02/18/2021 09H,15068
02/18/2021 08H,13629
02/18/2021 07H,13268
02/18/2021 06H,13211
02/18/2021 05H,13649
02/18/2021 04H,13478
02/18/2021 03H,13825
02/18/2021 02H,13684
02/18/2021 01H,13014
02/18/2021 00H,12018
02/17/2021 23H,11297
02/17/2021 22H,11541
02/17/2021 21H,12088
02/17/2021 20H,12817
02/17/2021 19H,13773
02/17/2021 18H,13910
02/17/2021 17H,14310
02/17/2021 16H,14001
02/17/2021 15H,14105
02/17/2021 14H,15007
02/17/2021 13H,15750
02/17/2021 12H,16213
02/17/2021 11H,16774
02/17/2021 10H,17998
02/17/2021 09H,19693
02/17/2021 08H,21029
02/17/2021 07H,21628
02/17/2021 06H,21647
02/17/2021 05H,26727
02/17/2021 04H,23785
02/17/2021 03H,25370
02/17/2021 02H,26470
02/17/2021 01H,25817
02/17/2021 00H,26347
02/16/2021 23H,27107
02/16/2021 22H,27620
02/16/2021 21H,27882
02/16/2021 20H,27683
02/16/2021 19H,25749
02/16/2021 18H,25905
02/16/2021 17H,26379
02/16/2021 16H,26439
02/16/2021 15H,27851
02/16/2021 14H,28367
02/16/2021 13H,28625
02/16/2021 12H,29275
02/16/2021 11H,29841
02/16/2021 10H,30160
02/16/2021 09H,30763
02/16/2021 08H,30746
02/16/2021 07H,31096
02/16/2021 06H,31275
02/16/2021 05H,28511
02/16/2021 04H,30585
02/16/2021 03H,29308
02/16/2021 02H,27526
02/16/2021 01H,25306
02/16/2021 00H,24414
02/15/2021 23H,24537
02/15/2021 22H,24940
02/15/2021 21H,24428
02/15/2021 20H,23508
02/15/2021 19H,22916
02/15/2021 18H,21225
02/15/2021 17H,20540
02/15/2021 16H,21648
02/15/2021 15H,24101
02/15/2021 14H,25583
02/15/2021 13H,24276
02/15/2021 12H,24416
02/15/2021 11H,25871
02/15/2021 10H,26814
02/15/2021 09H,27527
02/15/2021 08H,27596
02/15/2021 07H,27757
02/15/2021 06H,27417
02/15/2021 05H,28047
02/15/2021 04H,27993
02/15/2021 03H,28299
02/15/2021 02H,28213
02/15/2021 01H,28492
02/15/2021 00H,30227
