Net generation from wind for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WND.H
17:18:27 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WND.H megawatthours
04/18/2019 15H,47203
04/18/2019 14H,47210
04/18/2019 13H,48762
04/18/2019 12H,49908
04/18/2019 11H,49031
04/18/2019 10H,48790
04/18/2019 09H,48890
04/18/2019 08H,48093
04/18/2019 07H,46657
04/18/2019 06H,49048
04/18/2019 05H,52638
04/18/2019 04H,50984
04/18/2019 03H,52028
04/18/2019 02H,52788
04/18/2019 01H,52282
04/18/2019 00H,51513
04/17/2019 23H,50568
04/17/2019 22H,49188
04/17/2019 21H,46904
04/17/2019 20H,46458
04/17/2019 19H,44825
04/17/2019 18H,42933
04/17/2019 17H,42092
04/17/2019 16H,42236
04/17/2019 15H,41290
04/17/2019 14H,43188
04/17/2019 13H,47073
04/17/2019 12H,48233
04/17/2019 11H,48691
04/17/2019 10H,49855
04/17/2019 09H,51623
04/17/2019 08H,53363
04/17/2019 07H,54381
04/17/2019 06H,55935
04/17/2019 05H,56624
04/17/2019 04H,59634
04/17/2019 03H,54955
04/17/2019 02H,51356
04/17/2019 01H,49074
04/17/2019 00H,47130
04/16/2019 23H,45686
04/16/2019 22H,46929
04/16/2019 21H,45689
04/16/2019 20H,44036
04/16/2019 19H,43615
04/16/2019 18H,43175
04/16/2019 17H,42398
04/16/2019 16H,42059
04/16/2019 15H,42098
04/16/2019 14H,43665
04/16/2019 13H,47028
04/16/2019 12H,46951
04/16/2019 11H,46229
04/16/2019 10H,45029
04/16/2019 09H,45252
04/16/2019 08H,46981
04/16/2019 07H,48778
04/16/2019 06H,49431
04/16/2019 05H,50669
04/16/2019 04H,49876
04/16/2019 03H,53410
04/16/2019 02H,52853
04/16/2019 01H,51226
04/16/2019 00H,51544
04/15/2019 23H,51612
04/15/2019 22H,50087
04/15/2019 21H,48789
04/15/2019 20H,47666
04/15/2019 19H,46225
04/15/2019 18H,44695
04/15/2019 17H,44033
04/15/2019 16H,44240
04/15/2019 15H,44615
04/15/2019 14H,48893
04/15/2019 13H,52235
04/15/2019 12H,53845
04/15/2019 11H,52565
04/15/2019 10H,51239
04/15/2019 09H,50540
04/15/2019 08H,51267
04/15/2019 07H,52181
04/15/2019 06H,51618
04/15/2019 05H,52136
04/15/2019 04H,50061
04/15/2019 03H,49245
04/15/2019 02H,43294
04/15/2019 01H,38760
04/15/2019 00H,40328
04/14/2019 23H,40380
04/14/2019 22H,39993
04/14/2019 21H,39477
04/14/2019 20H,38514
04/14/2019 19H,35836
04/14/2019 18H,33856
04/14/2019 17H,33179
04/14/2019 16H,32518
04/14/2019 15H,32075
04/14/2019 14H,35419
04/14/2019 13H,37795
04/14/2019 12H,37492
04/14/2019 11H,37998
04/14/2019 10H,38367
04/14/2019 09H,37149
04/14/2019 08H,37586
04/14/2019 07H,37963
04/14/2019 06H,37407
04/14/2019 05H,37922
04/14/2019 04H,37751
04/14/2019 03H,37925
04/14/2019 02H,39640
04/14/2019 01H,40458
04/14/2019 00H,41748
04/13/2019 23H,42321
04/13/2019 22H,41651
04/13/2019 21H,41328
04/13/2019 20H,41406
04/13/2019 19H,40870
04/13/2019 18H,39137
04/13/2019 17H,39081
04/13/2019 16H,37858
04/13/2019 15H,35906
04/13/2019 14H,35158
04/13/2019 13H,36008
04/13/2019 12H,36893
04/13/2019 11H,39459
04/13/2019 10H,40080
04/13/2019 09H,40144
04/13/2019 08H,40846
04/13/2019 07H,42338
04/13/2019 06H,43513
04/13/2019 05H,44939
04/13/2019 04H,47655
04/13/2019 03H,43627
04/13/2019 02H,41053
04/13/2019 01H,40510
04/13/2019 00H,41500
04/12/2019 23H,41502
04/12/2019 22H,40671
04/12/2019 21H,39966
04/12/2019 20H,38840
04/12/2019 19H,37773
04/12/2019 18H,37967
04/12/2019 17H,38851
04/12/2019 16H,39578
04/12/2019 15H,39259
04/12/2019 14H,39923
04/12/2019 13H,40967
04/12/2019 12H,40367
04/12/2019 11H,41019
04/12/2019 10H,39790
04/12/2019 09H,39664
04/12/2019 08H,40678
04/12/2019 07H,42961
04/12/2019 06H,41810
04/12/2019 05H,40946
04/12/2019 04H,40844
04/12/2019 03H,42427
04/12/2019 02H,43142
04/12/2019 01H,46071
04/12/2019 00H,48706
04/11/2019 23H,49943
04/11/2019 22H,50893
04/11/2019 21H,51090
04/11/2019 20H,51543
04/11/2019 19H,51751
04/11/2019 18H,52585
04/11/2019 17H,51504
04/11/2019 16H,52041
04/11/2019 15H,51009
04/11/2019 14H,51457
04/11/2019 13H,53184
04/11/2019 12H,55474
04/11/2019 11H,55998
04/11/2019 10H,56133
04/11/2019 09H,56395
04/11/2019 08H,56885
04/11/2019 07H,57309
04/11/2019 06H,58671
04/11/2019 05H,60099
04/11/2019 04H,58309
04/11/2019 03H,62533
04/11/2019 02H,62215
04/11/2019 01H,60622
04/11/2019 00H,60241
04/10/2019 23H,60545
04/10/2019 22H,61146
04/10/2019 21H,61487
04/10/2019 20H,61545
04/10/2019 19H,60754
04/10/2019 18H,59427
04/10/2019 17H,57604
04/10/2019 16H,55029
04/10/2019 15H,55479
04/10/2019 14H,57753
04/10/2019 13H,57952
04/10/2019 12H,57067
04/10/2019 11H,56057
04/10/2019 10H,56488
04/10/2019 09H,58656
04/10/2019 08H,59286
04/10/2019 07H,60131
04/10/2019 06H,59241
04/10/2019 05H,59803
04/10/2019 04H,59206
04/10/2019 03H,56205
04/10/2019 02H,53762
04/10/2019 01H,49999
04/10/2019 00H,48482
04/9/2019 23H,47426
04/9/2019 22H,47016
04/9/2019 21H,44587
04/9/2019 20H,41813
04/9/2019 19H,38580
04/9/2019 18H,34398
04/9/2019 17H,31309
04/9/2019 16H,27799
04/9/2019 15H,26248
04/9/2019 14H,29879
04/9/2019 13H,30212
04/9/2019 12H,30308
04/9/2019 11H,31681
04/9/2019 10H,32429
04/9/2019 09H,33908
04/9/2019 08H,33860
04/9/2019 07H,33799
04/9/2019 06H,33194
04/9/2019 05H,31879
04/9/2019 04H,29984
04/9/2019 03H,28319
04/9/2019 02H,26152
04/9/2019 01H,24530
04/9/2019 00H,22665
04/8/2019 23H,21489
04/8/2019 22H,22264
04/8/2019 21H,22475
04/8/2019 20H,22653
04/8/2019 19H,23241
04/8/2019 18H,23173
04/8/2019 17H,23363
04/8/2019 16H,21905
04/8/2019 15H,21555
04/8/2019 14H,26399
04/8/2019 13H,28770
04/8/2019 12H,27980
04/8/2019 11H,27769
04/8/2019 10H,27213
04/8/2019 09H,27002
04/8/2019 08H,25633
04/8/2019 07H,25636
04/8/2019 06H,25798
04/8/2019 05H,33336
04/8/2019 04H,35896
04/8/2019 03H,36448
04/8/2019 02H,36175
04/8/2019 01H,36586
04/8/2019 00H,38758
04/7/2019 23H,40000
04/7/2019 22H,39773
04/7/2019 21H,40309
04/7/2019 20H,37912
04/7/2019 19H,35153
04/7/2019 18H,33012
04/7/2019 17H,31525
04/7/2019 16H,31262
04/7/2019 15H,32140
04/7/2019 14H,32932
04/7/2019 13H,33538
04/7/2019 12H,35603
04/7/2019 11H,37793
04/7/2019 10H,39520
04/7/2019 09H,39596
04/7/2019 08H,41693
04/7/2019 07H,42832
04/7/2019 06H,43764
04/7/2019 05H,43848
04/7/2019 04H,41125
04/7/2019 03H,43606
04/7/2019 02H,40844
04/7/2019 01H,35738
04/7/2019 00H,34341
04/6/2019 23H,33396
04/6/2019 22H,33505
04/6/2019 21H,33756
04/6/2019 20H,32302
04/6/2019 19H,31287
04/6/2019 18H,31333
04/6/2019 17H,31507
04/6/2019 16H,31725
04/6/2019 15H,31161
04/6/2019 14H,32263
04/6/2019 13H,31524
04/6/2019 12H,32557
04/6/2019 11H,33189
04/6/2019 10H,34819
04/6/2019 09H,37635
04/6/2019 08H,41196
04/6/2019 07H,44206
04/6/2019 06H,45215
04/6/2019 05H,45652
04/6/2019 04H,49487
04/6/2019 03H,42761
04/6/2019 02H,38901
04/6/2019 01H,36716
04/6/2019 00H,36012
04/5/2019 23H,34437
04/5/2019 22H,33175
04/5/2019 21H,31400
04/5/2019 20H,29519
04/5/2019 19H,28060
04/5/2019 18H,26104
04/5/2019 17H,23168
04/5/2019 16H,21487
04/5/2019 15H,21955
04/5/2019 14H,25755
04/5/2019 13H,28069
04/5/2019 12H,29857
04/5/2019 11H,30718
04/5/2019 10H,31290
04/5/2019 09H,31714
04/5/2019 08H,31540
04/5/2019 07H,31261
04/5/2019 06H,31217
04/5/2019 05H,30879
04/5/2019 04H,26163
04/5/2019 03H,25728
04/5/2019 02H,22760
04/5/2019 01H,21206
04/5/2019 00H,21268
04/4/2019 23H,21296
04/4/2019 22H,21642
04/4/2019 21H,23553
04/4/2019 20H,25567
04/4/2019 19H,27887
04/4/2019 18H,30457
04/4/2019 17H,31831
04/4/2019 16H,32579
04/4/2019 15H,32936
04/4/2019 14H,34467
04/4/2019 13H,35880
04/4/2019 12H,36004
04/4/2019 11H,36918
04/4/2019 10H,36630
04/4/2019 09H,38834
04/4/2019 08H,40719
04/4/2019 07H,43195
04/4/2019 06H,44242
04/4/2019 05H,46628
04/4/2019 04H,51015
04/4/2019 03H,48600
04/4/2019 02H,48444
04/4/2019 01H,47623
04/4/2019 00H,47565
04/3/2019 23H,46496
04/3/2019 22H,45313
04/3/2019 21H,43477
04/3/2019 20H,41320
04/3/2019 19H,39504
04/3/2019 18H,37891
04/3/2019 17H,37211
04/3/2019 16H,36756
04/3/2019 15H,42279
04/3/2019 14H,41210
04/3/2019 13H,43148
04/3/2019 12H,44057
04/3/2019 11H,44732
04/3/2019 10H,44782
04/3/2019 09H,45578
04/3/2019 08H,46538
04/3/2019 07H,45993
04/3/2019 06H,45457
04/3/2019 05H,44897
04/3/2019 04H,45227
04/3/2019 03H,43245
04/3/2019 02H,39145
04/3/2019 01H,39153
04/3/2019 00H,42188
04/2/2019 23H,41759
04/2/2019 22H,41344
04/2/2019 21H,40517
04/2/2019 20H,38258
04/2/2019 19H,35692
04/2/2019 18H,33185
04/2/2019 17H,32183
04/2/2019 16H,31862
04/2/2019 15H,31952
04/2/2019 14H,34969
04/2/2019 13H,38637
04/2/2019 12H,40131
04/2/2019 11H,40187
04/2/2019 10H,40317
04/2/2019 09H,41212
04/2/2019 08H,41465
04/2/2019 07H,41618
04/2/2019 06H,41176
04/2/2019 05H,40517
04/2/2019 04H,36248
04/2/2019 03H,35393
04/2/2019 02H,32342
04/2/2019 01H,30888
04/2/2019 00H,30829
04/1/2019 23H,32256
04/1/2019 22H,33500
04/1/2019 21H,34122
04/1/2019 20H,34012
04/1/2019 19H,33590
04/1/2019 18H,32975
04/1/2019 17H,31896
04/1/2019 16H,31123
04/1/2019 15H,29876
04/1/2019 14H,29348
04/1/2019 13H,30419
04/1/2019 12H,30921
04/1/2019 11H,30683
04/1/2019 10H,30076
04/1/2019 09H,30070
04/1/2019 08H,30062
04/1/2019 07H,30202
04/1/2019 06H,30434
04/1/2019 05H,25902
04/1/2019 04H,30646
04/1/2019 03H,26887
04/1/2019 02H,24278
04/1/2019 01H,22445
04/1/2019 00H,23458
03/31/2019 23H,24863
03/31/2019 22H,25528
03/31/2019 21H,25997
03/31/2019 20H,26685
03/31/2019 19H,27168
03/31/2019 18H,27771
03/31/2019 17H,28749
03/31/2019 16H,29663
03/31/2019 15H,29892
03/31/2019 14H,29674
03/31/2019 13H,30296
03/31/2019 12H,31637
03/31/2019 11H,33028
03/31/2019 10H,34557
03/31/2019 09H,34566
03/31/2019 08H,36597
03/31/2019 07H,38398
03/31/2019 06H,39201
03/31/2019 05H,40483
03/31/2019 04H,39128
03/31/2019 03H,44475
03/31/2019 02H,45665
03/31/2019 01H,45589
03/31/2019 00H,46173
03/30/2019 23H,46684
03/30/2019 22H,46966
03/30/2019 21H,46437
03/30/2019 20H,46478
03/30/2019 19H,45534
03/30/2019 18H,44959
03/30/2019 17H,45911
03/30/2019 16H,46099
03/30/2019 15H,45126
03/30/2019 14H,45343
03/30/2019 13H,45990
03/30/2019 12H,46543
03/30/2019 11H,46714
03/30/2019 10H,45450
03/30/2019 09H,44117
03/30/2019 08H,43849
03/30/2019 07H,43684
03/30/2019 06H,43667
03/30/2019 05H,43900
03/30/2019 04H,42822
03/30/2019 03H,38624
03/30/2019 02H,36754
03/30/2019 01H,33907
03/30/2019 00H,32497
03/29/2019 23H,29577
03/29/2019 22H,26367
03/29/2019 21H,24035
03/29/2019 20H,22948
03/29/2019 19H,23814
03/29/2019 18H,25783
03/29/2019 17H,28229
03/29/2019 16H,30428
03/29/2019 15H,29289
03/29/2019 14H,30353
03/29/2019 13H,34074
03/29/2019 12H,37064
03/29/2019 11H,38284
03/29/2019 10H,39181
03/29/2019 09H,39531
03/29/2019 08H,40023
03/29/2019 07H,41148
03/29/2019 06H,40814
03/29/2019 05H,41793
03/29/2019 04H,44292
03/29/2019 03H,42022
03/29/2019 02H,43165
03/29/2019 01H,45153
03/29/2019 00H,45258
03/28/2019 23H,45032
03/28/2019 22H,43841
03/28/2019 21H,42168
03/28/2019 20H,42492
03/28/2019 19H,43858
03/28/2019 18H,43581
03/28/2019 17H,44266
03/28/2019 16H,46179
03/28/2019 15H,45806
03/28/2019 14H,47523
03/28/2019 13H,49753
03/28/2019 12H,50761
03/28/2019 11H,50740
03/28/2019 10H,51030
03/28/2019 09H,50769
03/28/2019 08H,51514
03/28/2019 07H,51823
03/28/2019 06H,53624
03/28/2019 05H,55615
03/28/2019 04H,51124
03/28/2019 03H,55468
03/28/2019 02H,54767
03/28/2019 01H,52436
03/28/2019 00H,52221
03/27/2019 23H,53416
03/27/2019 22H,53336
03/27/2019 21H,52348
03/27/2019 20H,51794
03/27/2019 19H,48483
03/27/2019 18H,47812
03/27/2019 17H,47503
03/27/2019 16H,47900
03/27/2019 15H,51060
03/27/2019 14H,51457
03/27/2019 13H,53193
03/27/2019 12H,53275
03/27/2019 11H,51115
03/27/2019 10H,48840
03/27/2019 09H,47740
03/27/2019 08H,47264
03/27/2019 07H,47699
03/27/2019 06H,48600
03/27/2019 05H,49008
03/27/2019 04H,50777
03/27/2019 03H,46529
03/27/2019 02H,41551
03/27/2019 01H,36126
03/27/2019 00H,34033
03/26/2019 23H,32196
03/26/2019 22H,29898
03/26/2019 21H,27193
03/26/2019 20H,25202
03/26/2019 19H,24241
03/26/2019 18H,22645
03/26/2019 17H,20499
03/26/2019 16H,18222
03/26/2019 15H,17671
03/26/2019 14H,20174
03/26/2019 13H,20846
03/26/2019 12H,21491
03/26/2019 11H,22737
03/26/2019 10H,23414
03/26/2019 09H,24326
03/26/2019 08H,24294
03/26/2019 07H,24505
03/26/2019 06H,25080
03/26/2019 05H,25581
03/26/2019 04H,25457
03/26/2019 03H,21689
03/26/2019 02H,18361
03/26/2019 01H,15711
03/26/2019 00H,15131
03/25/2019 23H,15158
03/25/2019 22H,14598
03/25/2019 21H,14805
03/25/2019 20H,15306
03/25/2019 19H,14850
03/25/2019 18H,14631
03/25/2019 17H,14699
03/25/2019 16H,16794
03/25/2019 15H,18307
03/25/2019 14H,21861
03/25/2019 13H,23513
03/25/2019 12H,24370
03/25/2019 11H,24602
03/25/2019 10H,24124
03/25/2019 09H,24235
03/25/2019 08H,26388
03/25/2019 07H,28406
03/25/2019 06H,30263
03/25/2019 05H,31158
03/25/2019 04H,29388
03/25/2019 03H,28178
03/25/2019 02H,24852
03/25/2019 01H,21509
03/25/2019 00H,20317
03/24/2019 23H,19955
03/24/2019 22H,19300
03/24/2019 21H,18693
03/24/2019 20H,18290
03/24/2019 19H,18130
03/24/2019 18H,18215
03/24/2019 17H,20168
03/24/2019 16H,21216
03/24/2019 15H,21700
03/24/2019 14H,26788
03/24/2019 13H,29403
03/24/2019 12H,31067
03/24/2019 11H,33724
03/24/2019 10H,35085
03/24/2019 09H,34773
03/24/2019 08H,35543
03/24/2019 07H,36648
03/24/2019 06H,36123
03/24/2019 05H,37065
03/24/2019 04H,37877
03/24/2019 03H,36459
03/24/2019 02H,35415
03/24/2019 01H,32794
03/24/2019 00H,32348
03/23/2019 23H,33011
03/23/2019 22H,33815
03/23/2019 21H,33037
03/23/2019 20H,31324
03/23/2019 19H,29602
03/23/2019 18H,29978
03/23/2019 17H,30886
03/23/2019 16H,32423
03/23/2019 15H,34964
03/23/2019 14H,39258
03/23/2019 13H,39379
03/23/2019 12H,40678
03/23/2019 11H,41609
03/23/2019 10H,42103
03/23/2019 09H,42513
03/23/2019 08H,43651
03/23/2019 07H,44188
03/23/2019 06H,45623
03/23/2019 05H,46964
03/23/2019 04H,48168
03/23/2019 03H,47108
03/23/2019 02H,45207
03/23/2019 01H,43085
03/23/2019 00H,43641
03/22/2019 23H,42597
03/22/2019 22H,40359
03/22/2019 21H,39372
03/22/2019 20H,38636
03/22/2019 19H,38182
03/22/2019 18H,36390
03/22/2019 17H,33958
03/22/2019 16H,31121
03/22/2019 15H,31343
03/22/2019 14H,35843
03/22/2019 13H,38279
03/22/2019 12H,39505
03/22/2019 11H,41105
03/22/2019 10H,42661
03/22/2019 09H,43459
03/22/2019 08H,44226
03/22/2019 07H,44565
03/22/2019 06H,43848
03/22/2019 05H,42505
03/22/2019 04H,37693
03/22/2019 03H,35241
03/22/2019 02H,29884
03/22/2019 01H,24831
03/22/2019 00H,22034
03/21/2019 23H,20792
03/21/2019 22H,19488
03/21/2019 21H,17604
03/21/2019 20H,15084
03/21/2019 19H,12932
03/21/2019 18H,12837
03/21/2019 17H,13388
03/21/2019 16H,13337
03/21/2019 15H,15789
03/21/2019 14H,20744
03/21/2019 13H,22466
03/21/2019 12H,23452
03/21/2019 11H,24015
03/21/2019 10H,24598
03/21/2019 09H,23616
03/21/2019 08H,23059
03/21/2019 07H,23299
03/21/2019 06H,22705
03/21/2019 05H,22175
03/21/2019 04H,20935
03/21/2019 03H,22177
03/21/2019 02H,22404
03/21/2019 01H,22965
03/21/2019 00H,27704
03/20/2019 23H,27970
03/20/2019 22H,28248
03/20/2019 21H,28582
03/20/2019 20H,29437
03/20/2019 19H,28531
03/20/2019 18H,27237
03/20/2019 17H,26218
03/20/2019 16H,26762
03/20/2019 15H,27963
03/20/2019 14H,28984
03/20/2019 13H,29951
03/20/2019 12H,29350
03/20/2019 11H,29665
03/20/2019 10H,29805
03/20/2019 09H,29687
03/20/2019 08H,29840
03/20/2019 07H,31115
03/20/2019 06H,32290
03/20/2019 05H,33463
03/20/2019 04H,30801
03/20/2019 03H,30543
03/20/2019 02H,27349
03/20/2019 01H,23781
03/20/2019 00H,22772
03/19/2019 23H,23254
03/19/2019 22H,24064
03/19/2019 21H,23918
03/19/2019 20H,24382
03/19/2019 19H,25035
03/19/2019 18H,26751
03/19/2019 17H,28458
03/19/2019 16H,29016
03/19/2019 15H,30084
03/19/2019 14H,35643
03/19/2019 13H,36672
03/19/2019 12H,36293
03/19/2019 11H,34811
03/19/2019 10H,34445
03/19/2019 09H,34054
03/19/2019 08H,33487
03/19/2019 07H,33464
03/19/2019 06H,32385
03/19/2019 05H,30830
03/19/2019 04H,30444
03/19/2019 03H,26005
03/19/2019 02H,20470
03/19/2019 01H,15702
03/19/2019 00H,14403
03/18/2019 23H,14781
03/18/2019 22H,15476
03/18/2019 21H,15441
03/18/2019 20H,14308
03/18/2019 19H,12452
03/18/2019 18H,10741
03/18/2019 17H,9869
03/18/2019 16H,9652
03/18/2019 15H,10355
03/18/2019 14H,12923
03/18/2019 13H,14061
03/18/2019 12H,14901
03/18/2019 11H,16001
03/18/2019 10H,17591
03/18/2019 09H,19211
03/18/2019 08H,20129
03/18/2019 07H,20875
03/18/2019 06H,21866
03/18/2019 05H,22195
03/18/2019 04H,20654
03/18/2019 03H,18987
03/18/2019 02H,15081
03/18/2019 01H,11366
03/18/2019 00H,10599
03/17/2019 23H,11191
03/17/2019 22H,11731
03/17/2019 21H,11206
03/17/2019 20H,11102
03/17/2019 19H,10292
03/17/2019 18H,8821
03/17/2019 17H,8866
03/17/2019 16H,9730
03/17/2019 15H,11555
03/17/2019 14H,14799
03/17/2019 13H,16021
03/17/2019 12H,16579
03/17/2019 11H,17375
03/17/2019 10H,18543
03/17/2019 09H,19187
03/17/2019 08H,19509
03/17/2019 07H,20334
03/17/2019 06H,20683
03/17/2019 05H,21198
03/17/2019 04H,27235
03/17/2019 03H,20851
03/17/2019 02H,18420
03/17/2019 01H,15014
03/17/2019 00H,13873
03/16/2019 23H,14225
03/16/2019 22H,15467
03/16/2019 21H,16297
03/16/2019 20H,17016
03/16/2019 19H,18103
03/16/2019 18H,18360
03/16/2019 17H,18038
03/16/2019 16H,17748
03/16/2019 15H,19797
03/16/2019 14H,23190
03/16/2019 13H,23639
03/16/2019 12H,24604
03/16/2019 11H,25074
03/16/2019 10H,25382
03/16/2019 09H,25929
03/16/2019 08H,26706
03/16/2019 07H,27475
03/16/2019 06H,26885
03/16/2019 05H,26176
03/16/2019 04H,25942
03/16/2019 03H,24730
03/16/2019 02H,25609
03/16/2019 01H,26948
03/16/2019 00H,31245
03/15/2019 23H,34659
03/15/2019 22H,37279
03/15/2019 21H,38997
03/15/2019 20H,40066
03/15/2019 19H,40502
03/15/2019 18H,42156
03/15/2019 17H,44178
03/15/2019 16H,47219
03/15/2019 15H,46396
03/15/2019 14H,48890
03/15/2019 13H,51308
03/15/2019 12H,53124
03/15/2019 11H,55099
03/15/2019 10H,55445
03/15/2019 09H,55934
03/15/2019 08H,57049
03/15/2019 07H,57776
03/15/2019 06H,57969
03/15/2019 05H,58070
03/15/2019 04H,56746
03/15/2019 03H,56364
03/15/2019 02H,53899
03/15/2019 01H,52822
03/15/2019 00H,52456
03/14/2019 23H,51474
03/14/2019 22H,51039
03/14/2019 21H,49790
03/14/2019 20H,49174
03/14/2019 19H,48903
03/14/2019 18H,48523
03/14/2019 17H,48333
03/14/2019 16H,47735
03/14/2019 15H,47721
03/14/2019 14H,47810
03/14/2019 13H,49042
03/14/2019 12H,50171
03/14/2019 11H,51286
03/14/2019 10H,52052
03/14/2019 09H,53232
03/14/2019 08H,54515
03/14/2019 07H,54768
03/14/2019 06H,55486
03/14/2019 05H,56584
03/14/2019 04H,56726
03/14/2019 03H,58120
03/14/2019 02H,56408
03/14/2019 01H,54621
03/14/2019 00H,51047
03/13/2019 23H,48444
03/13/2019 22H,47446
03/13/2019 21H,46839
03/13/2019 20H,47857
03/13/2019 19H,48530
03/13/2019 18H,49792
03/13/2019 17H,51770
03/13/2019 16H,54158
03/13/2019 15H,56173
03/13/2019 14H,56318
03/13/2019 13H,55114
03/13/2019 12H,53801
03/13/2019 11H,53605
03/13/2019 10H,54067
03/13/2019 09H,54615
03/13/2019 08H,54878
03/13/2019 07H,55173
03/13/2019 06H,56446
03/13/2019 05H,58383
03/13/2019 04H,57319
03/13/2019 03H,60340
03/13/2019 02H,60115
03/13/2019 01H,59435
03/13/2019 00H,58124
03/12/2019 23H,57281
03/12/2019 22H,57358
03/12/2019 21H,57306
03/12/2019 20H,56269
03/12/2019 19H,53886
03/12/2019 18H,50910
03/12/2019 17H,47953
03/12/2019 16H,45697
03/12/2019 15H,43877
03/12/2019 14H,42739
03/12/2019 13H,41843
03/12/2019 12H,40784
03/12/2019 11H,38944
03/12/2019 10H,36754
03/12/2019 09H,36144
03/12/2019 08H,36827
03/12/2019 07H,36688
03/12/2019 06H,35639
03/12/2019 05H,35351
03/12/2019 04H,31874
03/12/2019 03H,31990
03/12/2019 02H,27508
03/12/2019 01H,24185
03/12/2019 00H,21964
03/11/2019 23H,20084
03/11/2019 22H,19096
03/11/2019 21H,17604
03/11/2019 20H,16908
03/11/2019 19H,16584
03/11/2019 18H,16256
03/11/2019 17H,15493
03/11/2019 16H,14942
03/11/2019 15H,14381
03/11/2019 14H,14515
03/11/2019 13H,13614
03/11/2019 12H,13657
03/11/2019 11H,14710
03/11/2019 10H,16268
03/11/2019 09H,17903
03/11/2019 08H,19804
03/11/2019 07H,21749
03/11/2019 06H,23949
03/11/2019 05H,26529
03/11/2019 04H,29974
03/11/2019 03H,31220
03/11/2019 02H,31700
03/11/2019 01H,30848
03/11/2019 00H,30656
03/10/2019 23H,31956
03/10/2019 22H,32646
03/10/2019 21H,33573
03/10/2019 20H,34602
03/10/2019 19H,36037
03/10/2019 18H,37796
03/10/2019 17H,40006
03/10/2019 16H,43121
03/10/2019 15H,43095
03/10/2019 14H,42811
03/10/2019 13H,43549
03/10/2019 12H,43611
03/10/2019 11H,43363
03/10/2019 10H,41279
03/10/2019 09H,42325
03/10/2019 08H,42782
03/10/2019 07H,42642
03/10/2019 06H,41406
03/10/2019 05H,38686
03/10/2019 04H,43058
03/10/2019 03H,43863
03/10/2019 02H,43502
03/10/2019 01H,41395
03/10/2019 00H,40059
03/9/2019 23H,39922
03/9/2019 22H,40474
03/9/2019 21H,42476
03/9/2019 20H,44209
03/9/2019 19H,46622
03/9/2019 18H,49971
03/9/2019 17H,51487
03/9/2019 16H,52110
03/9/2019 15H,54449
03/9/2019 14H,54498
03/9/2019 13H,54180
03/9/2019 12H,53077
03/9/2019 11H,52060
03/9/2019 10H,51256
03/9/2019 09H,50841
03/9/2019 08H,47825
03/9/2019 07H,46486
03/9/2019 06H,47374
03/9/2019 05H,46693
03/9/2019 04H,47051
03/9/2019 03H,43990
03/9/2019 02H,39717
03/9/2019 01H,34475
03/9/2019 00H,29953
03/8/2019 23H,26867
03/8/2019 22H,25405
03/8/2019 21H,24128
03/8/2019 20H,21409
03/8/2019 19H,18287
03/8/2019 18H,15896
03/8/2019 17H,15994
03/8/2019 16H,16393
03/8/2019 15H,18254
03/8/2019 14H,20434
03/8/2019 13H,21888
03/8/2019 12H,23139
03/8/2019 11H,24765
03/8/2019 10H,27026
03/8/2019 09H,29737
03/8/2019 08H,32390
03/8/2019 07H,34163
03/8/2019 06H,36239
03/8/2019 05H,43129
03/8/2019 04H,39638
03/8/2019 03H,37592
03/8/2019 02H,36070
03/8/2019 01H,33986
03/8/2019 00H,31407
03/7/2019 23H,29519
03/7/2019 22H,29220
03/7/2019 21H,28241
03/7/2019 20H,25999
03/7/2019 19H,25433
03/7/2019 18H,26104
03/7/2019 17H,27661
03/7/2019 16H,30234
03/7/2019 15H,34428
03/7/2019 14H,37388
03/7/2019 13H,39616
03/7/2019 12H,40996
03/7/2019 11H,42312
03/7/2019 10H,43201
03/7/2019 09H,43584
03/7/2019 08H,43318
03/7/2019 07H,44236
03/7/2019 06H,45059
03/7/2019 05H,46643
03/7/2019 04H,45726
03/7/2019 03H,44941
03/7/2019 02H,42805
03/7/2019 01H,41189
03/7/2019 00H,41282
03/6/2019 23H,42003
03/6/2019 22H,42253
03/6/2019 21H,41042
03/6/2019 20H,39563
03/6/2019 19H,38712
03/6/2019 18H,38069
03/6/2019 17H,36315
03/6/2019 16H,35129
03/6/2019 15H,35809
03/6/2019 14H,37150
03/6/2019 13H,35132
03/6/2019 12H,34107
03/6/2019 11H,33725
03/6/2019 10H,33061
03/6/2019 09H,33268
03/6/2019 08H,33847
03/6/2019 07H,34745
03/6/2019 06H,35183
03/6/2019 05H,33107
03/6/2019 04H,33602
03/6/2019 03H,32315
03/6/2019 02H,30662
03/6/2019 01H,29918
03/6/2019 00H,30379
03/5/2019 23H,31692
03/5/2019 22H,31938
03/5/2019 21H,32360
03/5/2019 20H,31511
03/5/2019 19H,30585
03/5/2019 18H,31151
03/5/2019 17H,31784
03/5/2019 16H,32421
03/5/2019 15H,34037
03/5/2019 14H,36205
03/5/2019 13H,35792
03/5/2019 12H,35538
03/5/2019 11H,34469
03/5/2019 10H,33830
03/5/2019 09H,32874
03/5/2019 08H,32094
03/5/2019 07H,31908
