Net generation from other for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.OTH.H
17:14:21 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.OTH.H megawatthours
12/19/2018 07H,7843
12/19/2018 06H,7826
12/19/2018 05H,7823
12/19/2018 04H,7905
12/19/2018 03H,8410
12/19/2018 02H,8803
12/19/2018 01H,8700
12/19/2018 00H,7638
12/18/2018 23H,7483
12/18/2018 22H,8185
12/18/2018 21H,8092
12/18/2018 20H,8017
12/18/2018 19H,7958
12/18/2018 18H,7750
12/18/2018 17H,7977
12/18/2018 16H,8244
12/18/2018 15H,8521
12/18/2018 14H,8661
12/18/2018 13H,8592
12/18/2018 12H,8428
12/18/2018 11H,8191
12/18/2018 10H,7905
12/18/2018 09H,7812
12/18/2018 08H,7755
12/18/2018 07H,7772
12/18/2018 06H,7856
12/18/2018 05H,7746
12/18/2018 04H,8070
12/18/2018 03H,8351
12/18/2018 02H,8367
12/18/2018 01H,8338
12/18/2018 00H,8184
12/17/2018 23H,8013
12/17/2018 22H,7758
12/17/2018 21H,7469
12/17/2018 20H,7346
12/17/2018 19H,7383
12/17/2018 18H,7438
12/17/2018 17H,6584
12/17/2018 16H,7765
12/17/2018 15H,7981
12/17/2018 14H,8173
12/17/2018 13H,8155
12/17/2018 12H,8105
12/17/2018 11H,7907
12/17/2018 10H,7560
12/17/2018 09H,7417
12/17/2018 08H,7276
12/17/2018 07H,7173
12/17/2018 06H,7243
12/17/2018 05H,7452
12/17/2018 04H,7698
12/17/2018 03H,7911
12/17/2018 02H,8127
12/17/2018 01H,8174
12/17/2018 00H,8011
12/16/2018 23H,7800
12/16/2018 22H,7648
12/16/2018 21H,7353
12/16/2018 20H,7308
12/16/2018 19H,7453
12/16/2018 18H,7535
12/16/2018 17H,7650
12/16/2018 16H,7779
12/16/2018 15H,7773
12/16/2018 14H,7847
12/16/2018 13H,7620
12/16/2018 12H,7627
12/16/2018 11H,7582
12/16/2018 10H,7394
12/16/2018 09H,7300
12/16/2018 08H,7176
12/16/2018 07H,7235
12/16/2018 06H,6575
12/16/2018 05H,6668
12/16/2018 04H,6758
12/16/2018 03H,6939
12/16/2018 02H,7892
12/16/2018 01H,7904
12/16/2018 00H,7890
12/15/2018 23H,7857
12/15/2018 22H,7808
12/15/2018 21H,6799
12/15/2018 20H,6845
12/15/2018 19H,6929
12/15/2018 18H,6908
12/15/2018 17H,6926
12/15/2018 16H,6992
12/15/2018 15H,6990
12/15/2018 14H,6901
12/15/2018 13H,6818
12/15/2018 12H,6854
12/15/2018 11H,6710
12/15/2018 10H,6596
12/15/2018 09H,7272
12/15/2018 08H,7417
12/15/2018 07H,7509
12/15/2018 06H,7560
12/15/2018 05H,7684
12/15/2018 04H,7871
12/15/2018 03H,8109
12/15/2018 02H,8214
12/15/2018 01H,8244
12/15/2018 00H,8297
12/14/2018 23H,8276
12/14/2018 22H,8267
12/14/2018 21H,8222
12/14/2018 20H,8214
12/14/2018 19H,8253
12/14/2018 18H,8275
12/14/2018 17H,8305
12/14/2018 16H,7490
12/14/2018 15H,8390
12/14/2018 14H,8298
12/14/2018 13H,8224
12/14/2018 12H,8020
12/14/2018 11H,7611
12/14/2018 10H,7432
12/14/2018 09H,7338
12/14/2018 08H,7415
12/14/2018 07H,7371
12/14/2018 06H,7457
12/14/2018 05H,7730
12/14/2018 04H,8413
12/14/2018 03H,8972
12/14/2018 02H,9146
12/14/2018 01H,9131
12/14/2018 00H,9121
12/13/2018 23H,8997
12/13/2018 22H,8827
12/13/2018 21H,8690
12/13/2018 20H,7755
12/13/2018 19H,7729
12/13/2018 18H,7651
12/13/2018 17H,8762
12/13/2018 16H,8871
12/13/2018 15H,7998
12/13/2018 14H,7999
12/13/2018 13H,7816
12/13/2018 12H,8234
12/13/2018 11H,8069
12/13/2018 10H,7815
12/13/2018 09H,7678
12/13/2018 08H,7661
12/13/2018 07H,7711
12/13/2018 06H,7785
12/13/2018 05H,8005
12/13/2018 04H,8650
12/13/2018 03H,8883
12/13/2018 02H,8930
12/13/2018 01H,8822
12/13/2018 00H,8730
12/12/2018 23H,8636
12/12/2018 22H,8585
12/12/2018 21H,8591
12/12/2018 20H,8537
12/12/2018 19H,8505
12/12/2018 18H,8529
12/12/2018 17H,8680
12/12/2018 16H,7899
12/12/2018 15H,9287
12/12/2018 14H,9345
12/12/2018 13H,9262
12/12/2018 12H,9052
12/12/2018 11H,8480
12/12/2018 10H,8122
12/12/2018 09H,7837
12/12/2018 08H,7589
12/12/2018 07H,7817
12/12/2018 06H,7986
12/12/2018 05H,8097
12/12/2018 04H,8262
12/12/2018 03H,8290
12/12/2018 02H,7536
12/12/2018 01H,7637
12/12/2018 00H,7652
12/11/2018 23H,7593
12/11/2018 22H,7490
12/11/2018 21H,7338
12/11/2018 20H,7317
12/11/2018 19H,7459
12/11/2018 18H,7490
12/11/2018 17H,7601
12/11/2018 16H,7673
12/11/2018 15H,7806
12/11/2018 14H,7883
12/11/2018 13H,7831
12/11/2018 12H,8631
12/11/2018 11H,8332
12/11/2018 10H,8023
12/11/2018 09H,7744
12/11/2018 08H,7732
12/11/2018 07H,7810
12/11/2018 06H,8170
12/11/2018 05H,8632
12/11/2018 04H,8500
12/11/2018 03H,8757
12/11/2018 02H,8781
12/11/2018 01H,8812
12/11/2018 00H,8704
12/10/2018 23H,8753
12/10/2018 22H,8555
12/10/2018 21H,8450
12/10/2018 20H,8417
12/10/2018 19H,8455
12/10/2018 18H,8373
12/10/2018 17H,8297
12/10/2018 16H,8212
12/10/2018 15H,8167
12/10/2018 14H,8493
12/10/2018 13H,8668
12/10/2018 12H,8465
12/10/2018 11H,8235
12/10/2018 10H,8155
12/10/2018 09H,7943
12/10/2018 08H,7772
12/10/2018 07H,7739
12/10/2018 06H,7799
12/10/2018 05H,7857
12/10/2018 04H,7994
12/10/2018 03H,8399
12/10/2018 02H,8573
12/10/2018 01H,8624
12/10/2018 00H,8598
12/9/2018 23H,8588
12/9/2018 22H,8382
12/9/2018 21H,8105
12/9/2018 20H,8069
12/9/2018 19H,8070
12/9/2018 18H,8143
12/9/2018 17H,8165
12/9/2018 16H,8296
12/9/2018 15H,8349
12/9/2018 14H,8358
12/9/2018 13H,8496
12/9/2018 12H,8488
12/9/2018 11H,8300
12/9/2018 10H,8269
12/9/2018 09H,8122
12/9/2018 08H,8018
12/9/2018 07H,8184
12/9/2018 06H,8290
12/9/2018 05H,8501
12/9/2018 04H,8510
12/9/2018 03H,8664
12/9/2018 02H,8810
12/9/2018 01H,8789
12/9/2018 00H,8728
12/8/2018 23H,8742
12/8/2018 22H,8570
12/8/2018 21H,8604
12/8/2018 20H,8530
12/8/2018 19H,8579
12/8/2018 18H,8575
12/8/2018 17H,8629
12/8/2018 16H,8648
12/8/2018 15H,8625
12/8/2018 14H,8540
12/8/2018 13H,8501
12/8/2018 12H,8145
12/8/2018 11H,7869
12/8/2018 10H,7822
12/8/2018 09H,7764
12/8/2018 08H,7759
12/8/2018 07H,7871
12/8/2018 06H,7966
12/8/2018 05H,8074
12/8/2018 04H,8060
12/8/2018 03H,8261
12/8/2018 02H,8303
12/8/2018 01H,8218
12/8/2018 00H,8238
12/7/2018 23H,8211
12/7/2018 22H,8127
12/7/2018 21H,8099
12/7/2018 20H,8083
12/7/2018 19H,8299
12/7/2018 18H,8466
12/7/2018 17H,8727
12/7/2018 16H,8839
12/7/2018 15H,8912
12/7/2018 14H,8788
12/7/2018 13H,8744
12/7/2018 12H,8545
12/7/2018 11H,8329
12/7/2018 10H,8193
12/7/2018 09H,8133
12/7/2018 08H,8180
12/7/2018 07H,8276
12/7/2018 06H,8355
12/7/2018 05H,8527
12/7/2018 04H,7815
12/7/2018 03H,7884
12/7/2018 02H,8072
12/7/2018 01H,7979
12/7/2018 00H,7950
12/6/2018 23H,7880
12/6/2018 22H,7675
12/6/2018 21H,7645
12/6/2018 20H,8546
12/6/2018 19H,8646
12/6/2018 18H,8664
12/6/2018 17H,8618
12/6/2018 16H,8809
12/6/2018 15H,7865
12/6/2018 14H,7863
12/6/2018 13H,7905
12/6/2018 12H,7791
12/6/2018 11H,8265
12/6/2018 10H,8106
12/6/2018 09H,7995
12/6/2018 08H,7994
12/6/2018 07H,8009
12/6/2018 06H,7383
12/6/2018 05H,7595
12/6/2018 04H,7554
12/6/2018 03H,8041
12/6/2018 02H,7991
12/6/2018 01H,7966
12/6/2018 00H,7860
12/5/2018 23H,7915
12/5/2018 22H,7834
12/5/2018 21H,7531
12/5/2018 20H,7609
12/5/2018 19H,7664
12/5/2018 18H,7644
12/5/2018 17H,7604
12/5/2018 16H,7469
12/5/2018 15H,7399
12/5/2018 14H,7360
12/5/2018 13H,7188
12/5/2018 12H,7982
12/5/2018 11H,7704
12/5/2018 10H,7583
12/5/2018 09H,7607
12/5/2018 08H,7614
12/5/2018 07H,7604
12/5/2018 06H,7851
12/5/2018 05H,7727
12/5/2018 04H,8439
12/5/2018 03H,8843
12/5/2018 02H,9141
12/5/2018 01H,9182
12/5/2018 00H,9158
12/4/2018 23H,9606
12/4/2018 22H,9425
12/4/2018 21H,9247
12/4/2018 20H,8876
12/4/2018 19H,8872
12/4/2018 18H,8819
12/4/2018 17H,8571
12/4/2018 16H,8373
12/4/2018 15H,8169
12/4/2018 14H,8101
12/4/2018 13H,8011
12/4/2018 12H,7832
12/4/2018 11H,7707
12/4/2018 10H,7744
12/4/2018 09H,7625
12/4/2018 08H,7644
12/4/2018 07H,7667
12/4/2018 06H,6910
12/4/2018 05H,6788
12/4/2018 04H,6998
12/4/2018 03H,7041
12/4/2018 02H,7113
12/4/2018 01H,7233
12/4/2018 00H,7174
12/3/2018 23H,7062
12/3/2018 22H,6907
12/3/2018 21H,7639
12/3/2018 20H,7562
12/3/2018 19H,7515
12/3/2018 18H,6608
12/3/2018 17H,6638
12/3/2018 16H,6652
12/3/2018 15H,6709
12/3/2018 14H,6695
12/3/2018 13H,6548
12/3/2018 12H,6464
12/3/2018 11H,6409
12/3/2018 10H,6293
12/3/2018 09H,6702
12/3/2018 08H,6697
12/3/2018 07H,6749
12/3/2018 06H,6831
12/3/2018 05H,7031
12/3/2018 04H,7086
12/3/2018 03H,7246
12/3/2018 02H,7449
12/3/2018 01H,7403
12/3/2018 00H,7375
12/2/2018 23H,7382
12/2/2018 22H,7297
12/2/2018 21H,7126
12/2/2018 20H,7038
12/2/2018 19H,7109
12/2/2018 18H,6972
12/2/2018 17H,6962
12/2/2018 16H,6886
12/2/2018 15H,6788
12/2/2018 14H,6703
12/2/2018 13H,6655
12/2/2018 12H,6611
12/2/2018 11H,6542
12/2/2018 10H,6523
12/2/2018 09H,6547
12/2/2018 08H,6653
12/2/2018 07H,6705
12/2/2018 06H,6799
12/2/2018 05H,6946
12/2/2018 04H,6968
12/2/2018 03H,7080
12/2/2018 02H,7068
12/2/2018 01H,7121
12/2/2018 00H,7065
12/1/2018 23H,7037
12/1/2018 22H,7033
12/1/2018 21H,6935
12/1/2018 20H,7019
12/1/2018 19H,7008
12/1/2018 18H,6833
12/1/2018 17H,6829
12/1/2018 16H,6802
12/1/2018 15H,6796
12/1/2018 14H,6759
12/1/2018 13H,6742
12/1/2018 12H,6758
12/1/2018 11H,6701
12/1/2018 10H,6533
12/1/2018 09H,6714
12/1/2018 08H,6780
12/1/2018 07H,6915
12/1/2018 06H,7014
12/1/2018 05H,7317
12/1/2018 04H,7426
12/1/2018 03H,7572
12/1/2018 02H,7582
12/1/2018 01H,7544
12/1/2018 00H,7457
11/30/2018 23H,7531
11/30/2018 22H,7475
11/30/2018 21H,7501
11/30/2018 20H,7513
11/30/2018 19H,7517
11/30/2018 18H,7520
11/30/2018 17H,7632
11/30/2018 16H,7640
11/30/2018 15H,7719
11/30/2018 14H,7691
11/30/2018 13H,7604
11/30/2018 12H,7378
11/30/2018 11H,7075
11/30/2018 10H,6941
11/30/2018 09H,6947
11/30/2018 08H,7059
11/30/2018 07H,7076
11/30/2018 06H,7233
11/30/2018 05H,8090
11/30/2018 04H,7999
11/30/2018 03H,8107
11/30/2018 02H,8261
11/30/2018 01H,8236
11/30/2018 00H,8200
11/29/2018 23H,8127
11/29/2018 22H,7961
11/29/2018 21H,7796
11/29/2018 20H,7739
11/29/2018 19H,7703
11/29/2018 18H,7970
11/29/2018 17H,8222
11/29/2018 16H,8388
11/29/2018 15H,8532
11/29/2018 14H,8473
11/29/2018 13H,8439
11/29/2018 12H,8302
11/29/2018 11H,7976
11/29/2018 10H,7766
11/29/2018 09H,7723
11/29/2018 08H,7790
11/29/2018 07H,7798
11/29/2018 06H,7921
11/29/2018 05H,7995
11/29/2018 04H,8368
11/29/2018 03H,8747
11/29/2018 02H,8793
11/29/2018 01H,8716
11/29/2018 00H,8643
11/28/2018 23H,8430
11/28/2018 22H,8276
11/28/2018 21H,8200
11/28/2018 20H,8358
11/28/2018 19H,8379
11/28/2018 18H,8390
11/28/2018 17H,8458
11/28/2018 16H,8413
11/28/2018 15H,8437
11/28/2018 14H,8412
11/28/2018 13H,8403
11/28/2018 12H,8417
11/28/2018 11H,8340
11/28/2018 10H,7997
11/28/2018 09H,7904
11/28/2018 08H,7871
11/28/2018 07H,8039
11/28/2018 06H,8147
11/28/2018 05H,8143
11/28/2018 04H,8420
11/28/2018 03H,8740
11/28/2018 02H,8760
11/28/2018 01H,7562
11/28/2018 00H,7474
11/27/2018 23H,8386
11/27/2018 22H,8256
11/27/2018 21H,8213
11/27/2018 20H,8155
11/27/2018 19H,8152
11/27/2018 18H,7815
11/27/2018 17H,7925
11/27/2018 16H,8071
11/27/2018 15H,8080
11/27/2018 14H,8118
11/27/2018 13H,8071
11/27/2018 12H,8030
11/27/2018 11H,7791
11/27/2018 10H,7660
11/27/2018 09H,7659
11/27/2018 08H,7625
11/27/2018 07H,7664
11/27/2018 06H,7024
11/27/2018 05H,6843
11/27/2018 04H,7133
11/27/2018 03H,7302
11/27/2018 02H,7360
11/27/2018 01H,7340
11/27/2018 00H,7392
11/26/2018 23H,8256
11/26/2018 22H,8044
11/26/2018 21H,8066
11/26/2018 20H,8036
11/26/2018 19H,8011
11/26/2018 18H,8080
11/26/2018 17H,8227
11/26/2018 16H,8297
11/26/2018 15H,8319
11/26/2018 14H,8192
11/26/2018 13H,8043
11/26/2018 12H,7858
11/26/2018 11H,7537
11/26/2018 10H,7188
11/26/2018 09H,7043
11/26/2018 08H,7167
11/26/2018 07H,7162
11/26/2018 06H,7249
11/26/2018 05H,7419
11/26/2018 04H,7564
11/26/2018 03H,7789
11/26/2018 02H,7991
11/26/2018 01H,8018
11/26/2018 00H,7850
11/25/2018 23H,7654
11/25/2018 22H,7453
11/25/2018 21H,7376
11/25/2018 20H,7349
11/25/2018 19H,6671
11/25/2018 18H,6640
11/25/2018 17H,6812
11/25/2018 16H,6833
11/25/2018 15H,6799
11/25/2018 14H,7425
11/25/2018 13H,6744
11/25/2018 12H,6583
11/25/2018 11H,6441
11/25/2018 10H,6470
11/25/2018 09H,6955
11/25/2018 08H,7186
11/25/2018 07H,7336
11/25/2018 06H,7531
11/25/2018 05H,6832
11/25/2018 04H,7795
11/25/2018 03H,8012
11/25/2018 02H,8117
11/25/2018 01H,8262
11/25/2018 00H,8354
11/24/2018 23H,8197
11/24/2018 22H,8070
11/24/2018 21H,7157
11/24/2018 20H,8033
11/24/2018 19H,8090
11/24/2018 18H,8219
11/24/2018 17H,8228
11/24/2018 16H,8219
11/24/2018 15H,8023
11/24/2018 14H,7940
11/24/2018 13H,7891
11/24/2018 12H,7940
11/24/2018 11H,7761
11/24/2018 10H,7716
11/24/2018 09H,7770
11/24/2018 08H,7795
11/24/2018 07H,7924
11/24/2018 06H,8043
11/24/2018 05H,8084
11/24/2018 04H,8226
11/24/2018 03H,8401
11/24/2018 02H,8488
11/24/2018 01H,8536
11/24/2018 00H,7517
11/23/2018 23H,7496
11/23/2018 22H,7505
11/23/2018 21H,8379
11/23/2018 20H,8231
11/23/2018 19H,8190
11/23/2018 18H,8046
11/23/2018 17H,8118
11/23/2018 16H,8493
11/23/2018 15H,8449
11/23/2018 14H,7306
11/23/2018 13H,6902
11/23/2018 12H,6875
11/23/2018 11H,6819
11/23/2018 10H,6699
11/23/2018 09H,6736
11/23/2018 08H,8027
11/23/2018 07H,7930
11/23/2018 06H,7623
11/23/2018 05H,8165
11/23/2018 04H,8278
11/23/2018 03H,8343
11/23/2018 02H,8235
11/23/2018 01H,7803
11/23/2018 00H,7996
11/22/2018 23H,7082
11/22/2018 22H,7064
11/22/2018 21H,8014
11/22/2018 20H,8131
11/22/2018 19H,8209
11/22/2018 18H,8121
11/22/2018 17H,8154
11/22/2018 16H,8362
11/22/2018 15H,8445
11/22/2018 14H,8416
11/22/2018 13H,8402
11/22/2018 12H,8393
11/22/2018 11H,8269
11/22/2018 10H,8126
11/22/2018 09H,8021
11/22/2018 08H,8041
11/22/2018 07H,8182
11/22/2018 06H,8049
11/22/2018 05H,8053
11/22/2018 04H,8187
11/22/2018 03H,8263
11/22/2018 02H,8402
11/22/2018 01H,7434
11/22/2018 00H,7473
11/21/2018 23H,7455
11/21/2018 22H,7507
11/21/2018 21H,7429
11/21/2018 20H,8188
11/21/2018 19H,8216
11/21/2018 18H,8175
11/21/2018 17H,8262
11/21/2018 16H,8374
11/21/2018 15H,8443
11/21/2018 14H,8366
11/21/2018 13H,8377
11/21/2018 12H,8259
11/21/2018 11H,8095
11/21/2018 10H,7821
11/21/2018 09H,7814
11/21/2018 08H,7815
11/21/2018 07H,7847
11/21/2018 06H,7863
11/21/2018 05H,7928
11/21/2018 04H,8161
11/21/2018 03H,7261
11/21/2018 02H,7358
11/21/2018 01H,7330
11/21/2018 00H,7331
11/20/2018 23H,7249
11/20/2018 22H,7220
11/20/2018 21H,7289
11/20/2018 20H,7284
11/20/2018 19H,7321
11/20/2018 18H,7393
11/20/2018 17H,7438
11/20/2018 16H,7376
11/20/2018 15H,7329
11/20/2018 14H,7274
11/20/2018 13H,8209
11/20/2018 12H,8067
11/20/2018 11H,7774
11/20/2018 10H,7704
11/20/2018 09H,7575
11/20/2018 08H,7661
11/20/2018 07H,7708
11/20/2018 06H,7943
11/20/2018 05H,8110
11/20/2018 04H,8253
11/20/2018 03H,8394
11/20/2018 02H,8484
11/20/2018 01H,7489
11/20/2018 00H,7458
11/19/2018 23H,7387
11/19/2018 22H,8147
11/19/2018 21H,8252
11/19/2018 20H,8307
11/19/2018 19H,8244
11/19/2018 18H,7200
11/19/2018 17H,8173
11/19/2018 16H,8079
11/19/2018 15H,7991
11/19/2018 14H,7959
11/19/2018 13H,7852
11/19/2018 12H,7652
11/19/2018 11H,7507
11/19/2018 10H,7281
11/19/2018 09H,7179
11/19/2018 08H,7130
11/19/2018 07H,7155
11/19/2018 06H,7199
11/19/2018 05H,7237
11/19/2018 04H,7484
11/19/2018 03H,7832
11/19/2018 02H,7981
11/19/2018 01H,7067
11/19/2018 00H,7009
11/18/2018 23H,6974
11/18/2018 22H,7753
11/18/2018 21H,7660
11/18/2018 20H,7724
11/18/2018 19H,7762
11/18/2018 18H,7791
11/18/2018 17H,7794
11/18/2018 16H,7660
11/18/2018 15H,7679
11/18/2018 14H,7565
11/18/2018 13H,7489
11/18/2018 12H,7403
11/18/2018 11H,7426
11/18/2018 10H,7354
11/18/2018 09H,7252
11/18/2018 08H,7255
11/18/2018 07H,7388
11/18/2018 06H,7567
11/18/2018 05H,7810
11/18/2018 04H,8042
11/18/2018 03H,8067
11/18/2018 02H,8168
11/18/2018 01H,7844
11/18/2018 00H,7712
11/17/2018 23H,8080
11/17/2018 22H,7634
11/17/2018 21H,7365
11/17/2018 20H,7315
11/17/2018 19H,7382
11/17/2018 18H,7640
11/17/2018 17H,7866
11/17/2018 16H,8122
11/17/2018 15H,8222
11/17/2018 14H,8283
11/17/2018 13H,8043
11/17/2018 12H,8030
11/17/2018 11H,7720
11/17/2018 10H,7760
11/17/2018 09H,7760
11/17/2018 08H,7826
11/17/2018 07H,7814
11/17/2018 06H,7807
11/17/2018 05H,7890
11/17/2018 04H,8134
11/17/2018 03H,8209
11/17/2018 02H,8672
11/17/2018 01H,8795
11/17/2018 00H,7866
11/16/2018 23H,7804
11/16/2018 22H,7662
11/16/2018 21H,8081
11/16/2018 20H,8058
11/16/2018 19H,7977
11/16/2018 18H,8030
11/16/2018 17H,8052
11/16/2018 16H,8128
11/16/2018 15H,8279
11/16/2018 14H,8428
11/16/2018 13H,8472
11/16/2018 12H,8176
11/16/2018 11H,7833
11/16/2018 10H,7454
11/16/2018 09H,7323
11/16/2018 08H,7115
11/16/2018 07H,6886
11/16/2018 06H,6807
11/16/2018 05H,7576
11/16/2018 04H,7296
11/16/2018 03H,7420
11/16/2018 02H,8261
11/16/2018 01H,8226
11/16/2018 00H,8131
11/15/2018 23H,8111
11/15/2018 22H,7870
11/15/2018 21H,8587
11/15/2018 20H,8631
11/15/2018 19H,8459
11/15/2018 18H,8637
11/15/2018 17H,8641
11/15/2018 16H,8693
11/15/2018 15H,8723
11/15/2018 14H,8790
11/15/2018 13H,7876
11/15/2018 12H,7846
11/15/2018 11H,8480
11/15/2018 10H,7854
11/15/2018 09H,7794
11/15/2018 08H,7725
11/15/2018 07H,8001
11/15/2018 06H,8281
11/15/2018 05H,8218
11/15/2018 04H,8752
11/15/2018 03H,9004
11/15/2018 02H,8476
11/15/2018 01H,8402
11/15/2018 00H,9264
11/14/2018 23H,9242
11/14/2018 22H,9106
11/14/2018 21H,9058
11/14/2018 20H,9106
11/14/2018 19H,9122
11/14/2018 18H,9186
11/14/2018 17H,9366
11/14/2018 16H,9091
11/14/2018 15H,8965
11/14/2018 14H,8551
11/14/2018 13H,8404
11/14/2018 12H,8136
11/14/2018 11H,7923
11/14/2018 10H,7629
11/14/2018 09H,7685
11/14/2018 08H,7700
11/14/2018 07H,7781
11/14/2018 06H,7947
11/14/2018 05H,7972
11/14/2018 04H,8281
11/14/2018 03H,8887
11/14/2018 02H,9422
11/14/2018 01H,9428
11/14/2018 00H,9513
11/13/2018 23H,9368
11/13/2018 22H,9321
11/13/2018 21H,9400
11/13/2018 20H,9431
11/13/2018 19H,9426
11/13/2018 18H,8453
11/13/2018 17H,8484
11/13/2018 16H,8734
11/13/2018 15H,8017
11/13/2018 14H,7905
11/13/2018 13H,7650
11/13/2018 12H,8352
11/13/2018 11H,7960
11/13/2018 10H,7696
11/13/2018 09H,7541
11/13/2018 08H,7539
11/13/2018 07H,7613
11/13/2018 06H,7843
11/13/2018 05H,8116
11/13/2018 04H,8395
11/13/2018 03H,8607
11/13/2018 02H,8708
11/13/2018 01H,8779
11/13/2018 00H,9206
11/12/2018 23H,9135
11/12/2018 22H,9098
11/12/2018 21H,9040
11/12/2018 20H,8910
11/12/2018 19H,8041
11/12/2018 18H,8879
11/12/2018 17H,8805
11/12/2018 16H,8804
11/12/2018 15H,8419
11/12/2018 14H,8309
11/12/2018 13H,8004
11/12/2018 12H,7775
11/12/2018 11H,7528
11/12/2018 10H,7413
11/12/2018 09H,7425
11/12/2018 08H,7362
11/12/2018 07H,7498
11/12/2018 06H,7484
11/12/2018 05H,7618
11/12/2018 04H,7861
11/12/2018 03H,8065
11/12/2018 02H,8256
11/12/2018 01H,8456
11/12/2018 00H,8472
11/11/2018 23H,8274
11/11/2018 22H,8217
11/11/2018 21H,8101
11/11/2018 20H,7952
11/11/2018 19H,7949
11/11/2018 18H,8005
11/11/2018 17H,8120
11/11/2018 16H,8051
11/11/2018 15H,7879
11/11/2018 14H,7733
11/11/2018 13H,7697
11/11/2018 12H,7670
11/11/2018 11H,7622
11/11/2018 10H,7557
11/11/2018 09H,7580
11/11/2018 08H,7546
11/11/2018 07H,7479
11/11/2018 06H,7785
11/11/2018 05H,7925
11/11/2018 04H,8057
11/11/2018 03H,8202
11/11/2018 02H,8429
11/11/2018 01H,8445
11/11/2018 00H,8449
11/10/2018 23H,8343
11/10/2018 22H,8168
11/10/2018 21H,8127
11/10/2018 20H,8156
11/10/2018 19H,8252
11/10/2018 18H,8342
11/10/2018 17H,8350
11/10/2018 16H,8278
11/10/2018 15H,8105
11/10/2018 14H,8032
11/10/2018 13H,7964
11/10/2018 12H,7771
11/10/2018 11H,7524
11/10/2018 10H,7370
11/10/2018 09H,7307
11/10/2018 08H,6573
11/10/2018 07H,6665
11/10/2018 06H,6882
11/10/2018 05H,7074
11/10/2018 04H,7213
11/10/2018 03H,7333
11/10/2018 02H,7333
11/10/2018 01H,8455
11/10/2018 00H,8789
11/9/2018 23H,8856
11/9/2018 22H,8805
11/9/2018 21H,8806
11/9/2018 20H,8695
11/9/2018 19H,8896
11/9/2018 18H,8878
11/9/2018 17H,8973
11/9/2018 16H,8881
11/9/2018 15H,8688
11/9/2018 14H,8458
11/9/2018 13H,8503
11/9/2018 12H,8255
11/9/2018 11H,7867
11/9/2018 10H,7213
11/9/2018 09H,7244
11/9/2018 08H,7411
11/9/2018 07H,7330
11/9/2018 06H,7494
11/9/2018 05H,7205
11/9/2018 04H,7444
11/9/2018 03H,7636
11/9/2018 02H,8548
11/9/2018 01H,8728
11/9/2018 00H,8800
11/8/2018 23H,8718
11/8/2018 22H,8623
11/8/2018 21H,8583
11/8/2018 20H,8632
11/8/2018 19H,8505
11/8/2018 18H,8494
11/8/2018 17H,8572
11/8/2018 16H,8454
11/8/2018 15H,8103
11/8/2018 14H,7711
11/8/2018 13H,7608
11/8/2018 12H,7365
11/8/2018 11H,6994
11/8/2018 10H,6491
11/8/2018 09H,6407
11/8/2018 08H,6336
11/8/2018 07H,6375
11/8/2018 06H,6820
11/8/2018 05H,7086
11/8/2018 04H,7440
11/8/2018 03H,7862
11/8/2018 02H,8187
11/8/2018 01H,8144
11/8/2018 00H,8331
11/7/2018 23H,8267
11/7/2018 22H,8037
11/7/2018 21H,7069
11/7/2018 20H,6952
11/7/2018 19H,6720
11/7/2018 18H,6557
11/7/2018 17H,6428
11/7/2018 16H,6488
11/7/2018 15H,6483
11/7/2018 14H,6234
11/7/2018 13H,6134
11/7/2018 12H,6683
11/7/2018 11H,5782
11/7/2018 10H,6168
11/7/2018 09H,6159
11/7/2018 08H,6237
11/7/2018 07H,6323
11/7/2018 06H,6459
11/7/2018 05H,7123
11/7/2018 04H,7260
11/7/2018 03H,7447
11/7/2018 02H,7423
11/7/2018 01H,7766
11/7/2018 00H,7840
11/6/2018 23H,7778
11/6/2018 22H,7734
11/6/2018 21H,7638
11/6/2018 20H,7658
11/6/2018 19H,7641
11/6/2018 18H,7611
11/6/2018 17H,7057
11/6/2018 16H,7538
11/6/2018 15H,6885
11/6/2018 14H,7520
11/6/2018 13H,7045
11/6/2018 12H,6907
11/6/2018 11H,6693
11/6/2018 10H,6510
11/6/2018 09H,6442
11/6/2018 08H,6424
11/6/2018 07H,6511
11/6/2018 06H,6679
11/6/2018 05H,7187
11/6/2018 04H,7391
11/6/2018 03H,7655
11/6/2018 02H,8038
11/6/2018 01H,8505
11/6/2018 00H,8439
11/5/2018 23H,8326
11/5/2018 22H,8277
11/5/2018 21H,8166
11/5/2018 20H,7559
11/5/2018 19H,7569
11/5/2018 18H,7760
11/5/2018 17H,7317
11/5/2018 16H,7320
11/5/2018 15H,7294
11/5/2018 14H,7831
11/5/2018 13H,6873
11/5/2018 12H,7692
11/5/2018 11H,7464
11/5/2018 10H,6889
11/5/2018 09H,6870
11/5/2018 08H,6569
11/5/2018 07H,6801
11/5/2018 06H,6731
11/5/2018 05H,6726
11/5/2018 04H,6797
11/5/2018 03H,6882
11/5/2018 02H,7006
11/5/2018 01H,7100
11/5/2018 00H,7068
11/4/2018 23H,7084
