Net generation from coal for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.COL.H
16:49:57 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.COL.H megawatthours
03/24/2021 05H,63481
03/24/2021 04H,70044
03/24/2021 03H,77013
03/24/2021 02H,82811
03/24/2021 01H,83735
03/24/2021 00H,81345
03/23/2021 23H,79324
03/23/2021 22H,77927
03/23/2021 21H,77600
03/23/2021 20H,77868
03/23/2021 19H,77662
03/23/2021 18H,77632
03/23/2021 17H,78149
03/23/2021 16H,78884
03/23/2021 15H,81028
03/23/2021 14H,82924
03/23/2021 13H,83925
03/23/2021 12H,80844
03/23/2021 11H,74611
03/23/2021 10H,69269
03/23/2021 09H,64134
03/23/2021 08H,62938
03/23/2021 07H,63687
03/23/2021 06H,66457
03/23/2021 05H,69950
03/23/2021 04H,75133
03/23/2021 03H,84002
03/23/2021 02H,87148
03/23/2021 01H,85559
03/23/2021 00H,82047
03/22/2021 23H,80350
03/22/2021 22H,79306
03/22/2021 21H,78507
03/22/2021 20H,80773
03/22/2021 19H,81660
03/22/2021 18H,83188
03/22/2021 17H,84365
03/22/2021 16H,86746
03/22/2021 15H,89727
03/22/2021 14H,90341
03/22/2021 13H,90852
03/22/2021 12H,86369
03/22/2021 11H,77896
03/22/2021 10H,70221
03/22/2021 09H,66141
03/22/2021 08H,62892
03/22/2021 07H,60690
03/22/2021 06H,62748
03/22/2021 05H,65564
03/22/2021 04H,73179
03/22/2021 03H,74156
03/22/2021 02H,76464
03/22/2021 01H,73473
03/22/2021 00H,67214
03/21/2021 23H,62481
03/21/2021 22H,59140
03/21/2021 21H,56387
03/21/2021 20H,56415
03/21/2021 19H,57388
03/21/2021 18H,60080
03/21/2021 17H,63205
03/21/2021 16H,67878
03/21/2021 15H,73447
03/21/2021 14H,75094
03/21/2021 13H,72789
03/21/2021 12H,68539
03/21/2021 11H,65429
03/21/2021 10H,63461
03/21/2021 09H,62308
03/21/2021 08H,61434
03/21/2021 07H,61448
03/21/2021 06H,63342
03/21/2021 05H,67007
03/21/2021 04H,72519
03/21/2021 03H,72382
03/21/2021 02H,75786
03/21/2021 01H,74255
03/21/2021 00H,69689
03/20/2021 23H,66698
03/20/2021 22H,65884
03/20/2021 21H,65638
03/20/2021 20H,68210
03/20/2021 19H,71468
03/20/2021 18H,74921
03/20/2021 17H,79184
03/20/2021 16H,84143
03/20/2021 15H,87161
03/20/2021 14H,88208
03/20/2021 13H,88588
03/20/2021 12H,86621
03/20/2021 11H,83725
03/20/2021 10H,80294
03/20/2021 09H,78598
03/20/2021 08H,78279
03/20/2021 07H,79612
03/20/2021 06H,82783
03/20/2021 05H,85396
03/20/2021 04H,89689
03/20/2021 03H,95409
03/20/2021 02H,97869
03/20/2021 01H,97674
03/20/2021 00H,93500
03/19/2021 23H,91214
03/19/2021 22H,90914
03/19/2021 21H,91679
03/19/2021 20H,92702
03/19/2021 19H,95307
03/19/2021 18H,98703
03/19/2021 17H,99680
03/19/2021 16H,100861
03/19/2021 15H,101829
03/19/2021 14H,100876
03/19/2021 13H,100032
03/19/2021 12H,96130
03/19/2021 11H,89818
03/19/2021 10H,83696
03/19/2021 09H,78694
03/19/2021 08H,75699
03/19/2021 07H,75860
03/19/2021 06H,77590
03/19/2021 05H,82035
03/19/2021 04H,87644
03/19/2021 03H,96191
03/19/2021 02H,99910
03/19/2021 01H,98579
03/19/2021 00H,93172
03/18/2021 23H,90329
03/18/2021 22H,89084
03/18/2021 21H,89173
03/18/2021 20H,90152
03/18/2021 19H,91386
03/18/2021 18H,93312
03/18/2021 17H,95791
03/18/2021 16H,96698
03/18/2021 15H,97785
03/18/2021 14H,98583
03/18/2021 13H,98036
03/18/2021 12H,92322
03/18/2021 11H,82556
03/18/2021 10H,74948
03/18/2021 09H,70916
03/18/2021 08H,69895
03/18/2021 07H,71345
03/18/2021 06H,72257
03/18/2021 05H,75568
03/18/2021 04H,85476
03/18/2021 03H,88893
03/18/2021 02H,92882
03/18/2021 01H,92579
03/18/2021 00H,91615
03/17/2021 23H,91751
03/17/2021 22H,92215
03/17/2021 21H,93487
03/17/2021 20H,95560
03/17/2021 19H,96592
03/17/2021 18H,98036
03/17/2021 17H,100989
03/17/2021 16H,103688
03/17/2021 15H,104513
03/17/2021 14H,105639
03/17/2021 13H,103434
03/17/2021 12H,98034
03/17/2021 11H,92920
03/17/2021 10H,87140
03/17/2021 09H,83106
03/17/2021 08H,81369
03/17/2021 07H,81517
03/17/2021 06H,86121
03/17/2021 05H,91397
03/17/2021 04H,97815
03/17/2021 03H,99620
03/17/2021 02H,103345
03/17/2021 01H,103144
03/17/2021 00H,102045
03/16/2021 23H,102965
03/16/2021 22H,104550
03/16/2021 21H,106384
03/16/2021 20H,107195
03/16/2021 19H,107435
03/16/2021 18H,107991
03/16/2021 17H,109627
03/16/2021 16H,109661
03/16/2021 15H,108951
03/16/2021 14H,107376
03/16/2021 13H,105908
03/16/2021 12H,101932
03/16/2021 11H,96800
03/16/2021 10H,91484
03/16/2021 09H,89777
03/16/2021 08H,90722
03/16/2021 07H,92632
03/16/2021 06H,96107
03/16/2021 05H,100398
03/16/2021 04H,97999
03/16/2021 03H,108566
03/16/2021 02H,109115
03/16/2021 01H,108945
03/16/2021 00H,106330
03/15/2021 23H,104599
03/15/2021 22H,103695
03/15/2021 21H,100409
03/15/2021 20H,99353
03/15/2021 19H,96721
03/15/2021 18H,95872
03/15/2021 17H,96130
03/15/2021 16H,96564
03/15/2021 15H,96472
03/15/2021 14H,96173
03/15/2021 13H,95499
03/15/2021 12H,89940
03/15/2021 11H,82855
03/15/2021 10H,75025
03/15/2021 09H,69757
03/15/2021 08H,68603
03/15/2021 07H,68776
03/15/2021 06H,70477
03/15/2021 05H,73890
03/15/2021 04H,77668
03/15/2021 03H,82243
03/15/2021 02H,86005
03/15/2021 01H,85044
03/15/2021 00H,81491
03/14/2021 23H,76523
03/14/2021 22H,72768
03/14/2021 21H,70726
03/14/2021 20H,69833
03/14/2021 19H,69117
03/14/2021 18H,68314
03/14/2021 17H,68312
03/14/2021 16H,69964
03/14/2021 15H,69359
03/14/2021 14H,68224
03/14/2021 13H,68686
03/14/2021 12H,68176
03/14/2021 11H,66303
03/14/2021 10H,66053
03/14/2021 09H,64434
03/14/2021 08H,65294
03/14/2021 07H,67372
03/14/2021 06H,70557
03/14/2021 05H,73032
03/14/2021 04H,79371
03/14/2021 03H,82096
03/14/2021 02H,84443
03/14/2021 01H,85824
03/14/2021 00H,84369
03/13/2021 23H,82041
03/13/2021 22H,81136
03/13/2021 21H,81548
03/13/2021 20H,80950
03/13/2021 19H,81581
03/13/2021 18H,83051
03/13/2021 17H,83653
03/13/2021 16H,84551
03/13/2021 15H,86316
03/13/2021 14H,85304
03/13/2021 13H,82607
03/13/2021 12H,80084
03/13/2021 11H,78629
03/13/2021 10H,77258
03/13/2021 09H,76550
03/13/2021 08H,76236
03/13/2021 07H,77837
03/13/2021 06H,80557
03/13/2021 05H,85402
03/13/2021 04H,88956
03/13/2021 03H,93209
03/13/2021 02H,95586
03/13/2021 01H,96124
03/13/2021 00H,96248
03/12/2021 23H,95362
03/12/2021 22H,94744
03/12/2021 21H,93033
03/12/2021 20H,92400
03/12/2021 19H,92923
03/12/2021 18H,93930
03/12/2021 17H,94576
03/12/2021 16H,95072
03/12/2021 15H,95567
03/12/2021 14H,95416
03/12/2021 13H,91420
03/12/2021 12H,85219
03/12/2021 11H,77735
03/12/2021 10H,75369
03/12/2021 09H,75403
03/12/2021 08H,76815
03/12/2021 07H,78995
03/12/2021 06H,82340
03/12/2021 05H,86054
03/12/2021 04H,91445
03/12/2021 03H,97009
03/12/2021 02H,100165
03/12/2021 01H,100289
03/12/2021 00H,97933
03/11/2021 23H,94878
03/11/2021 22H,92008
03/11/2021 21H,91986
03/11/2021 20H,92332
03/11/2021 19H,90573
03/11/2021 18H,89755
03/11/2021 17H,87516
03/11/2021 16H,85641
03/11/2021 15H,85743
03/11/2021 14H,84494
03/11/2021 13H,82518
03/11/2021 12H,75929
03/11/2021 11H,70226
03/11/2021 10H,67131
03/11/2021 09H,64609
03/11/2021 08H,65476
03/11/2021 07H,67029
03/11/2021 06H,70286
03/11/2021 05H,73835
03/11/2021 04H,78265
03/11/2021 03H,84710
03/11/2021 02H,87343
03/11/2021 01H,86947
03/11/2021 00H,83527
03/10/2021 23H,80961
03/10/2021 22H,78805
03/10/2021 21H,77605
03/10/2021 20H,78151
03/10/2021 19H,76321
03/10/2021 18H,76286
03/10/2021 17H,75967
03/10/2021 16H,77583
03/10/2021 15H,79131
03/10/2021 14H,81089
03/10/2021 13H,81235
03/10/2021 12H,77727
03/10/2021 11H,72211
03/10/2021 10H,68017
03/10/2021 09H,66203
03/10/2021 08H,66199
03/10/2021 07H,67256
03/10/2021 06H,69036
03/10/2021 05H,77003
03/10/2021 04H,75788
03/10/2021 03H,80558
03/10/2021 02H,85074
03/10/2021 01H,84790
03/10/2021 00H,82056
03/9/2021 23H,78879
03/9/2021 22H,76130
03/9/2021 21H,75641
03/9/2021 20H,78068
03/9/2021 19H,79540
03/9/2021 18H,80726
03/9/2021 17H,84700
03/9/2021 16H,87346
03/9/2021 15H,89070
03/9/2021 14H,92658
03/9/2021 13H,92836
03/9/2021 12H,88458
03/9/2021 11H,81512
03/9/2021 10H,76411
03/9/2021 09H,73999
03/9/2021 08H,73396
03/9/2021 07H,73763
03/9/2021 06H,75582
03/9/2021 05H,81189
03/9/2021 04H,85830
03/9/2021 03H,90270
03/9/2021 02H,92873
03/9/2021 01H,91865
03/9/2021 00H,87955
03/8/2021 23H,83191
03/8/2021 22H,81185
03/8/2021 21H,82028
03/8/2021 20H,84028
03/8/2021 19H,87036
03/8/2021 18H,90754
03/8/2021 17H,94772
03/8/2021 16H,98801
03/8/2021 15H,101044
03/8/2021 14H,103351
03/8/2021 13H,103315
03/8/2021 12H,97683
03/8/2021 11H,89815
03/8/2021 10H,85210
03/8/2021 09H,83525
03/8/2021 08H,82237
03/8/2021 07H,82870
03/8/2021 06H,83906
03/8/2021 05H,83402
03/8/2021 04H,86620
03/8/2021 03H,89673
03/8/2021 02H,93059
03/8/2021 01H,90491
03/8/2021 00H,84114
03/7/2021 23H,76236
03/7/2021 22H,71343
03/7/2021 21H,70357
03/7/2021 20H,72226
03/7/2021 19H,75390
03/7/2021 18H,77977
03/7/2021 17H,80170
03/7/2021 16H,82762
03/7/2021 15H,86727
03/7/2021 14H,89537
03/7/2021 13H,89402
03/7/2021 12H,88783
03/7/2021 11H,86183
03/7/2021 10H,83331
03/7/2021 09H,81396
03/7/2021 08H,80322
03/7/2021 07H,80787
03/7/2021 06H,81692
03/7/2021 05H,81291
03/7/2021 04H,85186
03/7/2021 03H,89428
03/7/2021 02H,91833
03/7/2021 01H,90733
03/7/2021 00H,88856
03/6/2021 23H,84440
03/6/2021 22H,82069
03/6/2021 21H,83443
03/6/2021 20H,87074
03/6/2021 19H,90045
03/6/2021 18H,92376
03/6/2021 17H,95564
03/6/2021 16H,97503
03/6/2021 15H,98336
03/6/2021 14H,99647
03/6/2021 13H,99133
03/6/2021 12H,96863
03/6/2021 11H,93010
03/6/2021 10H,90796
03/6/2021 09H,89975
03/6/2021 08H,89823
03/6/2021 07H,92088
03/6/2021 06H,95199
03/6/2021 05H,96469
03/6/2021 04H,101489
03/6/2021 03H,103142
03/6/2021 02H,104173
03/6/2021 01H,103401
03/6/2021 00H,104244
03/5/2021 23H,100837
03/5/2021 22H,97579
03/5/2021 21H,97738
03/5/2021 20H,98504
03/5/2021 19H,100110
03/5/2021 18H,101183
03/5/2021 17H,103503
03/5/2021 16H,105395
03/5/2021 15H,107208
03/5/2021 14H,106864
03/5/2021 13H,104763
03/5/2021 12H,98669
03/5/2021 11H,91952
03/5/2021 10H,87987
03/5/2021 09H,83799
03/5/2021 08H,81768
03/5/2021 07H,81703
03/5/2021 06H,83375
03/5/2021 05H,83888
03/5/2021 04H,89436
03/5/2021 03H,92386
03/5/2021 02H,93682
03/5/2021 01H,92252
03/5/2021 00H,90814
03/4/2021 23H,86279
03/4/2021 22H,83847
03/4/2021 21H,84036
03/4/2021 20H,85863
03/4/2021 19H,89430
03/4/2021 18H,93365
03/4/2021 17H,97061
03/4/2021 16H,99468
03/4/2021 15H,100352
03/4/2021 14H,104316
03/4/2021 13H,103546
03/4/2021 12H,96871
03/4/2021 11H,89723
03/4/2021 10H,84148
03/4/2021 09H,81523
03/4/2021 08H,81631
03/4/2021 07H,82493
03/4/2021 06H,84351
03/4/2021 05H,89406
03/4/2021 04H,93857
03/4/2021 03H,99096
03/4/2021 02H,104745
03/4/2021 01H,108443
03/4/2021 00H,103060
03/3/2021 23H,97976
03/3/2021 22H,95804
03/3/2021 21H,95981
03/3/2021 20H,97207
03/3/2021 19H,99302
03/3/2021 18H,100633
03/3/2021 17H,102887
03/3/2021 16H,108185
03/3/2021 15H,107734
03/3/2021 14H,108041
03/3/2021 13H,104617
03/3/2021 12H,99152
03/3/2021 11H,93377
03/3/2021 10H,89405
03/3/2021 09H,85783
03/3/2021 08H,85070
03/3/2021 07H,86046
03/3/2021 06H,89120
03/3/2021 05H,95443
03/3/2021 04H,98572
03/3/2021 03H,102619
03/3/2021 02H,104387
03/3/2021 01H,103049
03/3/2021 00H,96879
03/2/2021 23H,91926
03/2/2021 22H,89336
03/2/2021 21H,88704
03/2/2021 20H,90849
03/2/2021 19H,93674
03/2/2021 18H,96462
03/2/2021 17H,99298
03/2/2021 16H,102605
03/2/2021 15H,102657
03/2/2021 14H,101672
03/2/2021 13H,100422
03/2/2021 12H,95949
03/2/2021 11H,91607
03/2/2021 10H,88706
03/2/2021 09H,88784
03/2/2021 08H,89670
03/2/2021 07H,92660
03/2/2021 06H,97467
03/2/2021 05H,96388
03/2/2021 04H,107371
03/2/2021 03H,110900
03/2/2021 02H,113344
03/2/2021 01H,111355
03/2/2021 00H,106291
03/1/2021 23H,103511
03/1/2021 22H,102486
03/1/2021 21H,102842
03/1/2021 20H,104734
03/1/2021 19H,106538
03/1/2021 18H,108532
03/1/2021 17H,108614
03/1/2021 16H,107155
03/1/2021 15H,105610
03/1/2021 14H,103376
03/1/2021 13H,98410
03/1/2021 12H,89396
03/1/2021 11H,84119
03/1/2021 10H,80043
03/1/2021 09H,78189
03/1/2021 08H,77524
03/1/2021 07H,77798
03/1/2021 06H,78973
03/1/2021 05H,82729
03/1/2021 04H,88370
03/1/2021 03H,91380
03/1/2021 02H,93276
03/1/2021 01H,91655
03/1/2021 00H,85500
02/28/2021 23H,81522
02/28/2021 22H,79833
02/28/2021 21H,77933
02/28/2021 20H,77969
02/28/2021 19H,77985
02/28/2021 18H,78407
02/28/2021 17H,78752
02/28/2021 16H,78815
02/28/2021 15H,76422
02/28/2021 14H,72599
02/28/2021 13H,69714
02/28/2021 12H,69309
02/28/2021 11H,69347
02/28/2021 10H,69423
02/28/2021 09H,69640
02/28/2021 08H,70563
02/28/2021 07H,72929
02/28/2021 06H,76948
02/28/2021 05H,83582
02/28/2021 04H,84423
02/28/2021 03H,87568
02/28/2021 02H,88822
02/28/2021 01H,88523
02/28/2021 00H,85786
02/27/2021 23H,83638
02/27/2021 22H,81719
02/27/2021 21H,82497
02/27/2021 20H,86399
02/27/2021 19H,90859
02/27/2021 18H,95849
02/27/2021 17H,100651
02/27/2021 16H,103488
02/27/2021 15H,103766
02/27/2021 14H,100718
02/27/2021 13H,95986
02/27/2021 12H,90179
02/27/2021 11H,85894
02/27/2021 10H,82607
02/27/2021 09H,80927
02/27/2021 08H,80743
02/27/2021 07H,84911
02/27/2021 06H,89544
02/27/2021 05H,97029
02/27/2021 04H,100699
02/27/2021 03H,105797
02/27/2021 02H,110127
02/27/2021 01H,112189
02/27/2021 00H,110062
02/26/2021 23H,106125
02/26/2021 22H,101742
02/26/2021 21H,101829
02/26/2021 20H,103679
02/26/2021 19H,104390
02/26/2021 18H,104153
02/26/2021 17H,105907
02/26/2021 16H,108560
02/26/2021 15H,110591
02/26/2021 14H,110175
02/26/2021 13H,108571
02/26/2021 12H,101857
02/26/2021 11H,95840
02/26/2021 10H,93350
02/26/2021 09H,92193
02/26/2021 08H,92230
02/26/2021 07H,94310
02/26/2021 06H,98012
02/26/2021 05H,100541
02/26/2021 04H,108901
02/26/2021 03H,111737
02/26/2021 02H,115690
02/26/2021 01H,115324
02/26/2021 00H,110406
02/25/2021 23H,105067
02/25/2021 22H,102931
02/25/2021 21H,102790
02/25/2021 20H,103389
02/25/2021 19H,105476
02/25/2021 18H,108405
02/25/2021 17H,111009
02/25/2021 16H,114992
02/25/2021 15H,116253
02/25/2021 14H,116824
02/25/2021 13H,114350
02/25/2021 12H,107718
02/25/2021 11H,98987
02/25/2021 10H,93152
02/25/2021 09H,90210
02/25/2021 08H,89475
02/25/2021 07H,90758
02/25/2021 06H,93017
02/25/2021 05H,98972
02/25/2021 04H,101084
02/25/2021 03H,106593
02/25/2021 02H,112634
02/25/2021 01H,113657
02/25/2021 00H,107872
02/24/2021 23H,101094
02/24/2021 22H,96113
02/24/2021 21H,94430
02/24/2021 20H,93699
02/24/2021 19H,93067
02/24/2021 18H,93297
02/24/2021 17H,94527
02/24/2021 16H,98447
02/24/2021 15H,102023
02/24/2021 14H,104713
02/24/2021 13H,105649
02/24/2021 12H,99482
02/24/2021 11H,91268
02/24/2021 10H,86924
02/24/2021 09H,85462
02/24/2021 08H,84972
02/24/2021 07H,87080
02/24/2021 06H,90153
02/24/2021 05H,103287
02/24/2021 04H,100045
02/24/2021 03H,104021
02/24/2021 02H,106410
02/24/2021 01H,105206
02/24/2021 00H,100330
02/23/2021 23H,95639
02/23/2021 22H,93310
02/23/2021 21H,94965
02/23/2021 20H,97096
02/23/2021 19H,101400
02/23/2021 18H,107684
02/23/2021 17H,114786
02/23/2021 16H,121907
02/23/2021 15H,129459
02/23/2021 14H,135156
02/23/2021 13H,134192
02/23/2021 12H,127829
02/23/2021 11H,119588
02/23/2021 10H,112590
02/23/2021 09H,109258
02/23/2021 08H,108298
02/23/2021 07H,108777
02/23/2021 06H,111623
02/23/2021 05H,116065
02/23/2021 04H,123500
02/23/2021 03H,129968
02/23/2021 02H,133340
02/23/2021 01H,131754
02/23/2021 00H,122187
02/22/2021 23H,116051
02/22/2021 22H,114472
02/22/2021 21H,114904
02/22/2021 20H,116113
02/22/2021 19H,118509
02/22/2021 18H,122348
02/22/2021 17H,126616
02/22/2021 16H,130661
02/22/2021 15H,131619
02/22/2021 14H,132774
02/22/2021 13H,130324
02/22/2021 12H,124450
02/22/2021 11H,116413
02/22/2021 10H,111402
02/22/2021 09H,110291
02/22/2021 08H,110646
02/22/2021 07H,112299
02/22/2021 06H,116156
02/22/2021 05H,126734
02/22/2021 04H,129378
02/22/2021 03H,132600
02/22/2021 02H,134916
02/22/2021 01H,132197
02/22/2021 00H,124130
02/21/2021 23H,117881
02/21/2021 22H,113979
02/21/2021 21H,111346
02/21/2021 20H,112181
02/21/2021 19H,116217
02/21/2021 18H,121467
02/21/2021 17H,124745
02/21/2021 16H,129314
02/21/2021 15H,132253
02/21/2021 14H,134063
02/21/2021 13H,135228
02/21/2021 12H,133374
02/21/2021 11H,131640
02/21/2021 10H,129797
02/21/2021 09H,127993
02/21/2021 08H,127253
02/21/2021 07H,126583
02/21/2021 06H,126609
02/21/2021 05H,133193
02/21/2021 04H,131075
02/21/2021 03H,131955
02/21/2021 02H,133986
02/21/2021 01H,133239
02/21/2021 00H,127276
02/20/2021 23H,122213
02/20/2021 22H,117867
02/20/2021 21H,118594
02/20/2021 20H,123460
02/20/2021 19H,129240
02/20/2021 18H,136037
02/20/2021 17H,144753
02/20/2021 16H,147930
02/20/2021 15H,149893
02/20/2021 14H,151302
02/20/2021 13H,151304
02/20/2021 12H,149137
02/20/2021 11H,148011
02/20/2021 10H,145932
02/20/2021 09H,144091
02/20/2021 08H,142431
02/20/2021 07H,141569
02/20/2021 06H,142595
02/20/2021 05H,144347
02/20/2021 04H,146290
02/20/2021 03H,149190
02/20/2021 02H,151512
02/20/2021 01H,150279
02/20/2021 00H,142539
02/19/2021 23H,137412
02/19/2021 22H,137630
02/19/2021 21H,139566
02/19/2021 20H,146527
02/19/2021 19H,151747
02/19/2021 18H,155326
02/19/2021 17H,156209
02/19/2021 16H,156867
02/19/2021 15H,157383
02/19/2021 14H,156483
02/19/2021 13H,154968
02/19/2021 12H,153376
02/19/2021 11H,150137
02/19/2021 10H,147900
02/19/2021 09H,146664
02/19/2021 08H,146688
02/19/2021 07H,147397
02/19/2021 06H,150496
02/19/2021 05H,154562
02/19/2021 04H,154554
02/19/2021 03H,156042
02/19/2021 02H,156722
02/19/2021 01H,156792
02/19/2021 00H,154571
02/18/2021 23H,151782
02/18/2021 22H,149793
02/18/2021 21H,151573
02/18/2021 20H,153217
02/18/2021 19H,154954
02/18/2021 18H,155488
02/18/2021 17H,155685
02/18/2021 16H,156881
02/18/2021 15H,157068
02/18/2021 14H,156277
02/18/2021 13H,154563
02/18/2021 12H,152047
02/18/2021 11H,150706
02/18/2021 10H,150260
02/18/2021 09H,150200
02/18/2021 08H,151323
02/18/2021 07H,152518
02/18/2021 06H,154056
02/18/2021 05H,154786
02/18/2021 04H,156818
02/18/2021 03H,157813
02/18/2021 02H,158645
02/18/2021 01H,157805
02/18/2021 00H,156171
02/17/2021 23H,155055
02/17/2021 22H,154098
02/17/2021 21H,154328
02/17/2021 20H,156336
02/17/2021 19H,157662
02/17/2021 18H,157469
02/17/2021 17H,158370
02/17/2021 16H,159966
02/17/2021 15H,159349
02/17/2021 14H,158780
02/17/2021 13H,157819
02/17/2021 12H,156536
02/17/2021 11H,155469
02/17/2021 10H,153503
02/17/2021 09H,152096
02/17/2021 08H,152279
02/17/2021 07H,152239
02/17/2021 06H,153823
02/17/2021 05H,154829
02/17/2021 04H,154279
02/17/2021 03H,154599
02/17/2021 02H,154366
02/17/2021 01H,154297
02/17/2021 00H,151032
02/16/2021 23H,148938
02/16/2021 22H,146550
02/16/2021 21H,145094
02/16/2021 20H,144927
02/16/2021 19H,148523
02/16/2021 18H,151910
02/16/2021 17H,153789
02/16/2021 16H,154708
02/16/2021 15H,155789
02/16/2021 14H,154675
02/16/2021 13H,153254
02/16/2021 12H,149186
02/16/2021 11H,147740
02/16/2021 10H,147341
02/16/2021 09H,145733
02/16/2021 08H,145372
02/16/2021 07H,145369
02/16/2021 06H,146657
02/16/2021 05H,149807
02/16/2021 04H,151483
02/16/2021 03H,153539
02/16/2021 02H,155070
02/16/2021 01H,156454
02/16/2021 00H,155111
02/15/2021 23H,155270
02/15/2021 22H,154979
02/15/2021 21H,155371
02/15/2021 20H,155581
02/15/2021 19H,156446
02/15/2021 18H,158065
02/15/2021 17H,158864
02/15/2021 16H,158439
02/15/2021 15H,157653
02/15/2021 14H,156038
02/15/2021 13H,155199
02/15/2021 12H,155614
02/15/2021 11H,154490
02/15/2021 10H,152836
02/15/2021 09H,152153
02/15/2021 08H,153998
02/15/2021 07H,154360
02/15/2021 06H,156790
02/15/2021 05H,155611
02/15/2021 04H,158072
02/15/2021 03H,158700
02/15/2021 02H,160465
02/15/2021 01H,160124
02/15/2021 00H,158895
02/14/2021 23H,158625
02/14/2021 22H,157415
02/14/2021 21H,157223
02/14/2021 20H,157779
02/14/2021 19H,159620
02/14/2021 18H,160465
02/14/2021 17H,159299
02/14/2021 16H,158918
02/14/2021 15H,158657
02/14/2021 14H,157406
02/14/2021 13H,155704
02/14/2021 12H,155068
02/14/2021 11H,152314
02/14/2021 10H,151015
02/14/2021 09H,149777
02/14/2021 08H,150603
02/14/2021 07H,152511
02/14/2021 06H,154286
02/14/2021 05H,159725
02/14/2021 04H,160956
02/14/2021 03H,162336
02/14/2021 02H,162165
02/14/2021 01H,163583
02/14/2021 00H,162146
02/13/2021 23H,160843
02/13/2021 22H,160066
02/13/2021 21H,160642
02/13/2021 20H,161478
02/13/2021 19H,160532
02/13/2021 18H,160146
02/13/2021 17H,159900
02/13/2021 16H,160735
02/13/2021 15H,159847
02/13/2021 14H,157950
02/13/2021 13H,156829
02/13/2021 12H,156444
02/13/2021 11H,155582
02/13/2021 10H,154666
02/13/2021 09H,154409
02/13/2021 08H,154523
02/13/2021 07H,155328
02/13/2021 06H,157090
02/13/2021 05H,154761
02/13/2021 04H,159617
02/13/2021 03H,160355
02/13/2021 02H,161361
02/13/2021 01H,161480
02/13/2021 00H,160577
02/12/2021 23H,160084
02/12/2021 22H,160293
02/12/2021 21H,160733
02/12/2021 20H,161191
02/12/2021 19H,161063
02/12/2021 18H,160863
02/12/2021 17H,161585
02/12/2021 16H,161531
02/12/2021 15H,159311
02/12/2021 14H,157194
02/12/2021 13H,153316
02/12/2021 12H,149479
02/12/2021 11H,144520
02/12/2021 10H,141866
02/12/2021 09H,140943
02/12/2021 08H,141086
02/12/2021 07H,142679
02/12/2021 06H,146452
02/12/2021 05H,145109
02/12/2021 04H,150478
02/12/2021 03H,153780
02/12/2021 02H,155885
02/12/2021 01H,156683
02/12/2021 00H,155277
02/11/2021 23H,153577
02/11/2021 22H,152972
02/11/2021 21H,151360
02/11/2021 20H,150996
02/11/2021 19H,150599
02/11/2021 18H,150843
02/11/2021 17H,151738
02/11/2021 16H,151575
02/11/2021 15H,150506
02/11/2021 14H,148901
02/11/2021 13H,146697
02/11/2021 12H,142636
02/11/2021 11H,136155
02/11/2021 10H,133221
02/11/2021 09H,131221
02/11/2021 08H,131578
02/11/2021 07H,132996
02/11/2021 06H,135687
02/11/2021 05H,139971
02/11/2021 04H,143134
02/11/2021 03H,146435
02/11/2021 02H,148120
02/11/2021 01H,148732
02/11/2021 00H,148053
02/10/2021 23H,146076
02/10/2021 22H,144386
02/10/2021 21H,145576
02/10/2021 20H,145861
02/10/2021 19H,145038
02/10/2021 18H,145162
02/10/2021 17H,146715
02/10/2021 16H,147912
02/10/2021 15H,147299
02/10/2021 14H,147651
02/10/2021 13H,145210
02/10/2021 12H,141722
02/10/2021 11H,137400
02/10/2021 10H,134213
02/10/2021 09H,132062
02/10/2021 08H,131994
02/10/2021 07H,134267
02/10/2021 06H,138000
02/10/2021 05H,142410
02/10/2021 04H,143273
02/10/2021 03H,145752
02/10/2021 02H,148009
02/10/2021 01H,148051
02/10/2021 00H,147478
02/9/2021 23H,145156
02/9/2021 22H,142959
02/9/2021 21H,142775
02/9/2021 20H,143233
02/9/2021 19H,144832
02/9/2021 18H,147007
02/9/2021 17H,148674
02/9/2021 16H,150702
02/9/2021 15H,151327
02/9/2021 14H,150746
02/9/2021 13H,148581
02/9/2021 12H,144449
02/9/2021 11H,139481
02/9/2021 10H,137127
02/9/2021 09H,136079
02/9/2021 08H,136339
02/9/2021 07H,138213
02/9/2021 06H,140827
02/9/2021 05H,143436
02/9/2021 04H,147932
02/9/2021 03H,150397
02/9/2021 02H,151570
02/9/2021 01H,150501
02/9/2021 00H,148109
02/8/2021 23H,144863
02/8/2021 22H,143217
02/8/2021 21H,142914
02/8/2021 20H,143326
02/8/2021 19H,142942
02/8/2021 18H,144240
02/8/2021 17H,146778
02/8/2021 16H,149198
02/8/2021 15H,150496
02/8/2021 14H,151544
02/8/2021 13H,149773
02/8/2021 12H,146013
02/8/2021 11H,141581
02/8/2021 10H,139382
02/8/2021 09H,138447
02/8/2021 08H,138239
02/8/2021 07H,138100
02/8/2021 06H,138373
02/8/2021 05H,134693
02/8/2021 04H,142246
02/8/2021 03H,143325
02/8/2021 02H,142675
02/8/2021 01H,141054
02/8/2021 00H,137158
02/7/2021 23H,133063
02/7/2021 22H,130426
02/7/2021 21H,129850
