Net generation from coal for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.COL.H
16:49:57 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.COL.H megawatthours
04/14/2019 22H,84951
04/14/2019 21H,85313
04/14/2019 20H,85433
04/14/2019 19H,86254
04/14/2019 18H,86985
04/14/2019 17H,86879
04/14/2019 16H,86336
04/14/2019 15H,85880
04/14/2019 14H,83525
04/14/2019 13H,78316
04/14/2019 12H,74259
04/14/2019 11H,71584
04/14/2019 10H,70736
04/14/2019 09H,71227
04/14/2019 08H,71292
04/14/2019 07H,72668
04/14/2019 06H,75416
04/14/2019 05H,78905
04/14/2019 04H,84018
04/14/2019 03H,86669
04/14/2019 02H,88217
04/14/2019 01H,85579
04/14/2019 00H,84741
04/13/2019 23H,83450
04/13/2019 22H,83617
04/13/2019 21H,82939
04/13/2019 20H,83935
04/13/2019 19H,85182
04/13/2019 18H,86358
04/13/2019 17H,86982
04/13/2019 16H,87567
04/13/2019 15H,88480
04/13/2019 14H,86379
04/13/2019 13H,82327
04/13/2019 12H,78371
04/13/2019 11H,73869
04/13/2019 10H,70841
04/13/2019 09H,70288
04/13/2019 08H,71680
04/13/2019 07H,73051
04/13/2019 06H,77543
04/13/2019 05H,80761
04/13/2019 04H,84462
04/13/2019 03H,90190
04/13/2019 02H,92381
04/13/2019 01H,89160
04/13/2019 00H,87311
04/12/2019 23H,87521
04/12/2019 22H,88694
04/12/2019 21H,89012
04/12/2019 20H,89979
04/12/2019 19H,90500
04/12/2019 18H,91857
04/12/2019 17H,91715
04/12/2019 16H,93036
04/12/2019 15H,94376
04/12/2019 14H,93791
04/12/2019 13H,92557
04/12/2019 12H,89258
04/12/2019 11H,82727
04/12/2019 10H,74808
04/12/2019 09H,70982
04/12/2019 08H,71293
04/12/2019 07H,72605
04/12/2019 06H,77446
04/12/2019 05H,81437
04/12/2019 04H,86904
04/12/2019 03H,91248
04/12/2019 02H,95144
04/12/2019 01H,94013
04/12/2019 00H,92398
04/11/2019 23H,90175
04/11/2019 22H,90631
04/11/2019 21H,89200
04/11/2019 20H,87489
04/11/2019 19H,86779
04/11/2019 18H,87362
04/11/2019 17H,87899
04/11/2019 16H,87971
04/11/2019 15H,88740
04/11/2019 14H,89467
04/11/2019 13H,88675
04/11/2019 12H,83618
04/11/2019 11H,75455
04/11/2019 10H,68173
04/11/2019 09H,65314
04/11/2019 08H,67112
04/11/2019 07H,70740
04/11/2019 06H,74441
04/11/2019 05H,78130
04/11/2019 04H,84338
04/11/2019 03H,89458
04/11/2019 02H,93769
04/11/2019 01H,95129
04/11/2019 00H,94402
04/10/2019 23H,92033
04/10/2019 22H,90449
04/10/2019 21H,89063
04/10/2019 20H,87561
04/10/2019 19H,86995
04/10/2019 18H,87191
04/10/2019 17H,86860
04/10/2019 16H,87856
04/10/2019 15H,86298
04/10/2019 14H,83612
04/10/2019 13H,82697
04/10/2019 12H,79113
04/10/2019 11H,71643
04/10/2019 10H,63597
04/10/2019 09H,60441
04/10/2019 08H,60831
04/10/2019 07H,63214
04/10/2019 06H,68255
04/10/2019 05H,73733
04/10/2019 04H,80128
04/10/2019 03H,89265
04/10/2019 02H,94556
04/10/2019 01H,94973
04/10/2019 00H,94770
04/9/2019 23H,93398
04/9/2019 22H,92664
04/9/2019 21H,95228
04/9/2019 20H,95646
04/9/2019 19H,95615
04/9/2019 18H,95225
04/9/2019 17H,94409
04/9/2019 16H,95677
04/9/2019 15H,96609
04/9/2019 14H,94992
04/9/2019 13H,93765
04/9/2019 12H,88924
04/9/2019 11H,81069
04/9/2019 10H,73208
04/9/2019 09H,69301
04/9/2019 08H,69121
04/9/2019 07H,72420
04/9/2019 06H,77039
04/9/2019 05H,82225
04/9/2019 04H,87254
04/9/2019 03H,95089
04/9/2019 02H,98687
04/9/2019 01H,98951
04/9/2019 00H,98735
04/8/2019 23H,97943
04/8/2019 22H,97846
04/8/2019 21H,96700
04/8/2019 20H,96069
04/8/2019 19H,95686
04/8/2019 18H,95704
04/8/2019 17H,94171
04/8/2019 16H,95092
04/8/2019 15H,95859
04/8/2019 14H,94416
04/8/2019 13H,92201
04/8/2019 12H,86376
04/8/2019 11H,80538
04/8/2019 10H,73586
04/8/2019 09H,69878
04/8/2019 08H,69561
04/8/2019 07H,71040
04/8/2019 06H,75918
04/8/2019 05H,77935
04/8/2019 04H,81461
04/8/2019 03H,87015
04/8/2019 02H,89319
04/8/2019 01H,87060
04/8/2019 00H,83928
04/7/2019 23H,81322
04/7/2019 22H,78888
04/7/2019 21H,77325
04/7/2019 20H,77576
04/7/2019 19H,78305
04/7/2019 18H,79479
04/7/2019 17H,79381
04/7/2019 16H,79139
04/7/2019 15H,77352
04/7/2019 14H,75853
04/7/2019 13H,72142
04/7/2019 12H,69749
04/7/2019 11H,67618
04/7/2019 10H,66539
04/7/2019 09H,65578
04/7/2019 08H,65221
04/7/2019 07H,66661
04/7/2019 06H,68903
04/7/2019 05H,72062
04/7/2019 04H,81324
04/7/2019 03H,79645
04/7/2019 02H,83425
04/7/2019 01H,84009
04/7/2019 00H,84105
04/6/2019 23H,83233
04/6/2019 22H,83402
04/6/2019 21H,82623
04/6/2019 20H,81202
04/6/2019 19H,80553
04/6/2019 18H,80897
04/6/2019 17H,81831
04/6/2019 16H,83205
04/6/2019 15H,86521
04/6/2019 14H,86519
04/6/2019 13H,85326
04/6/2019 12H,82829
04/6/2019 11H,80466
04/6/2019 10H,77233
04/6/2019 09H,74401
04/6/2019 08H,72878
04/6/2019 07H,74014
04/6/2019 06H,77642
04/6/2019 05H,80934
04/6/2019 04H,83167
04/6/2019 03H,92086
04/6/2019 02H,94822
04/6/2019 01H,94112
04/6/2019 00H,94194
04/5/2019 23H,94841
04/5/2019 22H,94995
04/5/2019 21H,95425
04/5/2019 20H,95743
04/5/2019 19H,96118
04/5/2019 18H,96573
04/5/2019 17H,97470
04/5/2019 16H,99007
04/5/2019 15H,100384
04/5/2019 14H,98374
04/5/2019 13H,95131
04/5/2019 12H,90264
04/5/2019 11H,84314
04/5/2019 10H,78734
04/5/2019 09H,76025
04/5/2019 08H,75134
04/5/2019 07H,77060
04/5/2019 06H,81181
04/5/2019 05H,84872
04/5/2019 04H,89537
04/5/2019 03H,95818
04/5/2019 02H,99476
04/5/2019 01H,100654
04/5/2019 00H,98827
04/4/2019 23H,96424
04/4/2019 22H,95857
04/4/2019 21H,93404
04/4/2019 20H,92907
04/4/2019 19H,92940
04/4/2019 18H,92459
04/4/2019 17H,93187
04/4/2019 16H,95386
04/4/2019 15H,94541
04/4/2019 14H,96880
04/4/2019 13H,97014
04/4/2019 12H,92369
04/4/2019 11H,84506
04/4/2019 10H,78642
04/4/2019 09H,75508
04/4/2019 08H,74252
04/4/2019 07H,73747
04/4/2019 06H,76133
04/4/2019 05H,79174
04/4/2019 04H,86758
04/4/2019 03H,92297
04/4/2019 02H,94825
04/4/2019 01H,94102
04/4/2019 00H,91289
04/3/2019 23H,89803
04/3/2019 22H,88528
04/3/2019 21H,89196
04/3/2019 20H,90443
04/3/2019 19H,92407
04/3/2019 18H,94715
04/3/2019 17H,96809
04/3/2019 16H,98404
04/3/2019 15H,98897
04/3/2019 14H,99295
04/3/2019 13H,99477
04/3/2019 12H,96681
04/3/2019 11H,91550
04/3/2019 10H,86968
04/3/2019 09H,83437
04/3/2019 08H,81834
04/3/2019 07H,83477
04/3/2019 06H,83802
04/3/2019 05H,87496
04/3/2019 04H,93751
04/3/2019 03H,99394
04/3/2019 02H,103011
04/3/2019 01H,99876
04/3/2019 00H,95455
04/2/2019 23H,93469
04/2/2019 22H,93445
04/2/2019 21H,94019
04/2/2019 20H,96284
04/2/2019 19H,98944
04/2/2019 18H,101264
04/2/2019 17H,102705
04/2/2019 16H,104420
04/2/2019 15H,106049
04/2/2019 14H,106287
04/2/2019 13H,104514
04/2/2019 12H,101130
04/2/2019 11H,96228
04/2/2019 10H,90818
04/2/2019 09H,90006
04/2/2019 08H,88147
04/2/2019 07H,88457
04/2/2019 06H,89568
04/2/2019 05H,89528
04/2/2019 04H,95092
04/2/2019 03H,99850
04/2/2019 02H,102843
04/2/2019 01H,102565
04/2/2019 00H,99221
04/1/2019 23H,94701
04/1/2019 22H,92566
04/1/2019 21H,89883
04/1/2019 20H,90361
04/1/2019 19H,92444
04/1/2019 18H,94634
04/1/2019 17H,96966
04/1/2019 16H,100909
04/1/2019 15H,101810
04/1/2019 14H,102375
04/1/2019 13H,101093
04/1/2019 12H,98052
04/1/2019 11H,95239
04/1/2019 10H,90320
04/1/2019 09H,88409
04/1/2019 08H,88229
04/1/2019 07H,88951
04/1/2019 06H,89618
04/1/2019 05H,91245
04/1/2019 04H,87494
04/1/2019 03H,97763
04/1/2019 02H,98379
04/1/2019 01H,96506
04/1/2019 00H,92275
03/31/2019 23H,89370
03/31/2019 22H,87296
03/31/2019 21H,85531
03/31/2019 20H,85369
03/31/2019 19H,86382
03/31/2019 18H,88193
03/31/2019 17H,89198
03/31/2019 16H,89759
03/31/2019 15H,90012
03/31/2019 14H,89949
03/31/2019 13H,85344
03/31/2019 12H,79002
03/31/2019 11H,74287
03/31/2019 10H,71610
03/31/2019 09H,71946
03/31/2019 08H,71382
03/31/2019 07H,72290
03/31/2019 06H,74587
03/31/2019 05H,77417
03/31/2019 04H,82593
03/31/2019 03H,82526
03/31/2019 02H,84128
03/31/2019 01H,83078
03/31/2019 00H,79989
03/30/2019 23H,78155
03/30/2019 22H,78611
03/30/2019 21H,77899
03/30/2019 20H,79130
03/30/2019 19H,80292
03/30/2019 18H,80654
03/30/2019 17H,79224
03/30/2019 16H,79050
03/30/2019 15H,80253
03/30/2019 14H,78654
03/30/2019 13H,75209
03/30/2019 12H,71355
03/30/2019 11H,67925
03/30/2019 10H,66343
03/30/2019 09H,65822
03/30/2019 08H,66189
03/30/2019 07H,68306
03/30/2019 06H,71391
03/30/2019 05H,73852
03/30/2019 04H,77302
03/30/2019 03H,83607
03/30/2019 02H,86737
03/30/2019 01H,88662
03/30/2019 00H,88257
03/29/2019 23H,88503
03/29/2019 22H,89002
03/29/2019 21H,89949
03/29/2019 20H,90944
03/29/2019 19H,91435
03/29/2019 18H,91758
03/29/2019 17H,90866
03/29/2019 16H,93268
03/29/2019 15H,96174
03/29/2019 14H,96819
03/29/2019 13H,94237
03/29/2019 12H,87890
03/29/2019 11H,81170
03/29/2019 10H,73637
03/29/2019 09H,69577
03/29/2019 08H,69246
03/29/2019 07H,69905
03/29/2019 06H,73458
03/29/2019 05H,77070
03/29/2019 04H,83644
03/29/2019 03H,88278
03/29/2019 02H,91240
03/29/2019 01H,90304
03/29/2019 00H,88020
03/28/2019 23H,85861
03/28/2019 22H,86286
03/28/2019 21H,85751
03/28/2019 20H,84727
03/28/2019 19H,83981
03/28/2019 18H,84160
03/28/2019 17H,84978
03/28/2019 16H,87801
03/28/2019 15H,92532
03/28/2019 14H,95524
03/28/2019 13H,95293
03/28/2019 12H,91086
03/28/2019 11H,84750
03/28/2019 10H,77966
03/28/2019 09H,74103
03/28/2019 08H,72887
03/28/2019 07H,71960
03/28/2019 06H,73849
03/28/2019 05H,76135
03/28/2019 04H,84545
03/28/2019 03H,88207
03/28/2019 02H,92893
03/28/2019 01H,91766
03/28/2019 00H,89661
03/27/2019 23H,84010
03/27/2019 22H,82785
03/27/2019 21H,81956
03/27/2019 20H,83081
03/27/2019 19H,84452
03/27/2019 18H,86740
03/27/2019 17H,88682
03/27/2019 16H,91393
03/27/2019 15H,93919
03/27/2019 14H,96437
03/27/2019 13H,96795
03/27/2019 12H,93277
03/27/2019 11H,88731
03/27/2019 10H,82679
03/27/2019 09H,78096
03/27/2019 08H,77845
03/27/2019 07H,76334
03/27/2019 06H,76843
03/27/2019 05H,79264
03/27/2019 04H,82535
03/27/2019 03H,92286
03/27/2019 02H,97698
03/27/2019 01H,98524
03/27/2019 00H,94564
03/26/2019 23H,91724
03/26/2019 22H,91823
03/26/2019 21H,91437
03/26/2019 20H,92339
03/26/2019 19H,93530
03/26/2019 18H,96191
03/26/2019 17H,97572
03/26/2019 16H,102869
03/26/2019 15H,107732
03/26/2019 14H,105424
03/26/2019 13H,104752
03/26/2019 12H,101560
03/26/2019 11H,95205
03/26/2019 10H,87829
03/26/2019 09H,82829
03/26/2019 08H,82260
03/26/2019 07H,81894
03/26/2019 06H,83157
03/26/2019 05H,87358
03/26/2019 04H,91045
03/26/2019 03H,99939
03/26/2019 02H,102006
03/26/2019 01H,101890
03/26/2019 00H,101136
03/25/2019 23H,99208
03/25/2019 22H,100517
03/25/2019 21H,100706
03/25/2019 20H,99629
03/25/2019 19H,99733
03/25/2019 18H,98771
03/25/2019 17H,98040
03/25/2019 16H,99111
03/25/2019 15H,98776
03/25/2019 14H,97732
03/25/2019 13H,97657
03/25/2019 12H,93476
03/25/2019 11H,85759
03/25/2019 10H,78722
03/25/2019 09H,74524
03/25/2019 08H,71387
03/25/2019 07H,70946
03/25/2019 06H,72701
03/25/2019 05H,76371
03/25/2019 04H,82628
03/25/2019 03H,88701
03/25/2019 02H,92488
03/25/2019 01H,94290
03/25/2019 00H,92684
03/24/2019 23H,89082
03/24/2019 22H,86145
03/24/2019 21H,85090
03/24/2019 20H,84797
03/24/2019 19H,84925
03/24/2019 18H,85140
03/24/2019 17H,84342
03/24/2019 16H,86135
03/24/2019 15H,87534
03/24/2019 14H,86700
03/24/2019 13H,84193
03/24/2019 12H,81118
03/24/2019 11H,78462
03/24/2019 10H,77534
03/24/2019 09H,76204
03/24/2019 08H,75554
03/24/2019 07H,76009
03/24/2019 06H,77959
03/24/2019 05H,79803
03/24/2019 04H,86048
03/24/2019 03H,87680
03/24/2019 02H,90461
03/24/2019 01H,89178
03/24/2019 00H,85814
03/23/2019 23H,82659
03/23/2019 22H,81480
03/23/2019 21H,80812
03/23/2019 20H,82588
03/23/2019 19H,85290
03/23/2019 18H,87330
03/23/2019 17H,89034
03/23/2019 16H,91556
03/23/2019 15H,92569
03/23/2019 14H,92878
03/23/2019 13H,92850
03/23/2019 12H,88005
03/23/2019 11H,84102
03/23/2019 10H,80913
03/23/2019 09H,77746
03/23/2019 08H,77312
03/23/2019 07H,77454
03/23/2019 06H,78932
03/23/2019 05H,84969
03/23/2019 04H,87083
03/23/2019 03H,94089
03/23/2019 02H,98366
03/23/2019 01H,98005
03/23/2019 00H,94672
03/22/2019 23H,94253
03/22/2019 22H,94399
03/22/2019 21H,94756
03/22/2019 20H,96407
03/22/2019 19H,97136
03/22/2019 18H,99516
03/22/2019 17H,101857
03/22/2019 16H,106777
03/22/2019 15H,109729
03/22/2019 14H,109550
03/22/2019 13H,107518
03/22/2019 12H,102546
03/22/2019 11H,95232
03/22/2019 10H,87855
03/22/2019 09H,82637
03/22/2019 08H,81210
03/22/2019 07H,81032
03/22/2019 06H,82589
03/22/2019 05H,86867
03/22/2019 04H,94773
03/22/2019 03H,103258
03/22/2019 02H,107912
03/22/2019 01H,108430
03/22/2019 00H,107080
03/21/2019 23H,104952
03/21/2019 22H,105258
03/21/2019 21H,105729
03/21/2019 20H,107138
03/21/2019 19H,108960
03/21/2019 18H,109732
03/21/2019 17H,111372
03/21/2019 16H,113599
03/21/2019 15H,114931
03/21/2019 14H,113888
03/21/2019 13H,112848
03/21/2019 12H,108525
03/21/2019 11H,99760
03/21/2019 10H,92315
03/21/2019 09H,86566
03/21/2019 08H,86340
03/21/2019 07H,87677
03/21/2019 06H,90221
03/21/2019 05H,94229
03/21/2019 04H,100487
03/21/2019 03H,104760
03/21/2019 02H,107629
03/21/2019 01H,107020
03/21/2019 00H,104004
03/20/2019 23H,103439
03/20/2019 22H,102886
03/20/2019 21H,100840
03/20/2019 20H,101056
03/20/2019 19H,101609
03/20/2019 18H,105247
03/20/2019 17H,106205
03/20/2019 16H,108886
03/20/2019 15H,111223
03/20/2019 14H,113524
03/20/2019 13H,113811
03/20/2019 12H,110598
03/20/2019 11H,103619
03/20/2019 10H,96326
03/20/2019 09H,91138
03/20/2019 08H,89261
03/20/2019 07H,87698
03/20/2019 06H,89409
03/20/2019 05H,92546
03/20/2019 04H,101975
03/20/2019 03H,105114
03/20/2019 02H,109738
03/20/2019 01H,109502
03/20/2019 00H,105613
03/19/2019 23H,100020
03/19/2019 22H,98909
03/19/2019 21H,98450
03/19/2019 20H,98981
03/19/2019 19H,100563
03/19/2019 18H,103161
03/19/2019 17H,104178
03/19/2019 16H,107985
03/19/2019 15H,110035
03/19/2019 14H,111602
03/19/2019 13H,110763
03/19/2019 12H,108892
03/19/2019 11H,103728
03/19/2019 10H,97383
03/19/2019 09H,94294
03/19/2019 08H,91198
03/19/2019 07H,90361
03/19/2019 06H,91533
03/19/2019 05H,95025
03/19/2019 04H,98929
03/19/2019 03H,107967
03/19/2019 02H,113452
03/19/2019 01H,113691
03/19/2019 00H,111526
03/18/2019 23H,108857
03/18/2019 22H,108280
03/18/2019 21H,106495
03/18/2019 20H,107851
03/18/2019 19H,109222
03/18/2019 18H,110725
03/18/2019 17H,112784
03/18/2019 16H,115905
03/18/2019 15H,116603
03/18/2019 14H,117957
03/18/2019 13H,118420
03/18/2019 12H,116072
03/18/2019 11H,110122
03/18/2019 10H,102831
03/18/2019 09H,97348
03/18/2019 08H,93441
03/18/2019 07H,91885
03/18/2019 06H,91773
03/18/2019 05H,94313
03/18/2019 04H,98724
03/18/2019 03H,101847
03/18/2019 02H,104999
03/18/2019 01H,102858
03/18/2019 00H,98965
03/17/2019 23H,93395
03/17/2019 22H,91024
03/17/2019 21H,89964
03/17/2019 20H,91018
03/17/2019 19H,93514
03/17/2019 18H,96324
03/17/2019 17H,99148
03/17/2019 16H,103777
03/17/2019 15H,106020
03/17/2019 14H,107226
03/17/2019 13H,107150
03/17/2019 12H,104402
03/17/2019 11H,99751
03/17/2019 10H,95864
03/17/2019 09H,92793
03/17/2019 08H,90662
03/17/2019 07H,90922
03/17/2019 06H,91457
03/17/2019 05H,94140
03/17/2019 04H,93169
03/17/2019 03H,100692
03/17/2019 02H,102787
03/17/2019 01H,99464
03/17/2019 00H,95142
03/16/2019 23H,90698
03/16/2019 22H,89546
03/16/2019 21H,88928
03/16/2019 20H,90665
03/16/2019 19H,93509
03/16/2019 18H,96890
03/16/2019 17H,99951
03/16/2019 16H,104177
03/16/2019 15H,105433
03/16/2019 14H,105924
03/16/2019 13H,104022
03/16/2019 12H,100716
03/16/2019 11H,95353
03/16/2019 10H,91572
03/16/2019 09H,88525
03/16/2019 08H,88320
03/16/2019 07H,88418
03/16/2019 06H,91065
03/16/2019 05H,95065
03/16/2019 04H,96985
03/16/2019 03H,102872
03/16/2019 02H,105229
03/16/2019 01H,103330
03/16/2019 00H,99720
03/15/2019 23H,95666
03/15/2019 22H,94989
03/15/2019 21H,95255
03/15/2019 20H,96567
03/15/2019 19H,96993
03/15/2019 18H,97975
03/15/2019 17H,97756
03/15/2019 16H,99993
03/15/2019 15H,100398
03/15/2019 14H,98454
03/15/2019 13H,95776
03/15/2019 12H,89061
03/15/2019 11H,81484
03/15/2019 10H,73913
03/15/2019 09H,69328
03/15/2019 08H,69052
03/15/2019 07H,70481
03/15/2019 06H,73623
03/15/2019 05H,77566
03/15/2019 04H,84283
03/15/2019 03H,89155
03/15/2019 02H,95861
03/15/2019 01H,94375
03/15/2019 00H,92381
03/14/2019 23H,91200
03/14/2019 22H,90794
03/14/2019 21H,91202
03/14/2019 20H,92627
03/14/2019 19H,93879
03/14/2019 18H,94545
03/14/2019 17H,95747
03/14/2019 16H,97109
03/14/2019 15H,97901
03/14/2019 14H,97413
03/14/2019 13H,96378
03/14/2019 12H,92417
03/14/2019 11H,86800
03/14/2019 10H,79559
03/14/2019 09H,74444
03/14/2019 08H,73784
03/14/2019 07H,74701
03/14/2019 06H,77810
03/14/2019 05H,81449
03/14/2019 04H,89551
03/14/2019 03H,91802
03/14/2019 02H,96096
03/14/2019 01H,97257
03/14/2019 00H,97770
03/13/2019 23H,95496
03/13/2019 22H,95014
03/13/2019 21H,95443
03/13/2019 20H,96417
03/13/2019 19H,97931
03/13/2019 18H,99536
03/13/2019 17H,99655
03/13/2019 16H,102640
03/13/2019 15H,104385
03/13/2019 14H,106505
03/13/2019 13H,106677
03/13/2019 12H,103881
03/13/2019 11H,97142
03/13/2019 10H,90439
03/13/2019 09H,86145
03/13/2019 08H,84524
03/13/2019 07H,84579
03/13/2019 06H,86304
03/13/2019 05H,88513
03/13/2019 04H,94544
03/13/2019 03H,100854
03/13/2019 02H,104989
03/13/2019 01H,105276
03/13/2019 00H,102572
03/12/2019 23H,98649
03/12/2019 22H,96776
03/12/2019 21H,96015
03/12/2019 20H,98452
03/12/2019 19H,102004
03/12/2019 18H,104379
03/12/2019 17H,105601
03/12/2019 16H,107735
03/12/2019 15H,109998
03/12/2019 14H,112111
03/12/2019 13H,112216
03/12/2019 12H,109012
03/12/2019 11H,103472
03/12/2019 10H,97046
03/12/2019 09H,93423
03/12/2019 08H,90704
03/12/2019 07H,90555
03/12/2019 06H,92364
03/12/2019 05H,97664
03/12/2019 04H,102927
03/12/2019 03H,102722
03/12/2019 02H,112398
03/12/2019 01H,113446
03/12/2019 00H,111380
03/11/2019 23H,108310
03/11/2019 22H,108077
03/11/2019 21H,108406
03/11/2019 20H,108891
03/11/2019 19H,109511
03/11/2019 18H,110839
03/11/2019 17H,111340
03/11/2019 16H,113328
03/11/2019 15H,113941
03/11/2019 14H,113966
03/11/2019 13H,112516
03/11/2019 12H,109106
03/11/2019 11H,103293
03/11/2019 10H,97296
03/11/2019 09H,91808
03/11/2019 08H,90369
03/11/2019 07H,92027
03/11/2019 06H,94122
03/11/2019 05H,95793
03/11/2019 04H,104404
03/11/2019 03H,105723
03/11/2019 02H,109184
03/11/2019 01H,109579
03/11/2019 00H,107019
03/10/2019 23H,104006
03/10/2019 22H,100321
03/10/2019 21H,99294
03/10/2019 20H,99821
03/10/2019 19H,100855
03/10/2019 18H,100758
03/10/2019 17H,100962
03/10/2019 16H,100170
03/10/2019 15H,98733
03/10/2019 14H,96117
03/10/2019 13H,92702
03/10/2019 12H,89009
03/10/2019 11H,85742
03/10/2019 10H,83270
03/10/2019 09H,82797
03/10/2019 08H,84738
03/10/2019 07H,87702
03/10/2019 06H,91679
03/10/2019 05H,100321
03/10/2019 04H,98976
03/10/2019 03H,101583
03/10/2019 02H,104754
03/10/2019 01H,106231
03/10/2019 00H,105410
03/9/2019 23H,104511
03/9/2019 22H,103444
03/9/2019 21H,102711
03/9/2019 20H,102526
03/9/2019 19H,103225
03/9/2019 18H,102610
03/9/2019 17H,103941
03/9/2019 16H,102919
03/9/2019 15H,102019
03/9/2019 14H,98915
03/9/2019 13H,97158
03/9/2019 12H,94168
03/9/2019 11H,91461
03/9/2019 10H,89360
03/9/2019 09H,90923
03/9/2019 08H,95160
03/9/2019 07H,98743
03/9/2019 06H,102783
03/9/2019 05H,112903
03/9/2019 04H,115634
03/9/2019 03H,121492
03/9/2019 02H,126871
03/9/2019 01H,127324
03/9/2019 00H,126155
03/8/2019 23H,125568
03/8/2019 22H,124709
03/8/2019 21H,125592
03/8/2019 20H,126589
03/8/2019 19H,130011
03/8/2019 18H,131536
03/8/2019 17H,134811
03/8/2019 16H,137302
03/8/2019 15H,138389
03/8/2019 14H,137866
03/8/2019 13H,134215
03/8/2019 12H,128856
03/8/2019 11H,123405
03/8/2019 10H,117558
03/8/2019 09H,114198
03/8/2019 08H,112576
03/8/2019 07H,113854
03/8/2019 06H,117047
03/8/2019 05H,126961
03/8/2019 04H,130226
03/8/2019 03H,137330
03/8/2019 02H,139675
03/8/2019 01H,139570
03/8/2019 00H,136900
03/7/2019 23H,133737
03/7/2019 22H,130316
03/7/2019 21H,130893
03/7/2019 20H,132990
03/7/2019 19H,135688
03/7/2019 18H,137330
03/7/2019 17H,139450
03/7/2019 16H,142182
03/7/2019 15H,143916
03/7/2019 14H,143779
03/7/2019 13H,141936
03/7/2019 12H,137998
03/7/2019 11H,132688
03/7/2019 10H,129972
03/7/2019 09H,129843
03/7/2019 08H,130472
03/7/2019 07H,132538
03/7/2019 06H,132774
03/7/2019 05H,137270
03/7/2019 04H,140066
03/7/2019 03H,142127
03/7/2019 02H,141429
03/7/2019 01H,139712
03/7/2019 00H,137219
03/6/2019 23H,134231
03/6/2019 22H,131899
03/6/2019 21H,133464
03/6/2019 20H,136763
03/6/2019 19H,140110
03/6/2019 18H,143036
03/6/2019 17H,146903
03/6/2019 16H,149326
03/6/2019 15H,150564
03/6/2019 14H,152519
03/6/2019 13H,153141
03/6/2019 12H,151381
03/6/2019 11H,148603
03/6/2019 10H,145559
03/6/2019 09H,144444
03/6/2019 08H,144049
03/6/2019 07H,143698
03/6/2019 06H,145259
03/6/2019 05H,148776
03/6/2019 04H,150238
03/6/2019 03H,151799
03/6/2019 02H,153361
03/6/2019 01H,152734
03/6/2019 00H,149728
03/5/2019 23H,145845
03/5/2019 22H,143089
03/5/2019 21H,142856
03/5/2019 20H,144621
03/5/2019 19H,146291
03/5/2019 18H,147286
03/5/2019 17H,149592
03/5/2019 16H,150425
03/5/2019 15H,151140
03/5/2019 14H,150386
03/5/2019 13H,149499
03/5/2019 12H,146835
03/5/2019 11H,143864
03/5/2019 10H,140726
03/5/2019 09H,141059
03/5/2019 08H,140756
03/5/2019 07H,141800
03/5/2019 06H,144131
03/5/2019 05H,137259
03/5/2019 04H,148842
03/5/2019 03H,151452
03/5/2019 02H,152541
03/5/2019 01H,150726
03/5/2019 00H,147973
03/4/2019 23H,144301
03/4/2019 22H,141934
03/4/2019 21H,142142
03/4/2019 20H,142820
03/4/2019 19H,144304
03/4/2019 18H,144926
03/4/2019 17H,147320
03/4/2019 16H,148157
03/4/2019 15H,146824
03/4/2019 14H,146183
03/4/2019 13H,144100
03/4/2019 12H,138815
03/4/2019 11H,132386
03/4/2019 10H,126342
03/4/2019 09H,123403
03/4/2019 08H,123523
03/4/2019 07H,123769
03/4/2019 06H,125427
03/4/2019 05H,126587
03/4/2019 04H,130662
03/4/2019 03H,133870
03/4/2019 02H,136455
03/4/2019 01H,134474
03/4/2019 00H,130114
03/3/2019 23H,125959
03/3/2019 22H,124097
03/3/2019 21H,122872
03/3/2019 20H,122772
03/3/2019 19H,123364
03/3/2019 18H,123085
03/3/2019 17H,123070
03/3/2019 16H,120809
03/3/2019 15H,117769
03/3/2019 14H,113865
03/3/2019 13H,110188
03/3/2019 12H,107879
03/3/2019 11H,106887
03/3/2019 10H,104908
03/3/2019 09H,105252
03/3/2019 08H,106783
03/3/2019 07H,109349
03/3/2019 06H,112242
03/3/2019 05H,115781
03/3/2019 04H,119089
03/3/2019 03H,123273
03/3/2019 02H,126536
03/3/2019 01H,127881
03/3/2019 00H,125422
03/2/2019 23H,123439
03/2/2019 22H,122200
03/2/2019 21H,121573
03/2/2019 20H,122079
03/2/2019 19H,122345
03/2/2019 18H,123339
03/2/2019 17H,126835
03/2/2019 16H,127999
03/2/2019 15H,125691
03/2/2019 14H,122155
03/2/2019 13H,119705
03/2/2019 12H,115029
03/2/2019 11H,110865
03/2/2019 10H,107894
03/2/2019 09H,106844
03/2/2019 08H,108431
03/2/2019 07H,110066
03/2/2019 06H,110196
03/2/2019 05H,107712
03/2/2019 04H,116758
03/2/2019 03H,120681
03/2/2019 02H,123736
03/2/2019 01H,125529
03/2/2019 00H,124890
03/1/2019 23H,123520
03/1/2019 22H,123355
03/1/2019 21H,123601
03/1/2019 20H,124667
03/1/2019 19H,125905
03/1/2019 18H,125675
03/1/2019 17H,126726
03/1/2019 16H,127500
03/1/2019 15H,125933
03/1/2019 14H,126053
